m_x,r,T,rho,P,l,X,Y,He3,C12,N14,O16,T6,n_e,m_y,X 7Be,pp,B8,N13,O15,F17,Be7,pep,hep
0.4378454,0.23358,8270000.0,25.1,2.82e+16,0.97715,0.71518,0.26938,0.00136,0.00245,0.00071,0.00616,8.271804878048782,1.3341463414634147,0.0012,6.3387804878048785e-15,0.00031621951219512194,1.3543902439024391e-09,2.5465853658536588e-05,5.485365853658537e-09,8.215609756097561e-09,4.2673170731707315e-06,0.00012614634146341464,0.0008354390243902439
0.4427371,0.23526,8230000.0,24.7,2.75e+16,0.97835,0.71563,0.26887,0.00142,0.00245,0.000709,0.00615,8.225707317073171,1.3259512195121952,0.00119,5.867560975609754e-15,0.0003009268292682926,1.118780487804877e-09,2.208048780487803e-05,4.685609756097557e-09,6.9131707317073105e-09,3.8878048780487785e-06,0.00011797560975609754,0.0008118536585365853
0.4476289,0.23694,8180000.0,24.3,2.69e+16,0.97951,0.71606,0.26838,0.00149,0.00245,0.000709,0.00615,8.179536585365852,1.3187560975609756,0.00119,5.447804878048776e-15,0.00028751219512195106,9.29999999999998e-10,1.9126829268292655e-05,4.0017073170731636e-09,5.821951219512184e-09,3.5302439024390205e-06,0.00011087804878048776,0.0007873902439024387
0.4548617,0.23944,8110000.0,23.6,2.6e+16,0.98114,0.71667,0.26768,0.00159,0.00245,0.000709,0.00615,8.111317073170733,1.3075121951219513,0.00118,4.860487804878051e-15,0.0002672682926829269,7.021951219512203e-10,1.545365853658538e-05,3.1582926829268324e-09,4.506097560975614e-09,3.0729268292682944e-06,0.00010070731707317076,0.0007535365853658538
0.4620947,0.24195,8040000.0,23.0,2.51e+16,0.98266,0.71724,0.267,0.0017,0.00245,0.000708,0.00615,8.043975609756098,1.2962682926829268,0.00118,4.3407317073170725e-15,0.0002489024390243902,5.302195121951217e-10,1.2453658536585363e-05,2.4870731707317066e-09,3.485121951219511e-09,2.668048780487804e-06,9.178780487804877e-05,0.0007208048780487804
0.4669281,0.24364,8000000.0,22.6,2.45e+16,0.98363,0.71761,0.26655,0.00178,0.00245,0.000708,0.00615,7.998634146341463,1.2880243902439024,0.00117,4.0258536585365856e-15,0.0002365365853658537,4.3924390243902463e-10,1.0704878048780493e-05,2.1209756097560983e-09,2.92658536585366e-09,2.4256097560975616e-06,8.606585365853661e-05,0.0006995609756097562
0.4717616,0.24533,7950000.0,22.2,2.4e+16,0.98456,0.71797,0.26612,0.00186,0.00245,0.000708,0.00615,7.9542926829268294,1.280780487804878,0.00117,3.737317073170734e-15,0.00022517073170731717,3.6363414634146395e-10,9.278780487804889e-06,1.807317073170734e-09,2.4590243902439053e-09,2.209512195121953e-06,8.066829268292687e-05,0.0006789512195121952
0.4766292,0.24705,7910000.0,21.8,2.34e+16,0.98546,0.71831,0.26569,0.00195,0.00245,0.000708,0.00614,7.909146341463415,1.272390243902439,0.00116,3.4617073170731703e-15,0.000214390243902439,2.997317073170731e-10,7.996585365853657e-06,1.5317073170731704e-09,2.0575609756097558e-09,2.0078048780487804e-06,7.545365853658535e-05,0.0006579756097560976
0.4814968,0.24877,7860000.0,21.4,2.29e+16,0.98631,0.71864,0.26527,0.00204,0.00245,0.000708,0.00614,7.864,1.265,0.00116,3.2e-15,0.000204,2.47e-10,6.89e-06,1.3e-09,1.73e-09,1.82e-06,7.06e-05,0.000638
0.4864074,0.25051,7820000.0,21.0,2.23e+16,0.98714,0.71896,0.26486,0.00213,0.00245,0.000707,0.00614,7.8193170731707315,1.2567560975609755,0.00115,2.9653658536585368e-15,0.00019351219512195124,2.0280487804878055e-10,5.921219512195123e-06,1.1078048780487809e-09,1.445365853658537e-09,1.6502439024390247e-06,6.603170731707318e-05,0.000617780487804878
0.491318,0.25226,7780000.0,20.6,2.18e+16,0.98794,0.71927,0.26445,0.00223,0.00245,0.000707,0.00614,7.774878048780488,1.2489756097560978,0.0011448780487804883,2.744390243902442e-15,0.00018397560975609768,1.669024390243907e-10,5.087804878048791e-06,9.355609756097582e-10,1.204390243902442e-09,1.494634146341465e-06,6.163902439024396e-05,0.0005974390243902442
0.5012358,0.25583,7680000.0,19.8,2.07e+16,0.98943,0.71986,0.26366,0.00245,0.00245,0.000707,0.00614,7.68458536585366,1.2325609756097562,0.00113,2.329024390243904e-15,0.00016556097560975616,1.1090243902439041e-10,3.7314634146341505e-06,6.65512195121952e-10,8.315365853658547e-10,1.2134146341463423e-06,5.360243902439027e-05,0.0005569024390243904
0.5112573,0.25947,7590000.0,19.1,1.97e+16,0.9908,0.72041,0.26289,0.00267,0.00245,0.000706,0.00613,7.594024390243903,1.2158048780487805,0.00112,1.9570731707317086e-15,0.00014780487804878057,7.297804878048795e-11,2.7112195121951255e-06,4.693414634146349e-10,5.697560975609766e-10,9.776585365853668e-07,4.642195121951223e-05,0.0005145121951219514
0.5213877,0.2632,7500000.0,18.3,1.87e+16,0.99205,0.72093,0.26216,0.00288,0.00245,0.000706,0.00613,7.502804878048781,1.197560975609756,0.00111,1.6234146341463425e-15,0.00013256097560975617,4.6895121951219585e-11,1.954634146341466e-06,3.2836585365853697e-10,3.864878048780493e-10,7.743902439024397e-07,3.994634146341466e-05,0.0004689024390243904
0.5316314,0.26701,7410000.0,17.6,1.77e+16,0.99316,0.72143,0.26148,0.00307,0.00245,0.000706,0.00613,7.410878048780487,1.1799756097560974,0.00109,1.3246341463414612e-15,0.0001174878048780487,2.9431707317073055e-11,1.404390243902435e-06,2.279024390243896e-10,2.603658536585357e-10,6.002926829268279e-07,3.429268292682922e-05,0.00041943902439024353
0.5419922,0.27092,7320000.0,16.8,1.68e+16,0.99413,0.72191,0.26087,0.00322,0.00245,0.000705,0.00613,7.318512195121951,1.1619024390243902,0.00108,1.0490243902439014e-15,0.00010395121951219506,1.785609756097557e-11,9.933414634146326e-07,1.5670731707317045e-10,1.7265853658536554e-10,4.533170731707311e-07,2.927560975609754e-05,0.00036675609756097534
0.552474,0.27494,7230000.0,16.1,1.58e+16,0.99496,0.72238,0.26032,0.00329,0.00244,0.000705,0.00612,7.225317073170732,1.1422926829268292,0.00106,8.095121951219513e-16,9.207560975609756e-05,1.0402439024390246e-11,6.97658536585366e-07,1.0658536585365854e-10,1.1373170731707318e-10,3.3160975609756105e-07,2.4858536585365853e-05,0.00031187804878048787
0.5630804,0.27906,7130000.0,15.4,1.49e+16,0.99565,0.72286,0.25986,0.00329,0.00244,0.000705,0.00612,7.130975609756098,1.1221951219512198,0.00105,6.059512195121969e-16,8.099756097560985e-05,5.865121951219545e-12,4.847560975609773e-07,7.138292682926857e-11,7.39219512195125e-11,2.347804878048788e-07,2.0939024390243938e-05,0.00025748780487804923
0.5738154,0.2833,7040000.0,14.7,1.41e+16,0.99623,0.72334,0.25947,0.00321,0.00244,0.000704,0.00612,7.03680487804878,1.1025121951219512,0.00103,4.38829268292683e-16,7.088048780487805e-05,3.166097560975611e-12,3.340731707317074e-07,4.746097560975611e-11,4.751219512195124e-11,1.6053658536585368e-07,1.7626829268292683e-05,0.0002057804878048781
0.5846827,0.28767,6940000.0,14.0,1.32e+16,0.9967,0.72382,0.25915,0.00305,0.00244,0.000704,0.00611,6.940675000000001,1.08115,0.00101,3.0690000000000086e-16,6.176000000000006e-05,1.6382500000000079e-12,2.2660000000000059e-07,3.1097500000000096e-11,3.00050000000001e-11,1.0537500000000036e-07,1.4715000000000014e-05,0.00016022500000000022
0.5956852,0.29218,6840000.0,13.3,1.24e+16,0.99709,0.7243,0.25888,0.00285,0.00244,0.000704,0.00611,6.843658536585367,1.0591463414634148,0.0009891463414634148,2.095853658536591e-16,5.355121951219517e-05,8.15170731707321e-13,1.5236585365853693e-07,2.0065853658536647e-11,1.875853658536591e-11,6.761219512195141e-08,1.2214634146341477e-05,0.00012029268292682955
0.6068234,0.29684,6750000.0,12.6,1.16e+16,0.99741,0.72477,0.25865,0.00261,0.00244,0.000703,0.00611,6.746365853658537,1.0364146341463414,0.0009694146341463415,1.388292682926829e-16,4.6124390243902433e-05,3.919756097560974e-13,1.0088780487804875e-07,1.2853658536585363e-11,1.1482926829268292e-11,4.19731707317073e-08,1.0038536585365853e-05,8.886829268292681e-05
0.6180912,0.30165,6650000.0,12.0,1.08e+16,0.99767,0.72524,0.25844,0.00236,0.00244,0.000703,0.00611,6.646804878048782,1.0129512195121952,0.0009479512195121953,8.973414634146371e-17,3.948780487804883e-05,1.807560975609767e-13,6.574390243902464e-08,8.042682926829301e-12,6.933170731707347e-12,2.5373170731707436e-08,8.166585365853674e-06,6.40560975609758e-05
0.629464,0.30662,6550000.0,11.3,1.01e+16,0.9979,0.72568,0.25825,0.00211,0.00244,0.000703,0.0061,6.546829268292683,0.9887073170731707,0.0009257073170731707,5.702195121951218e-17,3.3641463414634146e-05,8.118292682926827e-14,4.238048780487804e-08,4.972195121951219e-12,4.125121951219512e-12,1.4912195121951215e-08,6.622439024390244e-06,4.5309756097560974e-05
0.6401214,0.31139,6450000.0,10.7,9400000000000000.0,0.99807,0.72608,0.25808,0.00189,0.00243,0.000702,0.0061,6.453756097560976,0.9654390243902438,0.0009044390243902438,3.665121951219507e-17,2.8887804878048765e-05,3.747073170731699e-14,2.774146341463411e-08,3.138536585365849e-12,2.5041463414634108e-12,8.959999999999986e-09,5.409756097560973e-06,3.231951219512192e-05
0.6497082,0.31578,6370000.0,10.2,8830000000000000.0,0.99821,0.72643,0.25793,0.0017,0.00243,0.000702,0.0061,6.3689024390243905,0.9439756097560975,0.0008849756097560975,2.4387804878048767e-17,2.4995121951219506e-05,1.8334146341463398e-14,1.8841463414634137e-08,2.0490243902439017e-12,1.5792682926829261e-12,5.5819512195121915e-09,4.479024390243901e-06,2.3641463414634136e-05
0.6579483,0.31963,6300000.0,9.74,8360000000000000.0,0.99831,0.72671,0.2578,0.00155,0.00243,0.000702,0.00609,6.295780487804878,0.9251951219512194,0.0008681951219512194,1.697804878048777e-17,2.2029268292682913e-05,9.777317073170702e-15,1.3348780487804857e-08,1.4148780487804858e-12,1.0548780487804857e-12,3.685609756097554e-09,3.8058536585365828e-06,1.7948780487804857e-05
0.6647931,0.32288,6240000.0,9.39,7980000000000000.0,0.99839,0.72694,0.2577,0.00143,0.00243,0.000702,0.00609,6.23519512195122,0.9093414634146342,0.0008533414634146342,1.258536585365855e-17,1.985121951219513e-05,5.76829268292684e-15,1.0018048780487813e-08,1.028536585365855e-12,7.506341463414642e-13,2.590487804878052e-09,3.310243902439026e-06,1.418536585365855e-05
0.670567,0.32567,6180000.0,9.1,7660000000000000.0,0.99845,0.72713,0.25761,0.00134,0.00243,0.000701,0.00609,6.183926829268292,0.8957317073170731,0.0008413658536585365,9.72902439024388e-18,1.8109756097560957e-05,3.667804878048766e-15,7.832439024390227e-09,7.873414634146323e-13,5.607804878048766e-13,1.919268292682922e-09,2.9382926829268262e-06,1.164634146341461e-05
0.6766639,0.32866,6130000.0,8.79,7340000000000000.0,0.99851,0.72732,0.25751,0.00125,0.00243,0.000701,0.00609,6.129585365853657,0.8801463414634145,0.0008281463414634145,7.363414634146323e-18,1.6414634146341452e-05,2.2517073170731617e-15,6.0068292682926706e-09,5.897560975609742e-13,4.103170731707307e-13,1.3943902439024357e-09,2.58292682926829e-06,9.381219512195105e-06
0.6861322,0.3334,6050000.0,8.33,6860000000000000.0,0.99858,0.7276,0.25737,0.00111,0.00243,0.000701,0.00609,6.045097560975611,0.8570243902439025,0.0008070243902439026,4.7673170731707465e-18,1.405121951219513e-05,1.045853658536591e-15,3.951707317073181e-09,3.736829268292695e-13,2.50121951219513e-13,8.34951219512198e-10,2.100487804878052e-06,6.68243902439026e-06
0.6926857,0.33676,5990000.0,8.02,6540000000000000.0,0.99863,0.72779,0.25726,0.00103,0.00243,0.000701,0.00608,5.986219512195122,0.8406341463414635,0.0007926341463414634,3.4943902439024436e-18,1.2563414634146348e-05,6.070000000000012e-16,2.9348780487804912e-09,2.701707317073174e-13,1.7621951219512215e-13,5.822439024390251e-10,1.8195121951219522e-06,5.257560975609761e-06
0.7031474,0.34224,5890000.0,7.53,6050000000000000.0,0.9987,0.72809,0.2571,0.000904,0.00243,0.0007,0.00608,5.891487804878049,0.8138536585365854,0.0007688536585365855,2.1056097560975644e-18,1.0492682926829273e-05,2.4997560975609833e-16,1.8056097560975642e-09,1.5856097560975643e-13,9.921463414634169e-14,3.230487804878056e-10,1.4378048780487823e-06,3.5526829268292736e-06
0.71437,0.34832,5790000.0,7.03,5550000000000000.0,0.99876,0.72839,0.25693,0.000785,0.00243,0.0007,0.00608,5.7896829268292676,0.7831951219512194,0.0007431951219512194,1.2158536585365826e-18,8.581707317073166e-06,9.40439024390241e-17,1.0539024390243886e-09,8.846097560975593e-14,5.263414634146331e-14,1.687804878048777e-10,1.1019512195121942e-06,2.30682926829268e-06
0.7256264,0.35463,5690000.0,6.54,5070000000000000.0,0.99881,0.72868,0.25675,0.000681,0.00243,0.0007,0.00608,5.686951219512196,0.7524146341463415,0.0007174146341463414,6.879756097560974e-19,6.963658536585365e-06,3.4063414634146324e-17,6.058536585365853e-10,4.824390243902438e-14,2.734878048780487e-14,8.654634146341461e-11,8.396097560975608e-07,1.4853658536585363e-06
0.736921,0.36119,5580000.0,6.07,4620000000000000.0,0.99885,0.72896,0.25657,0.00059,0.00242,0.000699,0.00607,5.5829512195121955,0.7204146341463414,0.0006904146341463414,3.8219512195121943e-19,5.599512195121951e-06,2.2917073170731495e-19,3.404878048780487e-10,2.5707317073170726e-14,1.3824390243902435e-14,4.3373170731707306e-11,6.314878048780487e-07,9.383902439024389e-07
0.7482535,0.36805,5480000.0,5.62,4190000000000000.0,0.99889,0.72923,0.25638,0.00051,0.00242,0.000699,0.00607,5.4767073170731715,0.6859024390243904,0.0006629512195121952,2.0675609756097604e-19,4.457073170731712e-06,0.0,1.8570731707317123e-10,1.3275609756097603e-14,6.766829268292705e-15,2.1156097560975684e-11,4.686097560975616e-07,5.842195121951233e-07
0.759543,0.37516,5370000.0,5.18,3790000000000000.0,0.99891,0.7295,0.25619,0.000441,0.00242,0.000698,0.00607,5.369658536585366,0.6512195121951221,0.000635609756097561,1.1143902439024406e-19,3.5204878048780507e-06,0.0,9.951707317073184e-11,6.708536585365863e-15,3.2392682926829315e-15,1.0132195121951235e-11,3.442682926829271e-07,3.600975609756101e-07
0.7694895,0.38169,5270000.0,4.81,3460000000000000.0,0.99893,0.72974,0.25601,0.000388,0.00242,0.000698,0.00606,5.27409756097561,0.6193658536585367,0.0006113658536585368,6.330243902439038e-20,2.8373170731707342e-06,0.0,5.596585365853671e-11,3.58560975609757e-15,1.6478048780487849e-15,5.180243902439038e-12,2.594146341463418e-07,2.3209756097561012e-07
0.7774652,0.38712,5200000.0,4.53,3210000000000000.0,0.99894,0.72993,0.25587,0.000351,0.00242,0.000698,0.00606,5.196634146341463,0.5928780487804877,0.0005914390243902439,3.970243902439014e-20,2.363170731707315e-06,0.0,3.4770731707316987e-11,2.1351219512195067e-15,9.379999999999973e-16,2.9826829268292603e-12,2.0475609756097535e-07,1.6175609756097535e-07
0.7835359,0.39138,5140000.0,4.32,3020000000000000.0,0.99895,0.73007,0.25575,0.000326,0.00242,0.000697,0.00606,5.136146341463415,0.5720487804878048,0.0005760487804878049,2.752926829268295e-20,2.0507317073170737e-06,0.0,2.3921951219512217e-11,1.4212195121951231e-15,6.026585365853665e-16,1.9321951219512217e-12,1.7007317073170737e-07,1.2209756097560985e-07
0.787923,0.39452,5090000.0,4.17,2900000000000000.0,0.99896,0.73018,0.25567,0.000308,0.00242,0.000697,0.00606,5.09319512195122,0.5567317073170733,0.0005653658536585366,2.1192682926829328e-20,1.8473170731707331e-06,0.0,1.8156097560975662e-11,1.0546341463414664e-15,4.3595121951219656e-16,1.4119512195121996e-12,1.4873170731707332e-07,9.954146341463433e-08
0.7923886,0.39779,5050000.0,4.02,2770000000000000.0,0.99896,0.73029,0.25558,0.000292,0.00242,0.000697,0.00606,5.048341463414634,0.5407804878048783,0.0005543902439024391,1.6134146341463475e-20,1.6578048780487825e-06,0.0,1.3595121951219562e-11,7.677073170731737e-16,3.110731707317086e-16,1.0195121951219562e-12,1.2878048780487825e-07,8.071951219512215e-08
0.7955879,0.40017,5020000.0,3.91,2680000000000000.0,0.99896,0.73036,0.25551,0.000281,0.00242,0.000697,0.00605,5.016512195121951,0.529170731707317,0.0005461707317073169,1.3234146341463397e-20,1.53170731707317e-06,0.0,1.1034146341463398e-11,6.120487804878039e-16,2.4285365853658495e-16,8.057317073170718e-13,1.1617073170731699e-07,6.935365853658529e-08
0.800084,0.40357,4970000.0,3.77,2550000000000000.0,0.99897,0.73047,0.25542,0.000266,0.00242,0.000697,0.00605,4.970756097560976,0.5125853658536587,0.0005345853658536586,9.966585365853674e-21,1.3658536585365862e-06,0.0,8.214878048780501e-12,4.4226829268292767e-16,1.7104878048780522e-16,5.760243902439035e-13,1.0037317073170743e-07,5.583902439024397e-08
0.8053531,0.40766,4920000.0,3.6,2410000000000000.0,0.99897,0.7306,0.25531,0.00025,0.00241,0.000697,0.00605,4.91690243902439,0.4936341463414633,0.0005213170731707316,7.142439024390228e-21,1.1931707317073164e-06,0.0,5.7434146341463286e-12,2.988048780487797e-16,1.1258536585365823e-16,3.8607317073170634e-13,8.397560975609747e-08,4.318048780487797e-08
0.8105616,0.4118,4860000.0,3.44,2280000000000000.0,0.99897,0.73073,0.25521,0.000236,0.00241,0.000696,0.00605,4.86309756097561,0.4734390243902438,0.0005082195121951219,5.101707317073165e-21,1.0421951219512192e-06,0.0,4.000731707317069e-12,2.0175609756097534e-16,7.320243902439013e-17,2.5819512195121917e-13,7.01853658536585e-08,3.339756097560973e-08
0.8157702,0.41605,4810000.0,3.28,2150000000000000.0,0.99897,0.73085,0.2551,0.000222,0.00241,0.000696,0.00605,4.808975609756097,0.45265853658536603,0.000494829268292683,3.621219512195131e-21,9.019512195121961e-07,0.0,2.7529268292683015e-12,1.3414634146341507e-16,4.738048780487811e-17,1.7097560975609808e-13,5.841219512195132e-08,2.5697560975609807e-08
0.8195061,0.41918,4770000.0,3.17,2060000000000000.0,0.99897,0.73095,0.25502,0.000213,0.00241,0.000696,0.00605,4.768975609756097,0.43739024390243914,0.0004851951219512196,2.8195121951219566e-21,8.131463414634152e-07,0.0,2.095609756097565e-12,9.970000000000021e-17,3.3602439024390424e-17,1.2697560975609781e-13,5.099512195121956e-08,2.129756097560978e-08
0.8232411,0.42236,4730000.0,3.06,1970000000000000.0,0.99897,0.73104,0.25494,0.000205,0.00241,0.000696,0.00604,4.729634146341463,0.4228780487804878,0.0004754390243902439,2.1951219512195133e-21,7.313902439024391e-07,0.0,1.5863414634146347e-12,7.367317073170735e-17,6.365853658536729e-19,9.368048780487808e-14,4.4451219512195125e-08,1.7575609756097564e-08
0.8282948,0.42677,4680000.0,2.91,1860000000000000.0,0.99897,0.73116,0.25483,0.000195,0.00241,0.000696,0.00604,4.675414634146342,0.4013658536585367,0.00046268292682926835,1.554146341463418e-21,6.321463414634151e-07,0.0,1.0804878048780506e-12,4.8397560975609873e-17,0.0,6.173902439024406e-14,3.677804878048785e-08,1.3504878048780507e-08
0.8325727,0.43061,4630000.0,2.79,1760000000000000.0,0.99898,0.73127,0.25473,0.000187,0.00241,0.000695,0.00604,4.628585365853659,0.3836341463414635,0.00045131707317073175,1.1526829268292695e-21,5.565365853658539e-07,0.0,7.735609756097569e-13,3.3612195121951257e-17,0.0,4.310731707317078e-14,3.115853658536587e-08,1.079512195121952e-08
0.8368505,0.43453,4580000.0,2.67,1670000000000000.0,0.99898,0.73138,0.25464,0.000179,0.00241,0.000695,0.00604,4.582024390243902,0.36451219512195104,0.00043975609756097554,8.523902439024369e-22,4.882926829268286e-07,0.0,5.493658536585348e-13,2.318048780487796e-17,0.0,2.993170731707307e-14,2.630243902439021e-08,8.591219512195103e-09
0.8446424,0.44195,4500000.0,2.47,1510000000000000.0,0.99897,0.73158,0.25445,0.000167,0.00241,0.000695,0.00604,4.495170731707317,0.32926829268292684,0.0004196341463414634,4.855121951219514e-22,3.818048780487806e-07,0.0,2.879756097560977e-13,1.145365853658537e-17,0.0,1.511707317073171e-14,1.909024390243903e-08,5.622439024390245e-09
0.8520895,0.44938,4410000.0,2.28,1370000000000000.0,0.99897,0.73177,0.25427,0.000157,0.00241,0.000694,0.00603,4.410560975609757,0.2945121951219512,0.00040051219512195126,2.781219512195123e-22,2.985609756097562e-07,0.0,1.5056097560975616e-13,5.642682926829271e-18,0.0,7.688536585365857e-15,1.3902439024390246e-08,3.7109756097560984e-09
0.855702,0.45312,4370000.0,2.19,1300000000000000.0,0.99897,0.73187,0.25418,0.000152,0.00241,0.000694,0.00603,4.368951219512195,0.276780487804878,0.00039139024390243897,2.1073170731707293e-22,2.6356097560975594e-07,0.0,1.0856097560975594e-13,3.958536585365848e-18,0.0,5.4880487804877976e-15,1.1878048780487798e-08,3.017317073170729e-09
0.8593145,0.45695,4330000.0,2.1,1240000000000000.0,0.99897,0.73197,0.25409,0.000148,0.00241,0.000694,0.00603,4.326243902439024,0.2590975609756096,0.0003820487804878048,1.5829268292682877e-22,2.321463414634144e-07,0.0,7.804146341463391e-14,2.7553658536585275e-18,0.0,3.897317073170719e-15,1.010487804878048e-08,2.4524390243902396e-09
0.8627859,0.46071,4290000.0,2.01,1180000000000000.0,0.99897,0.73207,0.254,0.000144,0.00241,0.000694,0.00603,4.285512195121951,0.2417560975609756,0.00037287804878048783,1.2063414634146341e-22,2.056341463414634e-07,0.0,5.626829268292683e-14,1.9214634146341465e-18,0.0,2.787804878048781e-15,8.562926829268292e-09,1.9951219512195126e-09
0.8662574,0.46458,4240000.0,1.93,1120000000000000.0,0.99897,0.73217,0.25391,0.000141,0.0024,0.000694,0.00603,4.243658536585366,0.2238292682926829,0.00036341463414634145,9.106097560975605e-23,1.808292682926829e-07,0.0,4.018048780487803e-14,1.3307317073170725e-18,0.0,1.9790243902439016e-15,7.259756097560974e-09,1.626585365853658e-09
0.869823,0.46864,4200000.0,1.85,1060000000000000.0,0.99897,0.73228,0.25381,0.000138,0.0024,0.000694,0.00603,4.200560975609757,0.20502439024390245,0.0003545121951219512,6.792439024390245e-23,1.5802439024390247e-07,0.0,2.8212195121951235e-14,9.083902439024394e-19,0.0,1.3856097560975616e-15,6.106341463414636e-09,1.3102439024390248e-09
0.8733886,0.47282,4160000.0,1.77,1000000000000000.0,0.99897,0.73238,0.25371,0.000135,0.0024,0.000693,0.00602,4.156585365853658,0.18563414634146327,0.00034431707317073164,5.037560975609746e-23,1.3763414634146328e-07,0.0,1.962195121951215e-14,6.036829268292658e-19,0.0,9.600975609756076e-16,5.108536585365848e-09,1.0495121951219494e-09
0.8794806,0.48022,4080000.0,1.64,912000000000000.0,0.99896,0.73257,0.25353,0.00013,0.0024,0.000693,0.00602,4.0803414634146336,0.15153658536585368,0.00032926829268292685,2.9768292682926844e-23,1.075365853658537e-07,0.0,1.0307317073170739e-14,2.6721951219514163e-21,0.0,5.040975609756102e-16,3.728780487804879e-09,7.152926829268296e-10
0.8835075,0.48532,4030000.0,1.55,853000000000000.0,0.99896,0.7327,0.25341,0.000128,0.0024,0.000693,0.00602,4.029317073170732,0.127829268292683,0.000318,2.0697560975609806e-23,9.109512195121961e-08,0.0,6.610731707317093e-15,0.0,0.0,3.2412195121951316e-16,3.001463414634151e-09,5.501219512195131e-10
0.8858209,0.48832,4000000.0,1.5,821000000000000.0,0.99896,0.73278,0.25334,0.000126,0.0024,0.000693,0.00602,3.9989512195121955,0.11397560975609768,0.00031248780487804883,1.6743902439024417e-23,8.24853658536586e-08,0.0,5.087804878048791e-15,0.0,0.0,2.5039024390243955e-16,2.6443902439024417e-09,4.718780487804884e-10
0.8883227,0.49164,3970000.0,1.45,786000000000000.0,0.99896,0.73286,0.25326,0.000125,0.0024,0.000693,0.00602,3.966560975609756,0.09939024390243899,0.000305390243902439,1.3256097560975595e-23,7.399024390243898e-08,0.0,3.810731707317068e-15,0.0,0.0,1.883414634146339e-16,2.2956097560975594e-09,3.985121951219509e-10
0.8906237,0.49475,3940000.0,1.4,755000000000000.0,0.99896,0.73294,0.25318,0.000124,0.0024,0.000692,0.00602,3.9354146341463414,0.08560975609756087,0.0002998048780487804,1.0660975609756086e-23,6.672439024390239e-08,0.0,2.900487804878044e-15,0.0,0.0,1.4402439024390218e-16,2.014146341463413e-09,3.4063414634146305e-10
0.8956955,0.50184,3870000.0,1.3,689000000000000.0,0.99896,0.73312,0.25301,0.000121,0.0024,0.000692,0.00601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9002443,0.50848,3800000.0,1.22,633000000000000.0,0.99895,0.73329,0.25285,0.000119,0.0024,0.000692,0.00601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9044442,0.51488,3750000.0,1.14,584000000000000.0,0.99895,0.73345,0.2527,0.000117,0.0024,0.000692,0.00601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9083995,0.52115,3690000.0,1.07,539000000000000.0,0.99895,0.7336,0.25255,0.000116,0.0024,0.000691,0.00601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9121359,0.52731,3630000.0,1.0,499000000000000.0,0.99895,0.73375,0.2524,0.000115,0.00239,0.000691,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9156704,0.53337,3580000.0,0.944,462000000000000.0,0.99895,0.7339,0.25226,0.000114,0.00239,0.000691,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9190165,0.53933,3530000.0,0.889,429000000000000.0,0.99895,0.73405,0.25211,0.000113,0.00239,0.000691,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9221861,0.54519,3480000.0,0.838,399000000000000.0,0.99894,0.7342,0.25197,0.000113,0.00239,0.00069,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9251896,0.55096,3430000.0,0.791,371000000000000.0,0.99894,0.73434,0.25183,0.000112,0.00239,0.00069,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9280368,0.55662,3380000.0,0.748,346000000000000.0,0.99894,0.73448,0.2517,0.000111,0.00239,0.00069,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9307367,0.56219,3330000.0,0.708,323000000000000.0,0.99894,0.73462,0.25156,0.000111,0.00239,0.00069,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9332974,0.56765,3290000.0,0.671,302000000000000.0,0.99894,0.73476,0.25143,0.000111,0.00239,0.000689,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9357262,0.57302,3250000.0,0.637,283000000000000.0,0.99894,0.73489,0.2513,0.00011,0.00239,0.000689,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9380291,0.57828,3200000.0,0.605,265000000000000.0,0.99894,0.73502,0.25117,0.00011,0.00239,0.000689,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9402107,0.58342,3160000.0,0.575,249000000000000.0,0.99893,0.73515,0.25105,0.00011,0.00239,0.000689,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
