m_x,r,T,rho,P,l,X,Y,He3,C12,N14,O16,T6,n_e,m_y,X 7Be,pp,B8,N13,O15,F17,Be7,pep,hep
9.29e-05,0.00956,15500000.0,150.0,2.33e+17,0.00078,0.36713,0.61774,9.1e-06,7.78e-06,0.00374,0.00608,15.446365853658536,2.009,1.2448780487804882e-05,1.5568292682926828e-11,8.062439024390247e-05,0.00094609756097561,0.0005662682926829269,0.0007859756097560978,0.0008661951219512198,0.00038914634146341477,0.0001254878048780488,3.481951219512196e-05
9.47e-05,0.00962,15500000.0,150.0,2.32e+17,0.00079,0.36716,0.61771,9.1e-06,7.78e-06,0.00374,0.00608,15.446073170731706,2.009,1.2609756097560977e-05,1.5553658536585367e-11,8.16048780487805e-05,0.0009572195121951221,0.0005728536585365854,0.0007951951219512196,0.0008764390243902441,0.000393829268292683,0.00012709756097560978,3.5243902439024395e-05
9.65e-05,0.00968,15500000.0,150.0,2.32e+17,0.00081,0.3672,0.61767,9.11e-06,7.78e-06,0.00374,0.00608,15.445780487804878,2.009,1.2770731707317073e-05,1.5539024390243903e-11,8.258536585365854e-05,0.0009683414634146341,0.0005794390243902439,0.0008044146341463414,0.0008866829268292682,0.0003985121951219512,0.00012870731707317074,3.566829268292683e-05
9.74e-05,0.00971,15500000.0,150.0,2.32e+17,0.00081,0.36721,0.61766,9.11e-06,7.78e-06,0.00374,0.00608,15.445634146341463,2.009,1.2851219512195123e-05,1.5531707317073173e-11,8.307560975609757e-05,0.0009739024390243903,0.0005827317073170731,0.0008090243902439025,0.0008918048780487805,0.0004008536585365854,0.00012951219512195123,3.588048780487805e-05
9.92e-05,0.00977,15500000.0,149.0,2.32e+17,0.00083,0.36725,0.61762,9.11e-06,7.78e-06,0.00374,0.00608,15.445341463414634,2.009,1.3012195121951218e-05,1.551707317073171e-11,8.40560975609756e-05,0.0009850243902439022,0.0005893170731707316,0.0008182439024390243,0.0009020487804878048,0.0004055365853658536,0.0001311219512195122,3.6304878048780484e-05
0.0001001,0.0098,15400000.0,149.0,2.32e+17,0.00084,0.36727,0.61761,9.11e-06,7.77e-06,0.00374,0.00608,15.445195121951219,2.009,1.3092682926829268e-05,1.5509756097560975e-11,8.454634146341463e-05,0.0009905853658536586,0.000592609756097561,0.0008228536585365853,0.000907170731707317,0.0004078780487804878,0.0001319268292682927,3.6517073170731704e-05
0.0001021,0.00986,15400000.0,149.0,2.32e+17,0.00085,0.3673,0.61757,9.11e-06,7.77e-06,0.00374,0.00608,15.444853658536585,2.009,1.3248780487804881e-05,1.55e-11,8.554634146341464e-05,0.001002,0.0005992926829268293,0.0008321707317073172,0.0009175121951219514,0.00041260975609756106,0.00013353658536585368,3.695121951219513e-05
0.000104,0.00992,15400000.0,149.0,2.32e+17,0.00087,0.36734,0.61754,9.12e-06,7.77e-06,0.00374,0.00608,15.44441463414634,2.009,1.3395121951219513e-05,1.55e-11,8.658536585365854e-05,0.001014,0.0006061707317073171,0.0008416829268292683,0.0009280487804878048,0.0004174390243902439,0.00013514634146341464,3.740487804878049e-05
0.000105,0.00996,15400000.0,149.0,2.32e+17,0.00088,0.36735,0.61752,9.12e-06,7.77e-06,0.00374,0.00608,15.444121951219513,2.009,1.349268292682927e-05,1.55e-11,8.72780487804878e-05,0.001022,0.0006107560975609756,0.0008480243902439025,0.0009350731707317073,0.0004206585365853659,0.00013621951219512196,3.7707317073170735e-05
0.0001069,0.01002,15400000.0,149.0,2.32e+17,0.00089,0.36739,0.61748,9.12e-06,7.77e-06,0.00374,0.00608,15.443682926829268,2.009,1.3639024390243901e-05,1.55e-11,8.83170731707317e-05,0.0010339999999999998,0.0006176341463414633,0.0008575365853658536,0.0009456097560975608,0.00042548780487804876,0.00013782926829268292,3.8160975609756096e-05
0.0001079,0.01005,15400000.0,149.0,2.32e+17,0.0009,0.36741,0.61746,9.12e-06,7.77e-06,0.00374,0.00608,15.443463414634147,2.009,1.371219512195122e-05,1.55e-11,8.883658536585365e-05,0.00104,0.0006210731707317073,0.0008622926829268292,0.0009508780487804877,0.0004279024390243902,0.00013863414634146342,3.838780487804878e-05
0.00011,0.01011,15400000.0,149.0,2.32e+17,0.00092,0.36745,0.61743,9.13e-06,7.77e-06,0.00374,0.00608,15.443024390243902,2.009,1.3858536585365852e-05,1.55e-11,8.987560975609753e-05,0.0010519999999999998,0.0006279512195121951,0.0008718048780487804,0.0009614146341463412,0.0004327317073170731,0.00014024390243902438,3.884146341463414e-05
0.0001121,0.01018,15400000.0,149.0,2.32e+17,0.00094,0.36748,0.61739,9.13e-06,7.77e-06,0.00374,0.00608,15.442512195121951,2.009,1.4029268292682925e-05,1.55e-11,9.108780487804876e-05,0.0010659999999999999,0.0006359756097560975,0.0008829024390243902,0.0009737073170731705,0.00043836585365853657,0.0001421219512195122,3.937073170731707e-05
0.0001132,0.01021,15400000.0,149.0,2.32e+17,0.00095,0.3675,0.61737,9.13e-06,7.77e-06,0.00374,0.00609,15.44229268292683,2.009,1.4102439024390243e-05,1.55e-11,9.160731707317073e-05,0.001072,0.0006394146341463415,0.0008876585365853659,0.0009789756097560974,0.0004407804878048781,0.00014292682926829269,3.9597560975609756e-05
0.0001152,0.01027,15400000.0,149.0,2.32e+17,0.00096,0.36754,0.61733,9.13e-06,7.77e-06,0.00374,0.00609,15.441853658536585,2.009,1.4258536585365851e-05,1.55e-11,9.265609756097559e-05,0.00108390243902439,0.000646390243902439,0.0008973170731707316,0.0009896097560975607,0.00044570731707317066,0.00014453658536585365,4.0056097560975605e-05
0.0001164,0.0103,15400000.0,149.0,2.32e+17,0.00097,0.36756,0.61731,9.14e-06,7.77e-06,0.00374,0.00609,15.441634146341464,2.009,1.4346341463414633e-05,1.55e-11,9.319024390243901e-05,0.0010897560975609757,0.0006499756097560976,0.0009022926829268293,0.0009950243902439022,0.0004482682926829268,0.00014534146341463414,4.0290243902439026e-05
0.0001186,0.01037,15400000.0,149.0,2.32e+17,0.00099,0.3676,0.61727,9.14e-06,7.77e-06,0.00374,0.00609,15.441121951219513,2.009,1.4551219512195124e-05,1.55e-11,9.443658536585366e-05,0.0011034146341463416,0.0006583414634146343,0.0009139024390243904,0.0010076585365853658,0.00045424390243902445,0.00014721951219512198,4.083658536585366e-05
0.0001209,0.01044,15400000.0,149.0,2.32e+17,0.00101,0.36764,0.61724,9.14e-06,7.77e-06,0.00374,0.00609,15.440609756097562,2.009,1.4756097560975609e-05,1.55e-11,9.568292682926828e-05,0.0011170731707317073,0.0006667073170731708,0.0009255121951219512,0.0010202926829268291,0.0004602195121951219,0.00014909756097560974,4.138292682926829e-05
0.000122,0.01047,15400000.0,149.0,2.32e+17,0.00102,0.36766,0.61722,9.14e-06,7.77e-06,0.00374,0.00609,15.440390243902439,2.009,1.4843902439024392e-05,1.55e-11,9.621707317073171e-05,0.0011229268292682927,0.0006702926829268293,0.0009304878048780488,0.0010257073170731707,0.00046278048780487807,0.00014990243902439026,4.1617073170731706e-05
0.0001242,0.01053,15400000.0,149.0,2.32e+17,0.00104,0.3677,0.61718,9.15e-06,7.77e-06,0.00374,0.00609,15.439951219512196,2.009,1.5019512195121951e-05,1.55e-11,9.728536585365853e-05,0.0011346341463414633,0.0006774634146341464,0.0009404390243902439,0.0010365365853658535,0.0004679024390243902,0.00015151219512195123,4.208536585365853e-05
0.0001254,0.01057,15400000.0,149.0,2.32e+17,0.00105,0.36772,0.61716,9.15e-06,7.77e-06,0.00374,0.00609,15.439658536585366,2.009,1.513658536585366e-05,1.55e-11,9.799756097560975e-05,0.0011424390243902438,0.0006822439024390245,0.0009470731707317073,0.0010437560975609756,0.0004713170731707317,0.00015258536585365854,4.2397560975609756e-05
0.0001278,0.01063,15400000.0,149.0,2.32e+17,0.00107,0.36776,0.61712,9.15e-06,7.77e-06,0.00374,0.00609,15.439219512195121,2.009,1.5312195121951225e-05,1.55e-11,9.90658536585366e-05,0.0011541463414634148,0.0006894146341463416,0.0009570243902439026,0.0010545853658536588,0.000476439024390244,0.00015419512195121953,4.286585365853659e-05
0.0001302,0.0107,15400000.0,149.0,2.32e+17,0.00109,0.3678,0.61708,9.16e-06,7.77e-06,0.00374,0.00609,15.43870731707317,2.009,1.5507317073170734e-05,1.55e-11,0.00010032195121951219,0.0011678048780487805,0.0006978780487804879,0.0009686341463414634,0.0010678048780487805,0.00048241463414634147,0.00015617073170731707,4.343170731707317e-05
0.0001314,0.01073,15400000.0,149.0,2.32e+17,0.0011,0.36782,0.61705,9.16e-06,7.77e-06,0.00374,0.00609,15.438487804878049,2.009,1.5587804878048784e-05,1.55e-11,0.00010086341463414635,0.001173658536585366,0.0007015365853658538,0.000973609756097561,0.0010736585365853659,0.0004849756097560976,0.00015704878048780488,4.368048780487805e-05
0.0001338,0.0108,15400000.0,149.0,2.32e+17,0.00112,0.36786,0.61701,9.16e-06,7.77e-06,0.00374,0.00609,15.437975609756098,2.009,1.5775609756097567e-05,1.55e-11,0.0001021268292682927,0.0011873170731707319,0.0007100731707317075,0.000985219512195122,0.0010873170731707318,0.0004909512195121952,0.0001590975609756098,4.42609756097561e-05
0.0001351,0.01083,15400000.0,149.0,2.32e+17,0.00113,0.36788,0.61699,9.16e-06,7.77e-06,0.00374,0.00609,15.437756097560976,2.009,1.585609756097561e-05,1.55e-11,0.00010266829268292682,0.001193170731707317,0.0007137317073170732,0.0009901951219512194,0.001093170731707317,0.0004935121951219512,0.00015997560975609755,4.450975609756097e-05
0.0001377,0.0109,15400000.0,149.0,2.32e+17,0.00115,0.36792,0.61695,9.17e-06,7.77e-06,0.00374,0.00609,15.437243902439024,2.009,1.6043902439024393e-05,1.55e-11,0.00010393170731707318,0.001206829268292683,0.0007222682926829268,0.0010018048780487806,0.001106829268292683,0.0004994878048780488,0.00016202439024390244,4.509024390243903e-05
0.0001402,0.01097,15400000.0,149.0,2.32e+17,0.00117,0.36797,0.61691,9.17e-06,7.77e-06,0.00374,0.00609,15.436731707317072,2.009,1.6231707317073175e-05,1.55e-11,0.00010519512195121952,0.001220487804878049,0.0007308048780487805,0.0010134146341463416,0.0011204878048780488,0.0005054634146341464,0.00016407317073170732,4.567073170731708e-05
0.0001415,0.011,15400000.0,149.0,2.32e+17,0.00118,0.36799,0.61689,9.17e-06,7.77e-06,0.00374,0.00609,15.436512195121951,2.009,1.631219512195122e-05,1.55e-11,0.00010573658536585365,0.001226341463414634,0.0007344634146341462,0.001018390243902439,0.001126341463414634,0.0005080243902439024,0.0001649512195121951,4.5919512195121946e-05
0.0001441,0.01107,15400000.0,149.0,2.32e+17,0.0012,0.36803,0.61684,9.17e-06,7.77e-06,0.00374,0.00609,15.436,2.009,1.65e-05,1.55e-11,0.000107,0.00124,0.000743,0.00103,0.00114,0.000514,0.000167,4.65e-05
0.0001455,0.0111,15400000.0,149.0,2.32e+17,0.00122,0.36805,0.61682,9.18e-06,7.77e-06,0.00374,0.00609,15.435780487804879,2.0089268292682925,1.658780487804878e-05,1.55e-11,0.00010758536585365855,0.0012465853658536587,0.0007468048780487805,0.0010351219512195124,0.0011458536585365854,0.0005167073170731708,0.0001678780487804878,4.674878048780488e-05
0.0001483,0.01118,15400000.0,149.0,2.32e+17,0.00124,0.3681,0.61678,9.18e-06,7.77e-06,0.00374,0.00609,15.43519512195122,2.008731707317073,1.68219512195122e-05,1.55e-11,0.00010914634146341465,0.0012641463414634147,0.0007569512195121952,0.0010487804878048783,0.0011614634146341464,0.0005239268292682928,0.00017021951219512197,4.741219512195122e-05
0.0001511,0.01124,15400000.0,149.0,2.32e+17,0.00126,0.36814,0.61673,9.18e-06,7.77e-06,0.00374,0.00609,15.434756097560976,2.0085853658536585,1.6997560975609755e-05,1.55e-11,0.0001103170731707317,0.0012773170731707317,0.000764560975609756,0.0010590243902439025,0.001173170731707317,0.0005293414634146342,0.00017197560975609755,4.790975609756097e-05
0.0001525,0.01128,15400000.0,149.0,2.32e+17,0.00127,0.36816,0.61671,9.19e-06,7.77e-06,0.00374,0.00609,15.434463414634147,2.008487804878049,1.7114634146341462e-05,1.55e-11,0.00011109756097560975,0.0012860975609756096,0.0007696341463414634,0.0010658536585365854,0.0011809756097560975,0.0005329512195121951,0.00017314634146341462,4.824146341463414e-05
0.0001552,0.01135,15400000.0,149.0,2.32e+17,0.0013,0.36821,0.61666,9.19e-06,7.76e-06,0.00374,0.00609,15.433951219512196,2.0083170731707316,1.7319512195121953e-05,1.55e-11,0.00011246341463414635,0.0013014634146341463,0.0007785121951219512,0.0010778048780487805,0.0011946341463414634,0.0005392682926829268,0.0001751951219512195,4.88219512195122e-05
0.0001567,0.01138,15400000.0,149.0,2.32e+17,0.00131,0.36823,0.61664,9.19e-06,7.76e-06,0.00374,0.00609,15.433731707317072,2.008243902439024,1.740731707317073e-05,1.55e-11,0.00011304878048780486,0.0013080487804878046,0.0007823170731707316,0.0010829268292682926,0.0012004878048780486,0.0005419756097560975,0.0001760731707317073,4.907073170731707e-05
0.0001597,0.01146,15400000.0,149.0,2.32e+17,0.00133,0.36828,0.61659,9.2e-06,7.76e-06,0.00374,0.00609,15.433146341463415,2.0080487804878047,1.7641463414634143e-05,1.55e-11,0.00011460975609756096,0.0013256097560975608,0.0007924634146341462,0.0010965853658536585,0.0012160975609756095,0.0005491951219512193,0.00017841463414634143,4.9734146341463404e-05
0.0001627,0.01153,15400000.0,149.0,2.32e+17,0.00136,0.36833,0.61654,9.2e-06,7.76e-06,0.00374,0.00609,15.432634146341464,2.008,1.7858536585365852e-05,1.548780487804878e-11,0.00011597560975609756,0.0013397560975609757,0.0008014634146341463,0.0011097560975609757,0.0012297560975609756,0.0005555121951219511,0.00018046341463414634,5.03390243902439e-05
0.0001642,0.01156,15400000.0,149.0,2.32e+17,0.00137,0.36835,0.61652,9.2e-06,7.76e-06,0.00374,0.00609,15.43241463414634,2.008,1.7953658536585366e-05,1.548048780487805e-11,0.0001165609756097561,0.001345609756097561,0.0008053414634146342,0.0011156097560975611,0.001235609756097561,0.0005582195121951219,0.00018134146341463415,5.060243902439025e-05
0.0001672,0.01163,15400000.0,149.0,2.32e+17,0.0014,0.3684,0.61647,9.2e-06,7.76e-06,0.00374,0.00609,15.43190243902439,2.008,1.817560975609756e-05,1.5463414634146343e-11,0.00011792682926829267,0.0013592682926829268,0.000814390243902439,0.0011292682926829268,0.0012492682926829267,0.0005645365853658536,0.000183390243902439,5.12170731707317e-05
0.0001688,0.01167,15400000.0,149.0,2.32e+17,0.00141,0.36842,0.61645,9.21e-06,7.76e-06,0.00374,0.00609,15.431609756097561,2.008,1.8302439024390242e-05,1.5453658536585366e-11,0.00011870731707317073,0.0013670731707317073,0.0008195609756097561,0.0011370731707317074,0.0012570731707317072,0.0005681463414634146,0.00018456097560975608,5.156829268292683e-05
0.000172,0.01174,15400000.0,149.0,2.32e+17,0.00144,0.36847,0.6164,9.21e-06,7.76e-06,0.00374,0.00609,15.43109756097561,2.008,1.852439024390244e-05,1.5436585365853658e-11,0.00012007317073170734,0.0013807317073170732,0.0008286097560975611,0.0011507317073170733,0.0012707317073170732,0.0005744634146341463,0.000186609756097561,5.21829268292683e-05
0.0001753,0.01182,15400000.0,149.0,2.32e+17,0.00146,0.36852,0.61635,9.22e-06,7.76e-06,0.00374,0.00609,15.43051219512195,2.008,1.877804878048781e-05,1.5417073170731707e-11,0.00012163414634146344,0.0013963414634146343,0.0008389512195121952,0.0011663414634146343,0.0012863414634146342,0.0005816829268292683,0.00018895121951219515,5.2885365853658545e-05
0.0001769,0.01185,15400000.0,149.0,2.32e+17,0.00148,0.36855,0.61633,9.22e-06,7.76e-06,0.00374,0.00609,15.43029268292683,2.008,1.8873170731707316e-05,1.5409756097560977e-11,0.00012221951219512194,0.0014021951219512195,0.0008428292682926829,0.0011721951219512195,0.0012921951219512194,0.000584390243902439,0.00018982926829268294,5.314878048780488e-05
0.0001801,0.01193,15400000.0,149.0,2.32e+17,0.0015,0.3686,0.61628,9.22e-06,7.76e-06,0.00374,0.00609,15.42970731707317,2.008,1.9126829268292682e-05,1.54e-11,0.00012387804878048782,0.001418780487804878,0.0008532682926829268,0.001186829268292683,0.0013078048780487805,0.0005918048780487805,0.00019226829268292683,5.38609756097561e-05
0.0001819,0.01196,15400000.0,149.0,2.32e+17,0.00152,0.36862,0.61625,9.22e-06,7.76e-06,0.00374,0.00609,15.429487804878049,2.008,1.9221951219512196e-05,1.54e-11,0.00012453658536585368,0.0014253658536585367,0.000857219512195122,0.0011919512195121952,0.0013136585365853659,0.0005946585365853658,0.00019321951219512196,5.413170731707318e-05
0.0001853,0.01204,15400000.0,149.0,2.32e+17,0.00155,0.36868,0.6162,9.23e-06,7.76e-06,0.00374,0.00609,15.42890243902439,2.008,1.9475609756097562e-05,1.54e-11,0.00012629268292682928,0.001442926829268293,0.0008677560975609757,0.0012056097560975611,0.001329268292682927,0.0006022682926829268,0.00019575609756097563,5.485365853658537e-05
0.0001888,0.01212,15400000.0,149.0,2.32e+17,0.00158,0.36873,0.61614,9.23e-06,7.76e-06,0.00374,0.00609,15.428317073170732,2.008,1.9729268292682928e-05,1.54e-11,0.0001280487804878049,0.0014604878048780489,0.0008782926829268294,0.001219268292682927,0.0013448780487804878,0.0006098780487804878,0.0001982926829268293,5.5575609756097565e-05
0.0001905,0.01215,15400000.0,149.0,2.32e+17,0.00159,0.36875,0.61612,9.23e-06,7.76e-06,0.00374,0.00609,15.42809756097561,2.008,1.9824390243902438e-05,1.54e-11,0.00012870731707317074,0.0014670731707317071,0.0008822439024390243,0.001224390243902439,0.001350731707317073,0.0006127317073170731,0.00019924390243902438,5.584634146341463e-05
0.000194,0.01223,15400000.0,149.0,2.32e+17,0.00162,0.36881,0.61607,9.24e-06,7.76e-06,0.00374,0.00609,15.42751219512195,2.008,2.0078048780487804e-05,1.54e-11,0.00013046341463414634,0.0014846341463414633,0.000892780487804878,0.0012380487804878049,0.001366341463414634,0.0006203414634146341,0.00020178048780487804,5.656829268292682e-05
0.0001959,0.01227,15400000.0,149.0,2.32e+17,0.00163,0.36883,0.61604,9.24e-06,7.76e-06,0.00374,0.00609,15.427219512195121,2.008,2.0204878048780485e-05,1.54e-11,0.00013134146341463416,0.0014934146341463413,0.0008980487804878048,0.0012448780487804877,0.0013741463414634145,0.0006241463414634145,0.00020304878048780486,5.692926829268292e-05
0.0001996,0.01234,15400000.0,149.0,2.32e+17,0.00167,0.36889,0.61598,9.25e-06,7.76e-06,0.00374,0.00609,15.4267,2.008,2.043e-05,1.54e-11,0.0001328,0.00151,0.0009075,0.001258,0.001388,0.0006309999999999999,0.0002054,5.758e-05
0.0002034,0.01242,15400000.0,149.0,2.32e+17,0.0017,0.36894,0.61593,9.25e-06,7.76e-06,0.00374,0.00609,15.4261,2.008,2.069e-05,1.54e-11,0.00013440000000000001,0.0015300000000000001,0.0009185,0.0012740000000000002,0.001404,0.000639,0.00020820000000000002,5.834000000000001e-05
0.0002053,0.01246,15400000.0,149.0,2.32e+17,0.00171,0.36897,0.6159,9.25e-06,7.76e-06,0.00374,0.00609,15.425799999999999,2.008,2.082e-05,1.54e-11,0.0001352,0.0015400000000000001,0.0009240000000000001,0.0012820000000000002,0.001412,0.000643,0.00020960000000000003,5.872000000000001e-05
0.000209,0.01254,15400000.0,149.0,2.32e+17,0.00174,0.36903,0.61585,9.26e-06,7.76e-06,0.00374,0.00609,15.4252,2.008,2.108e-05,1.54e-11,0.00013680000000000002,0.0015600000000000004,0.0009350000000000002,0.0012980000000000003,0.0014280000000000002,0.0006510000000000001,0.00021240000000000004,5.9480000000000006e-05
0.000211,0.01258,15400000.0,149.0,2.32e+17,0.00176,0.36905,0.61582,9.26e-06,7.76e-06,0.00374,0.00609,15.4249,2.008,2.121e-05,1.54e-11,0.00013759999999999998,0.00157,0.0009404999999999999,0.0013059999999999999,0.0014359999999999998,0.0006549999999999999,0.0002138,5.985999999999999e-05
0.000215,0.01266,15400000.0,149.0,2.31e+17,0.00179,0.36911,0.61576,9.26e-06,7.75e-06,0.00374,0.00609,15.424299999999999,2.008,2.147e-05,1.54e-11,0.0001392,0.00159,0.0009515,0.001322,0.001452,0.000663,0.0002166,6.062e-05
0.0002171,0.0127,15400000.0,149.0,2.31e+17,0.00181,0.36914,0.61573,9.27e-06,7.75e-06,0.00374,0.00609,15.424,2.008,2.16e-05,1.54e-11,0.00014,0.0016,0.000957,0.00133,0.00146,0.000667,0.000218,6.1e-05
0.0002211,0.01277,15400000.0,149.0,2.31e+17,0.00184,0.3692,0.61567,9.27e-06,7.75e-06,0.00374,0.00609,15.42331707317073,2.008,2.1839024390243902e-05,1.5382926829268292e-11,0.00014153658536585366,0.0016153658536585368,0.0009660487804878049,0.001343658536585366,0.0014753658536585366,0.000674,0.00022021951219512197,6.168292682926829e-05
0.0002251,0.01285,15400000.0,149.0,2.31e+17,0.00188,0.36926,0.61562,9.28e-06,7.75e-06,0.00374,0.00609,15.422536585365853,2.008,2.211219512195122e-05,1.536341463414634e-11,0.00014329268292682926,0.001632926829268293,0.0009763902439024391,0.001359268292682927,0.0014929268292682928,0.000682,0.00022275609756097563,6.246341463414634e-05
0.0002273,0.01289,15400000.0,149.0,2.31e+17,0.00189,0.36929,0.61559,9.28e-06,7.75e-06,0.00374,0.00609,15.422146341463414,2.008,2.224878048780488e-05,1.5353658536585367e-11,0.00014417073170731708,0.001641707317073171,0.0009815609756097562,0.0013670731707317075,0.0015017073170731708,0.000686,0.00022402439024390248,6.285365853658537e-05
0.0002316,0.01297,15400000.0,149.0,2.31e+17,0.00193,0.36935,0.61553,9.28e-06,7.75e-06,0.00374,0.00609,15.421365853658536,2.008,2.2521951219512198e-05,1.5334146341463416e-11,0.00014592682926829268,0.0016592682926829271,0.0009919024390243904,0.0013826829268292684,0.001519268292682927,0.0006940000000000001,0.00022656097560975612,6.363414634146342e-05
0.0002359,0.01305,15400000.0,149.0,2.31e+17,0.00197,0.36941,0.61547,9.29e-06,7.75e-06,0.00374,0.00609,15.420585365853658,2.008,2.2795121951219516e-05,1.5314634146341465e-11,0.0001476829268292683,0.0016768292682926831,0.0010022439024390244,0.0013982926829268294,0.001536829268292683,0.000702,0.0002290975609756098,6.441463414634146e-05
0.000238,0.01309,15400000.0,149.0,2.31e+17,0.00198,0.36944,0.61544,9.29e-06,7.75e-06,0.00374,0.00609,15.420195121951219,2.008,2.293170731707317e-05,1.530487804878049e-11,0.00014856097560975607,0.0016856097560975609,0.0010074146341463414,0.0014060975609756095,0.0015456097560975607,0.0007059999999999999,0.00023036585365853655,6.480487804878048e-05
0.0002423,0.01317,15400000.0,149.0,2.31e+17,0.00202,0.3695,0.61538,9.3e-06,7.75e-06,0.00374,0.00609,15.419560975609755,2.0078536585365856,2.3204878048780484e-05,1.53e-11,0.00015031707317073167,0.0017046341463414633,0.001018780487804878,0.0014217073170731706,0.001563170731707317,0.0007141463414634145,0.00023304878048780486,6.559999999999998e-05
0.0002446,0.01321,15400000.0,149.0,2.31e+17,0.00204,0.36953,0.61535,9.3e-06,7.75e-06,0.00374,0.00609,15.419268292682927,2.007756097560976,2.3341463414634143e-05,1.53e-11,0.0001511951219512195,0.001714390243902439,0.0010246341463414634,0.0014295121951219511,0.001571951219512195,0.0007182439024390243,0.00023441463414634143,6.599999999999999e-05
0.0002492,0.0133,15400000.0,149.0,2.31e+17,0.00208,0.36959,0.61528,9.3e-06,7.75e-06,0.00374,0.00609,15.418609756097561,2.0075365853658536,2.3648780487804873e-05,1.53e-11,0.00015317073170731705,0.001736341463414634,0.0010378048780487804,0.001447073170731707,0.0015917073170731704,0.0007274634146341463,0.00023748780487804874,6.689999999999999e-05
0.0002537,0.01338,15400000.0,149.0,2.31e+17,0.00211,0.36965,0.61522,9.31e-06,7.75e-06,0.00374,0.0061,15.418024390243902,2.007341463414634,2.392195121951219e-05,1.53e-11,0.00015492682926829265,0.001755853658536585,0.001049512195121951,0.0014626829268292682,0.0016092682926829266,0.0007356585365853657,0.0002402195121951219,6.769999999999999e-05
0.000256,0.01342,15400000.0,149.0,2.31e+17,0.00213,0.36968,0.61519,9.31e-06,7.75e-06,0.00374,0.0061,15.417731707317072,2.0072439024390243,2.405853658536585e-05,1.53e-11,0.00015580487804878047,0.0017656097560975607,0.0010553658536585364,0.0014704878048780487,0.0016180487804878046,0.0007397560975609755,0.0002415853658536585,6.809999999999999e-05
0.0002606,0.0135,15400000.0,149.0,2.31e+17,0.00217,0.36974,0.61513,9.32e-06,7.75e-06,0.00374,0.0061,15.417146341463415,2.0070487804878048,2.433170731707317e-05,1.53e-11,0.00015756097560975607,0.001785121951219512,0.0010670731707317072,0.0014860975609756095,0.0016356097560975608,0.000747951219512195,0.00024431707317073165,6.89e-05
0.000263,0.01354,15400000.0,149.0,2.31e+17,0.00219,0.36978,0.6151,9.32e-06,7.75e-06,0.00374,0.0061,15.416804878048781,2.007,2.4473170731707314e-05,1.53e-11,0.00015848780487804875,0.0017943902439024387,0.0010729268292682926,0.00149390243902439,0.0016443902439024387,0.0007520975609756097,0.00024573170731707314,6.930487804878048e-05
0.0002679,0.01362,15400000.0,149.0,2.31e+17,0.00223,0.36984,0.61503,9.32e-06,7.75e-06,0.00374,0.0061,15.416024390243903,2.007,2.4765853658536584e-05,1.53e-11,0.00016043902439024388,0.001811951219512195,0.0010846341463414634,0.0015095121951219511,0.001661951219512195,0.0007604878048780488,0.00024865853658536584,7.012439024390244e-05
0.0002727,0.0137,15400000.0,148.0,2.31e+17,0.00227,0.36991,0.61497,9.33e-06,7.75e-06,0.00374,0.0061,15.415243902439025,2.007,2.5058536585365855e-05,1.53e-11,0.000162390243902439,0.001829512195121951,0.0010963414634146342,0.0015251219512195122,0.0016795121951219511,0.0007688780487804879,0.00025158536585365854,7.094390243902439e-05
0.0002799,0.01382,15400000.0,148.0,2.31e+17,0.00233,0.37,0.61487,9.34e-06,7.75e-06,0.00374,0.0061,15.414073170731708,2.007,2.549756097560976e-05,1.53e-11,0.0001653170731707317,0.0018558536585365855,0.0011139024390243904,0.0015485365853658538,0.0017058536585365855,0.0007814634146341464,0.0002559756097560976,7.217317073170732e-05
0.0002825,0.01387,15400000.0,148.0,2.31e+17,0.00235,0.37003,0.61484,9.34e-06,7.75e-06,0.00374,0.0061,15.413585365853658,2.007,2.568048780487805e-05,1.53e-11,0.00016653658536585367,0.001866829268292683,0.001121219512195122,0.0015582926829268294,0.001716829268292683,0.0007867073170731708,0.0002578048780487805,7.268536585365855e-05
0.0002876,0.01395,15400000.0,148.0,2.31e+17,0.0024,0.3701,0.61477,9.35e-06,7.74e-06,0.00374,0.0061,15.412804878048782,2.007,2.597317073170732e-05,1.53e-11,0.0001684878048780488,0.0018848780487804879,0.0011329268292682927,0.0015739024390243905,0.0017343902439024392,0.0007951463414634147,0.0002607317073170732,7.350975609756099e-05
0.0002928,0.01403,15400000.0,148.0,2.31e+17,0.00244,0.37017,0.61471,9.35e-06,7.74e-06,0.00374,0.0061,15.412024390243904,2.007,2.6265853658536587e-05,1.53e-11,0.0001704390243902439,0.0019043902439024392,0.0011446341463414635,0.0015895121951219513,0.0017519512195121954,0.0008037317073170732,0.0002636585365853659,7.434878048780489e-05
0.0003004,0.01416,15400000.0,148.0,2.31e+17,0.0025,0.37027,0.61461,9.36e-06,7.74e-06,0.00374,0.0061,15.410756097560975,2.007,2.6741463414634147e-05,1.53e-11,0.00017360975609756097,0.0019360975609756098,0.001163658536585366,0.0016148780487804878,0.0017804878048780488,0.0008176829268292683,0.00026841463414634147,7.571219512195123e-05
