M/Msun,R/Rsun,T,Rho,P,L/Lsun,X,Y(He4),He3,C12,N14,O16
0.9980171,0.89167,6.45E+05,2.78E-02,2.47E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9980702,0.8928,6.38E+05,2.73E-02,2.40E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9981232,0.89396,6.30E+05,2.68E-02,2.32E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9981734,0.89506,6.22E+05,2.63E-02,2.25E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9982235,0.89619,6.14E+05,2.58E-02,2.19E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9982709,0.89727,6.07E+05,2.54E-02,2.12E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9983183,0.89837,6.00E+05,2.49E-02,2.05E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9983632,0.89942,5.92E+05,2.45E-02,1.99E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.998408,0.9005,5.85E+05,2.40E-02,1.93E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9984504,0.90153,5.78E+05,2.36E-02,1.87E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9984927,0.90258,5.71E+05,2.31E-02,1.82E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9985328,0.90358,5.65E+05,2.27E-02,1.76E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9985729,0.9046,5.58E+05,2.23E-02,1.71E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9986107,0.90559,5.51E+05,2.19E-02,1.66E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9986486,0.90658,5.45E+05,2.15E-02,1.61E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9986853,0.90757,5.38E+05,2.11E-02,1.56E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.998722,0.90856,5.31E+05,2.07E-02,1.51E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9987682,0.90985,5.23E+05,2.02E-02,1.45E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9988207,0.91134,5.13E+05,1.96E-02,1.38E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9988528,0.91227,5.07E+05,1.93E-02,1.34E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.998885,0.91322,5.01E+05,1.89E-02,1.30E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9989153,0.91413,4.95E+05,1.86E-02,1.26E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9989457,0.91505,4.89E+05,1.82E-02,1.22E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9989743,0.91594,4.83E+05,1.79E-02,1.19E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999003,0.91685,4.77E+05,1.76E-02,1.15E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9990301,0.91771,4.71E+05,1.73E-02,1.12E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9990571,0.91859,4.66E+05,1.70E-02,1.08E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9990827,0.91944,4.60E+05,1.66E-02,1.05E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9991083,0.9203,4.55E+05,1.63E-02,1.02E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9991325,0.92113,4.49E+05,1.61E-02,9.87E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9991567,0.92197,4.44E+05,1.58E-02,9.57E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9991793,0.92277,4.39E+05,1.55E-02,9.29E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9992019,0.92358,4.33E+05,1.52E-02,9.01E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9992232,0.92436,4.28E+05,1.49E-02,8.75E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9992446,0.92516,4.23E+05,1.47E-02,8.49E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9992648,0.92592,4.19E+05,1.44E-02,8.24E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9992851,0.92669,4.14E+05,1.41E-02,8.00E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9993042,0.92744,4.09E+05,1.39E-02,7.77E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9993233,0.92819,4.04E+05,1.37E-02,7.53E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9993414,0.92892,3.99E+05,1.34E-02,7.32E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9993594,0.92966,3.95E+05,1.32E-02,7.10E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9993765,0.93037,3.90E+05,1.29E-02,6.90E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9993936,0.9311,3.86E+05,1.27E-02,6.69E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9994098,0.93179,3.81E+05,1.25E-02,6.50E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999426,0.9325,3.77E+05,1.23E-02,6.31E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9994412,0.93317,3.73E+05,1.21E-02,6.13E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9994565,0.93386,3.68E+05,1.18E-02,5.95E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999471,0.93453,3.64E+05,1.16E-02,5.78E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9994855,0.9352,3.60E+05,1.14E-02,5.61E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9994992,0.93585,3.56E+05,1.12E-02,5.45E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9995128,0.93651,3.52E+05,1.10E-02,5.29E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9995258,0.93714,3.48E+05,1.09E-02,5.14E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9995387,0.93778,3.44E+05,1.07E-02,4.99E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999551,0.9384,3.40E+05,1.05E-02,4.85E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9995632,0.93903,3.36E+05,1.03E-02,4.71E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9995747,0.93963,3.32E+05,1.01E-02,4.57E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9995862,0.94024,3.29E+05,9.94E-03,4.44E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999597,0.94082,3.25E+05,9.77E-03,4.32E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996079,0.94142,3.21E+05,9.60E-03,4.19E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996182,0.94199,3.18E+05,9.44E-03,4.08E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996285,0.94257,3.14E+05,9.28E-03,3.96E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996382,0.94313,3.11E+05,9.12E-03,3.85E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999648,0.9437,3.07E+05,8.96E-03,3.74E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996572,0.94425,3.04E+05,8.81E-03,3.64E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996664,0.9448,3.00E+05,8.66E-03,3.53E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996751,0.94534,2.97E+05,8.52E-03,3.43E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996839,0.94588,2.94E+05,8.37E-03,3.34E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9996921,0.9464,2.91E+05,8.23E-03,3.24E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997004,0.94693,2.87E+05,8.09E-03,3.15E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997082,0.94744,2.84E+05,7.95E-03,3.06E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997161,0.94796,2.81E+05,7.82E-03,2.98E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997235,0.94846,2.78E+05,7.69E-03,2.90E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997309,0.94897,2.75E+05,7.55E-03,2.81E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997379,0.94946,2.72E+05,7.43E-03,2.74E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997449,0.94995,2.69E+05,7.30E-03,2.66E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997516,0.95043,2.66E+05,7.18E-03,2.59E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997582,0.95092,2.63E+05,7.06E-03,2.51E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997645,0.95138,2.60E+05,6.94E-03,2.44E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997708,0.95186,2.58E+05,6.82E-03,2.38E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997767,0.95231,2.55E+05,6.71E-03,2.31E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997827,0.95277,2.52E+05,6.60E-03,2.25E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997883,0.95321,2.49E+05,6.49E-03,2.19E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997939,0.95366,2.47E+05,6.38E-03,2.13E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9997992,0.9541,2.44E+05,6.28E-03,2.07E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998045,0.95454,2.42E+05,6.17E-03,2.01E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998095,0.95496,2.39E+05,6.07E-03,1.96E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998145,0.95539,2.36E+05,5.97E-03,1.90E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998193,0.9558,2.34E+05,5.87E-03,1.85E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998241,0.95623,2.31E+05,5.77E-03,1.80E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998286,0.95663,2.29E+05,5.68E-03,1.75E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998331,0.95704,2.27E+05,5.58E-03,1.70E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998374,0.95744,2.24E+05,5.49E-03,1.66E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998417,0.95784,2.22E+05,5.40E-03,1.61E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998458,0.95823,2.20E+05,5.31E-03,1.57E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998498,0.95862,2.17E+05,5.23E-03,1.53E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998537,0.959,2.15E+05,5.14E-03,1.48E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998575,0.95939,2.13E+05,5.06E-03,1.44E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998648,0.96014,2.08E+05,4.89E-03,1.37E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998718,0.96087,2.04E+05,4.73E-03,1.29E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998783,0.96159,2.00E+05,4.58E-03,1.23E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998815,0.96194,1.98E+05,4.50E-03,1.19E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998847,0.9623,1.96E+05,4.43E-03,1.16E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998888,0.96278,1.93E+05,4.33E-03,1.12E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998912,0.96307,1.91E+05,4.27E-03,1.09E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998941,0.96341,1.89E+05,4.19E-03,1.06E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999897,0.96376,1.87E+05,4.12E-03,1.03E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9998997,0.96409,1.85E+05,4.05E-03,1.00E+11,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999024,0.96443,1.83E+05,3.98E-03,9.74E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999049,0.96476,1.81E+05,3.92E-03,9.48E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999075,0.9651,1.79E+05,3.85E-03,9.21E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999123,0.96574,1.76E+05,3.72E-03,8.72E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999169,0.96636,1.72E+05,3.60E-03,8.25E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999212,0.96698,1.69E+05,3.48E-03,7.80E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999253,0.96758,1.65E+05,3.37E-03,7.39E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999292,0.96816,1.62E+05,3.25E-03,6.99E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999329,0.96874,1.59E+05,3.15E-03,6.62E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999363,0.9693,1.56E+05,3.04E-03,6.26E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999396,0.96985,1.52E+05,2.94E-03,5.93E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999428,0.97039,1.49E+05,2.84E-03,5.61E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999457,0.97092,1.47E+05,2.75E-03,5.31E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999485,0.97144,1.44E+05,2.66E-03,5.03E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999512,0.97194,1.41E+05,2.57E-03,4.76E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999537,0.97244,1.38E+05,2.49E-03,4.51E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999561,0.97292,1.36E+05,2.40E-03,4.27E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999583,0.97339,1.33E+05,2.33E-03,4.05E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999604,0.97385,1.30E+05,2.25E-03,3.84E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999624,0.9743,1.28E+05,2.18E-03,3.64E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999643,0.97473,1.26E+05,2.10E-03,3.45E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999661,0.97516,1.23E+05,2.04E-03,3.27E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999678,0.97558,1.21E+05,1.97E-03,3.10E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999695,0.976,1.19E+05,1.91E-03,2.94E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.999971,0.9764,1.17E+05,1.84E-03,2.79E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999725,0.9768,1.15E+05,1.78E-03,2.65E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999739,0.97719,1.13E+05,1.72E-03,2.51E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999752,0.97758,1.11E+05,1.67E-03,2.38E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999764,0.97795,1.09E+05,1.61E-03,2.26E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999776,0.97832,1.07E+05,1.56E-03,2.14E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999787,0.97868,1.05E+05,1.51E-03,2.03E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999798,0.97903,1.03E+05,1.46E-03,1.93E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999808,0.97938,1.01E+05,1.41E-03,1.83E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999818,0.97972,9.92E+04,1.37E-03,1.74E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999827,0.98005,9.74E+04,1.32E-03,1.65E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999836,0.98038,9.57E+04,1.28E-03,1.56E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999844,0.9807,9.40E+04,1.24E-03,1.48E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999852,0.98101,9.23E+04,1.20E-03,1.41E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999859,0.98132,9.07E+04,1.16E-03,1.34E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999866,0.98162,8.91E+04,1.12E-03,1.27E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999873,0.98191,8.75E+04,1.08E-03,1.20E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999879,0.9822,8.60E+04,1.05E-03,1.14E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999885,0.98249,8.44E+04,1.01E-03,1.08E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999888,0.98261,8.37E+04,1.00E-03,1.06E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999892,0.9828,8.27E+04,9.78E-04,1.02E+10,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9999897,0.98308,8.12E+04,9.46E-04,9.70E+09,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
