M/Msun,R/Rsun,T,Rho,P,L/Lsun,X,Y(He4),He3,C12,N14,O16
0.9783308,0.71743,2.11E+06,1.69E-01,4.95E+13,0.99892,0.75291,0.23408,1.03E-04,2.24E-03,6.48E-04,5.64E-03
0.9783744,0.71766,2.10E+06,1.69E-01,4.93E+13,0.99892,0.75302,0.23398,1.03E-04,2.24E-03,6.48E-04,5.64E-03
0.9784181,0.7179,2.10E+06,1.69E-01,4.92E+13,0.99892,0.75313,0.23388,1.03E-04,2.24E-03,6.48E-04,5.63E-03
0.9784617,0.71813,2.10E+06,1.68E-01,4.90E+13,0.99892,0.75324,0.23378,1.03E-04,2.24E-03,6.47E-04,5.63E-03
0.9785054,0.71837,2.10E+06,1.68E-01,4.89E+13,0.99892,0.75335,0.23367,1.03E-04,2.24E-03,6.47E-04,5.63E-03
0.978549,0.71861,2.10E+06,1.68E-01,4.88E+13,0.99892,0.75346,0.23357,1.03E-04,2.24E-03,6.47E-04,5.62E-03
0.9785926,0.71884,2.09E+06,1.67E-01,4.86E+13,0.99892,0.75358,0.23346,1.03E-04,2.24E-03,6.46E-04,5.62E-03
0.9786363,0.71908,2.09E+06,1.67E-01,4.85E+13,0.99892,0.75369,0.23336,1.03E-04,2.24E-03,6.46E-04,5.62E-03
0.9786799,0.71932,2.09E+06,1.67E-01,4.83E+13,0.99892,0.7538,0.23325,1.03E-04,2.23E-03,6.45E-04,5.61E-03
0.9787235,0.71955,2.09E+06,1.66E-01,4.82E+13,0.99892,0.75391,0.23315,1.03E-04,2.23E-03,6.45E-04,5.61E-03
0.9787672,0.71979,2.09E+06,1.66E-01,4.80E+13,0.99892,0.75403,0.23304,1.03E-04,2.23E-03,6.45E-04,5.61E-03
0.9788108,0.72003,2.08E+06,1.66E-01,4.79E+13,0.99892,0.75414,0.23293,1.03E-04,2.23E-03,6.44E-04,5.60E-03
0.9788545,0.72027,2.08E+06,1.65E-01,4.78E+13,0.99892,0.75426,0.23282,1.03E-04,2.23E-03,6.44E-04,5.60E-03
0.9788981,0.72051,2.08E+06,1.65E-01,4.76E+13,0.99892,0.75437,0.23272,1.03E-04,2.23E-03,6.44E-04,5.60E-03
0.9789417,0.72075,2.08E+06,1.65E-01,4.75E+13,0.99892,0.75449,0.23261,1.03E-04,2.23E-03,6.43E-04,5.59E-03
0.9789854,0.72099,2.07E+06,1.64E-01,4.73E+13,0.99892,0.75461,0.2325,1.03E-04,2.23E-03,6.43E-04,5.59E-03
0.979029,0.72123,2.07E+06,1.64E-01,4.72E+13,0.99892,0.75472,0.23239,1.03E-04,2.22E-03,6.43E-04,5.59E-03
0.9790726,0.72147,2.07E+06,1.64E-01,4.71E+13,0.99892,0.75484,0.23228,1.03E-04,2.22E-03,6.42E-04,5.58E-03
0.9791163,0.72171,2.07E+06,1.63E-01,4.69E+13,0.99892,0.75496,0.23217,1.02E-04,2.22E-03,6.42E-04,5.58E-03
0.9791599,0.72195,2.07E+06,1.63E-01,4.68E+13,0.99892,0.75508,0.23206,1.02E-04,2.22E-03,6.41E-04,5.58E-03
0.9792036,0.72219,2.06E+06,1.63E-01,4.66E+13,0.99892,0.7552,0.23195,1.02E-04,2.22E-03,6.41E-04,5.57E-03
0.9792472,0.72243,2.06E+06,1.63E-01,4.65E+13,0.99892,0.75531,0.23184,1.02E-04,2.22E-03,6.41E-04,5.57E-03
0.9792908,0.72267,2.06E+06,1.62E-01,4.64E+13,0.99892,0.75544,0.23172,1.02E-04,2.22E-03,6.40E-04,5.57E-03
0.9793312,0.7229,2.06E+06,1.62E-01,4.62E+13,0.99892,0.75555,0.23162,1.02E-04,2.22E-03,6.40E-04,5.56E-03
0.9793716,0.72312,2.05E+06,1.62E-01,4.61E+13,0.99892,0.75566,0.23151,1.02E-04,2.21E-03,6.40E-04,5.56E-03
0.979412,0.72335,2.05E+06,1.61E-01,4.60E+13,0.99892,0.75577,0.23141,1.02E-04,2.21E-03,6.39E-04,5.56E-03
0.9794523,0.72357,2.05E+06,1.61E-01,4.58E+13,0.99892,0.75589,0.2313,1.02E-04,2.21E-03,6.39E-04,5.56E-03
0.9794927,0.7238,2.05E+06,1.61E-01,4.57E+13,0.99892,0.756,0.2312,1.02E-04,2.21E-03,6.38E-04,5.55E-03
0.9795331,0.72402,2.05E+06,1.60E-01,4.56E+13,0.99892,0.75611,0.23109,1.02E-04,2.21E-03,6.38E-04,5.55E-03
0.9795734,0.72425,2.04E+06,1.60E-01,4.54E+13,0.99892,0.75623,0.23098,1.02E-04,2.21E-03,6.38E-04,5.55E-03
0.9796138,0.72447,2.04E+06,1.60E-01,4.53E+13,0.99892,0.75635,0.23087,1.02E-04,2.21E-03,6.37E-04,5.54E-03
0.9796542,0.7247,2.04E+06,1.60E-01,4.52E+13,0.99892,0.75646,0.23076,1.02E-04,2.20E-03,6.37E-04,5.54E-03
0.9796946,0.72492,2.04E+06,1.59E-01,4.51E+13,0.99892,0.75658,0.23066,1.02E-04,2.20E-03,6.37E-04,5.54E-03
0.9797349,0.72515,2.03E+06,1.59E-01,4.49E+13,0.99892,0.7567,0.23055,1.02E-04,2.20E-03,6.36E-04,5.53E-03
0.9797753,0.72538,2.03E+06,1.59E-01,4.48E+13,0.99892,0.75682,0.23044,1.02E-04,2.20E-03,6.36E-04,5.53E-03
0.9798157,0.72561,2.03E+06,1.58E-01,4.47E+13,0.99892,0.75693,0.23033,1.02E-04,2.20E-03,6.35E-04,5.53E-03
0.979856,0.72583,2.03E+06,1.58E-01,4.45E+13,0.99892,0.75705,0.23021,1.02E-04,2.20E-03,6.35E-04,5.52E-03
0.9798964,0.72606,2.03E+06,1.58E-01,4.44E+13,0.99892,0.75717,0.2301,1.02E-04,2.20E-03,6.35E-04,5.52E-03
0.9799368,0.72629,2.02E+06,1.57E-01,4.43E+13,0.99892,0.75729,0.22999,1.02E-04,2.20E-03,6.34E-04,5.51E-03
0.9799772,0.72652,2.02E+06,1.57E-01,4.42E+13,0.99892,0.75741,0.22988,1.02E-04,2.19E-03,6.34E-04,5.51E-03
0.9800175,0.72675,2.02E+06,1.57E-01,4.40E+13,0.99892,0.75753,0.22977,1.02E-04,2.19E-03,6.33E-04,5.51E-03
0.9800983,0.7272,2.01E+06,1.56E-01,4.38E+13,0.99892,0.75776,0.22955,1.01E-04,2.19E-03,6.33E-04,5.50E-03
0.9801386,0.72743,2.01E+06,1.56E-01,4.37E+13,0.99892,0.75788,0.22944,1.01E-04,2.19E-03,6.32E-04,5.50E-03
0.9802194,0.72789,2.01E+06,1.55E-01,4.34E+13,0.99892,0.75812,0.22922,1.01E-04,2.19E-03,6.31E-04,5.49E-03
0.9802799,0.72824,2.00E+06,1.55E-01,4.32E+13,0.99892,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9803405,0.72859,2.00E+06,1.55E-01,4.30E+13,0.99892,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9804011,0.72893,2.00E+06,1.54E-01,4.28E+13,0.99892,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9804616,0.72928,1.99E+06,1.54E-01,4.27E+13,0.99892,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9805424,0.72974,1.99E+06,1.53E-01,4.24E+13,0.99892,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9806572,0.73041,1.98E+06,1.53E-01,4.20E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.980769,0.73105,1.98E+06,1.52E-01,4.17E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9808435,0.73148,1.97E+06,1.51E-01,4.15E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9809553,0.73213,1.96E+06,1.51E-01,4.11E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9810298,0.73257,1.96E+06,1.50E-01,4.09E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9811416,0.73322,1.95E+06,1.49E-01,4.06E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9811788,0.73344,1.95E+06,1.49E-01,4.05E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9812906,0.73409,1.95E+06,1.48E-01,4.01E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9813651,0.73453,1.94E+06,1.48E-01,3.99E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9814769,0.73519,1.93E+06,1.47E-01,3.96E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9815887,0.73585,1.93E+06,1.46E-01,3.92E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9816632,0.7363,1.92E+06,1.46E-01,3.90E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9817749,0.73696,1.92E+06,1.45E-01,3.87E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9818476,0.7374,1.91E+06,1.45E-01,3.84E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9819567,0.73805,1.91E+06,1.44E-01,3.81E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9820294,0.73849,1.90E+06,1.43E-01,3.79E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9821384,0.73914,1.90E+06,1.43E-01,3.76E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9822838,0.74002,1.89E+06,1.42E-01,3.72E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9823565,0.74046,1.88E+06,1.41E-01,3.69E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9824655,0.74113,1.88E+06,1.40E-01,3.66E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9825746,0.74179,1.87E+06,1.40E-01,3.63E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9826473,0.74224,1.87E+06,1.39E-01,3.61E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9827563,0.7429,1.86E+06,1.38E-01,3.58E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.982829,0.74335,1.85E+06,1.38E-01,3.56E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9829381,0.74403,1.85E+06,1.37E-01,3.53E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9830797,0.7449,1.84E+06,1.36E-01,3.48E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9832214,0.74579,1.83E+06,1.35E-01,3.44E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.983363,0.74667,1.82E+06,1.34E-01,3.40E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9834574,0.74726,1.82E+06,1.34E-01,3.38E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9835991,0.74816,1.81E+06,1.33E-01,3.34E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9837564,0.74916,1.80E+06,1.32E-01,3.29E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9838823,0.74996,1.79E+06,1.31E-01,3.26E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9839965,0.75069,1.78E+06,1.30E-01,3.23E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9840991,0.75135,1.78E+06,1.29E-01,3.20E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9842016,0.75201,1.77E+06,1.29E-01,3.17E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9843555,0.753,1.76E+06,1.28E-01,3.13E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.984458,0.75367,1.76E+06,1.27E-01,3.10E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9846119,0.75467,1.75E+06,1.26E-01,3.06E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9847657,0.75568,1.74E+06,1.25E-01,3.02E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9848825,0.75645,1.73E+06,1.24E-01,2.98E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9849992,0.75723,1.72E+06,1.23E-01,2.95E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9851742,0.75839,1.71E+06,1.22E-01,2.91E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9853493,0.75957,1.70E+06,1.21E-01,2.86E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.985466,0.76035,1.69E+06,1.20E-01,2.83E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9856411,0.76154,1.68E+06,1.19E-01,2.78E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9857538,0.76231,1.68E+06,1.18E-01,2.75E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9858626,0.76306,1.67E+06,1.18E-01,2.72E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9860258,0.76418,1.66E+06,1.16E-01,2.68E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9861346,0.76493,1.65E+06,1.16E-01,2.65E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9862978,0.76607,1.64E+06,1.15E-01,2.61E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9864065,0.76683,1.63E+06,1.14E-01,2.58E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9865697,0.76798,1.62E+06,1.13E-01,2.54E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9866712,0.7687,1.62E+06,1.12E-01,2.52E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9867727,0.76942,1.61E+06,1.11E-01,2.49E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9868742,0.77014,1.60E+06,1.11E-01,2.47E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9869757,0.77087,1.60E+06,1.10E-01,2.44E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9870772,0.7716,1.59E+06,1.09E-01,2.42E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9871787,0.77234,1.58E+06,1.09E-01,2.39E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9872802,0.77307,1.58E+06,1.08E-01,2.36E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9874765,0.77451,1.56E+06,1.07E-01,2.32E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.987666,0.77591,1.55E+06,1.05E-01,2.27E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9878556,0.77732,1.54E+06,1.04E-01,2.22E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9879504,0.77803,1.53E+06,1.03E-01,2.20E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.98814,0.77946,1.52E+06,1.02E-01,2.16E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9883172,0.7808,1.51E+06,1.01E-01,2.11E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9884943,0.78216,1.50E+06,9.96E-02,2.07E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9886715,0.78353,1.48E+06,9.84E-02,2.03E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9888487,0.78492,1.47E+06,9.72E-02,1.99E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9890146,0.78622,1.46E+06,9.61E-02,1.95E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9891804,0.78754,1.45E+06,9.49E-02,1.91E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9893463,0.78887,1.44E+06,9.38E-02,1.87E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9895121,0.79021,1.43E+06,9.27E-02,1.84E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9896657,0.79146,1.42E+06,9.16E-02,1.80E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9898194,0.79272,1.41E+06,9.05E-02,1.77E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.989973,0.79399,1.39E+06,8.95E-02,1.73E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9901267,0.79528,1.38E+06,8.84E-02,1.70E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9902707,0.79649,1.37E+06,8.74E-02,1.67E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9904147,0.79772,1.36E+06,8.64E-02,1.63E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9905586,0.79895,1.35E+06,8.54E-02,1.60E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9907026,0.8002,1.34E+06,8.44E-02,1.57E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9908377,0.80138,1.33E+06,8.35E-02,1.54E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9909727,0.80256,1.32E+06,8.25E-02,1.51E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9911077,0.80376,1.31E+06,8.16E-02,1.48E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9912427,0.80497,1.30E+06,8.06E-02,1.46E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9913694,0.80611,1.29E+06,7.97E-02,1.43E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.991496,0.80727,1.28E+06,7.88E-02,1.40E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9916227,0.80843,1.27E+06,7.79E-02,1.38E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9917494,0.8096,1.26E+06,7.70E-02,1.35E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9919872,0.81183,1.25E+06,7.54E-02,1.30E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.992225,0.8141,1.23E+06,7.37E-02,1.25E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9924483,0.81626,1.21E+06,7.21E-02,1.21E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9926715,0.81847,1.19E+06,7.05E-02,1.16E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9928813,0.82057,1.17E+06,6.89E-02,1.12E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9930911,0.82271,1.16E+06,6.74E-02,1.08E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9932882,0.82476,1.14E+06,6.60E-02,1.04E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9934853,0.82684,1.12E+06,6.45E-02,1.01E+13,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9936706,0.82882,1.11E+06,6.32E-02,9.70E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9938559,0.83085,1.09E+06,6.18E-02,9.35E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9940302,0.83278,1.08E+06,6.05E-02,9.02E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9942044,0.83475,1.06E+06,5.92E-02,8.70E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9943684,0.83663,1.05E+06,5.80E-02,8.40E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9945323,0.83854,1.03E+06,5.67E-02,8.11E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9946866,0.84037,1.02E+06,5.56E-02,7.83E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.994841,0.84223,1.00E+06,5.44E-02,7.56E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9949847,0.844,9.90E+05,5.33E-02,7.30E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9951285,0.84579,9.77E+05,5.22E-02,7.05E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9952639,0.84751,9.64E+05,5.11E-02,6.82E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9953993,0.84926,9.50E+05,5.01E-02,6.58E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9955269,0.85093,9.38E+05,4.91E-02,6.37E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9956545,0.85263,9.25E+05,4.81E-02,6.15E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9957748,0.85426,9.13E+05,4.71E-02,5.95E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.995895,0.85591,9.01E+05,4.62E-02,5.75E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9960084,0.8575,8.89E+05,4.52E-02,5.56E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9961218,0.85911,8.77E+05,4.43E-02,5.37E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9962286,0.86066,8.66E+05,4.35E-02,5.20E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9963355,0.86223,8.54E+05,4.26E-02,5.03E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9964363,0.86374,8.43E+05,4.18E-02,4.86E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9965371,0.86527,8.32E+05,4.09E-02,4.70E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9966322,0.86674,8.21E+05,4.01E-02,4.55E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9967272,0.86823,8.10E+05,3.93E-02,4.40E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9968169,0.86966,8.00E+05,3.86E-02,4.26E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9969066,0.87112,7.90E+05,3.78E-02,4.12E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9969912,0.87252,7.80E+05,3.71E-02,3.99E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9970758,0.87393,7.69E+05,3.64E-02,3.86E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9971557,0.8753,7.60E+05,3.57E-02,3.74E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9972355,0.87668,7.50E+05,3.50E-02,3.62E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9973109,0.87801,7.41E+05,3.43E-02,3.50E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9973863,0.87936,7.31E+05,3.36E-02,3.39E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9974568,0.88064,7.22E+05,3.30E-02,3.29E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9975272,0.88194,7.13E+05,3.24E-02,3.18E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9975937,0.88319,7.04E+05,3.18E-02,3.08E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9976603,0.88446,6.95E+05,3.12E-02,2.99E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9977232,0.88568,6.87E+05,3.06E-02,2.90E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.997786,0.88692,6.78E+05,3.00E-02,2.80E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9978454,0.88812,6.70E+05,2.95E-02,2.72E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.9979048,0.88933,6.61E+05,2.89E-02,2.63E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
0.997961,0.89049,6.53E+05,2.84E-02,2.55E+12,0.99891,0.7583,0.22905,1.01E-04,2.18E-03,6.31E-04,5.49E-03
