R/R_sun,T_6,log10(n_e/N_A),M/M_sun,X 7Be,pp nu frac,b8 nu frac,N13 frac,O15 frac,F17 frac,Be7 frac,pep frac,hep frac
0.20574,9.093,1.455,1.23E-03,2.29E-14,6.65E-04,2.99E-08,2.59E-04,7.32E-08,1.35E-07,2.00E-05,3.39E-04,1.33E-03
0.20615,9.08,1.453,1.23E-03,2.24E-14,6.59E-04,2.86E-08,2.50E-04,7.04E-08,1.30E-07,1.96E-05,3.34E-04,1.32E-03
0.20656,9.067,1.451,1.23E-03,2.20E-14,6.52E-04,2.73E-08,2.42E-04,6.78E-08,1.25E-07,1.92E-05,3.30E-04,1.32E-03
0.20697,9.055,1.449,1.23E-03,2.16E-14,6.45E-04,2.61E-08,2.34E-04,6.53E-08,1.20E-07,1.87E-05,3.25E-04,1.31E-03
0.20738,9.042,1.448,1.23E-03,2.12E-14,6.38E-04,2.50E-08,2.27E-04,6.28E-08,1.15E-07,1.83E-05,3.21E-04,1.30E-03
0.20779,9.029,1.446,1.23E-03,2.08E-14,6.32E-04,2.39E-08,2.19E-04,6.05E-08,1.10E-07,1.79E-05,3.16E-04,1.29E-03
0.2082,9.016,1.444,1.23E-03,2.04E-14,6.25E-04,2.28E-08,2.12E-04,5.82E-08,1.06E-07,1.75E-05,3.12E-04,1.28E-03
0.20861,9.004,1.442,1.23E-03,2.00E-14,6.19E-04,2.18E-08,2.05E-04,5.61E-08,1.02E-07,1.71E-05,3.08E-04,1.27E-03
0.20902,8.991,1.441,1.23E-03,1.96E-14,6.12E-04,2.08E-08,1.99E-04,5.40E-08,9.77E-08,1.67E-05,3.03E-04,1.27E-03
0.20943,8.978,1.439,1.23E-03,1.93E-14,6.06E-04,1.99E-08,1.92E-04,5.20E-08,9.38E-08,1.64E-05,2.99E-04,1.26E-03
0.20984,8.966,1.437,1.23E-03,1.89E-14,6.00E-04,1.90E-08,1.86E-04,5.00E-08,9.00E-08,1.60E-05,2.95E-04,1.25E-03
0.21025,8.953,1.435,1.23E-03,1.85E-14,5.93E-04,1.82E-08,1.80E-04,4.82E-08,8.64E-08,1.57E-05,2.91E-04,1.24E-03
0.21066,8.941,1.434,1.23E-03,1.82E-14,5.87E-04,1.74E-08,1.74E-04,4.64E-08,8.30E-08,1.53E-05,2.87E-04,1.23E-03
0.21107,8.928,1.432,1.23E-03,1.79E-14,5.81E-04,1.66E-08,1.68E-04,4.47E-08,7.97E-08,1.50E-05,2.83E-04,1.23E-03
0.21148,8.916,1.43,1.23E-03,1.75E-14,5.75E-04,1.59E-08,1.63E-04,4.30E-08,7.65E-08,1.46E-05,2.79E-04,1.22E-03
0.21189,8.903,1.429,1.23E-03,1.72E-14,5.69E-04,1.52E-08,1.57E-04,4.14E-08,7.34E-08,1.43E-05,2.75E-04,1.21E-03
0.2123,8.891,1.427,1.23E-03,1.69E-14,5.63E-04,1.45E-08,1.52E-04,3.99E-08,7.05E-08,1.40E-05,2.71E-04,1.20E-03
0.2127,8.878,1.425,1.23E-03,1.66E-14,5.57E-04,1.39E-08,1.47E-04,3.84E-08,6.77E-08,1.37E-05,2.67E-04,1.19E-03
0.21311,8.866,1.423,1.23E-03,1.62E-14,5.51E-04,1.33E-08,1.42E-04,3.70E-08,6.49E-08,1.34E-05,2.63E-04,1.19E-03
0.21352,8.853,1.422,1.23E-03,1.59E-14,5.45E-04,1.27E-08,1.37E-04,3.56E-08,6.23E-08,1.31E-05,2.60E-04,1.18E-03
0.21393,8.841,1.42,1.23E-03,1.56E-14,5.39E-04,1.21E-08,1.33E-04,3.43E-08,5.98E-08,1.28E-05,2.56E-04,1.17E-03
0.21434,8.828,1.418,1.23E-03,1.53E-14,5.33E-04,1.16E-08,1.29E-04,3.30E-08,5.74E-08,1.25E-05,2.52E-04,1.16E-03
0.21475,8.816,1.416,1.23E-03,1.50E-14,5.28E-04,1.11E-08,1.24E-04,3.17E-08,5.51E-08,1.22E-05,2.49E-04,1.15E-03
0.21516,8.804,1.415,1.23E-03,1.48E-14,5.22E-04,1.06E-08,1.20E-04,3.06E-08,5.29E-08,1.19E-05,2.45E-04,1.15E-03
0.21557,8.791,1.413,1.23E-03,1.45E-14,5.16E-04,1.01E-08,1.16E-04,2.94E-08,5.08E-08,1.17E-05,2.42E-04,1.14E-03
0.21598,8.779,1.411,1.23E-03,1.42E-14,5.11E-04,9.64E-09,1.12E-04,2.83E-08,4.87E-08,1.14E-05,2.38E-04,1.13E-03
0.21639,8.767,1.409,1.23E-03,1.39E-14,5.05E-04,9.21E-09,1.09E-04,2.73E-08,4.68E-08,1.11E-05,2.35E-04,1.12E-03
0.2168,8.755,1.407,1.23E-03,1.37E-14,5.00E-04,8.80E-09,1.05E-04,2.63E-08,4.49E-08,1.09E-05,2.32E-04,1.12E-03
0.21721,8.742,1.406,1.23E-03,1.34E-14,4.94E-04,8.41E-09,1.01E-04,2.53E-08,4.31E-08,1.06E-05,2.28E-04,1.11E-03
0.21762,8.73,1.404,1.23E-03,1.32E-14,4.89E-04,8.04E-09,9.79E-05,2.43E-08,4.13E-08,1.04E-05,2.25E-04,1.10E-03
0.21803,8.718,1.402,1.23E-03,1.29E-14,4.84E-04,7.68E-09,9.47E-05,2.34E-08,3.97E-08,1.02E-05,2.22E-04,1.09E-03
0.21844,8.706,1.4,1.22E-03,1.27E-14,4.79E-04,7.34E-09,9.15E-05,2.26E-08,3.81E-08,9.94E-06,2.19E-04,1.09E-03
0.21885,8.694,1.399,1.22E-03,1.25E-14,4.73E-04,7.01E-09,8.84E-05,2.17E-08,3.65E-08,9.72E-06,2.15E-04,1.08E-03
0.21926,8.682,1.397,1.22E-03,1.22E-14,4.68E-04,6.70E-09,8.54E-05,2.09E-08,3.51E-08,9.50E-06,2.12E-04,1.07E-03
0.21967,8.67,1.395,1.22E-03,1.20E-14,4.63E-04,6.40E-09,8.26E-05,2.01E-08,3.36E-08,9.28E-06,2.09E-04,1.06E-03
0.22008,8.657,1.393,1.22E-03,1.18E-14,4.58E-04,6.11E-09,7.98E-05,1.94E-08,3.23E-08,9.07E-06,2.06E-04,1.06E-03
0.22049,8.645,1.391,1.22E-03,1.15E-14,4.53E-04,5.84E-09,7.71E-05,1.86E-08,3.10E-08,8.87E-06,2.03E-04,1.05E-03
0.2209,8.633,1.39,1.22E-03,1.13E-14,4.48E-04,5.58E-09,7.45E-05,1.79E-08,2.97E-08,8.67E-06,2.00E-04,1.04E-03
0.22131,8.621,1.388,1.22E-03,1.11E-14,4.43E-04,5.33E-09,7.20E-05,1.73E-08,2.85E-08,8.47E-06,1.97E-04,1.03E-03
0.22172,8.609,1.386,1.22E-03,1.09E-14,4.38E-04,5.10E-09,6.96E-05,1.66E-08,2.74E-08,8.28E-06,1.94E-04,1.03E-03
0.22213,8.597,1.384,1.22E-03,1.07E-14,4.33E-04,4.87E-09,6.72E-05,1.60E-08,2.63E-08,8.10E-06,1.92E-04,1.02E-03
0.22254,8.585,1.383,1.22E-03,1.05E-14,4.29E-04,4.65E-09,6.50E-05,1.54E-08,2.52E-08,7.91E-06,1.89E-04,1.01E-03
0.22295,8.573,1.381,1.22E-03,1.03E-14,4.24E-04,4.44E-09,6.28E-05,1.48E-08,2.42E-08,7.73E-06,1.86E-04,1.01E-03
0.22336,8.562,1.379,1.22E-03,1.01E-14,4.19E-04,4.24E-09,6.06E-05,1.43E-08,2.32E-08,7.56E-06,1.83E-04,9.98E-04
0.22377,8.55,1.377,1.22E-03,9.93E-15,4.14E-04,4.05E-09,5.86E-05,1.37E-08,2.23E-08,7.39E-06,1.81E-04,9.91E-04
0.22418,8.538,1.375,1.22E-03,9.75E-15,4.10E-04,3.87E-09,5.66E-05,1.32E-08,2.14E-08,7.22E-06,1.78E-04,9.84E-04
0.22459,8.526,1.374,1.22E-03,9.57E-15,4.05E-04,3.70E-09,5.47E-05,1.27E-08,2.05E-08,7.06E-06,1.75E-04,9.77E-04
0.225,8.514,1.372,1.21E-03,9.39E-15,4.01E-04,3.54E-09,5.28E-05,1.23E-08,1.97E-08,6.90E-06,1.73E-04,9.71E-04
0.22541,8.502,1.37,1.21E-03,9.21E-15,3.96E-04,3.38E-09,5.10E-05,1.18E-08,1.89E-08,6.74E-06,1.70E-04,9.64E-04
0.22582,8.491,1.368,1.21E-03,9.04E-15,3.92E-04,3.22E-09,4.93E-05,1.14E-08,1.81E-08,6.59E-06,1.68E-04,9.57E-04
0.22623,8.479,1.366,1.21E-03,8.86E-15,3.88E-04,3.08E-09,4.76E-05,1.09E-08,1.73E-08,6.44E-06,1.65E-04,9.50E-04
0.22664,8.467,1.365,1.21E-03,8.71E-15,3.83E-04,2.94E-09,4.60E-05,1.05E-08,1.66E-08,6.29E-06,1.63E-04,9.44E-04
0.22705,8.455,1.363,1.21E-03,8.55E-15,3.79E-04,2.81E-09,4.44E-05,1.01E-08,1.60E-08,6.15E-06,1.60E-04,9.37E-04
0.22746,8.444,1.361,1.21E-03,8.39E-15,3.75E-04,2.69E-09,4.29E-05,9.74E-09,1.53E-08,6.01E-06,1.58E-04,9.30E-04
0.22787,8.432,1.359,1.21E-03,8.23E-15,3.70E-04,2.56E-09,4.14E-05,9.37E-09,1.47E-08,5.87E-06,1.56E-04,9.24E-04
0.22828,8.42,1.357,1.21E-03,8.07E-15,3.66E-04,2.45E-09,4.00E-05,9.02E-09,1.41E-08,5.74E-06,1.53E-04,9.17E-04
0.22869,8.409,1.356,1.21E-03,7.92E-15,3.62E-04,2.34E-09,3.87E-05,8.68E-09,1.35E-08,5.61E-06,1.51E-04,9.11E-04
0.2291,8.397,1.354,1.21E-03,7.78E-15,3.58E-04,2.24E-09,3.73E-05,8.35E-09,1.30E-08,5.48E-06,1.49E-04,9.04E-04
0.22951,8.386,1.352,1.21E-03,7.63E-15,3.54E-04,2.14E-09,3.61E-05,8.04E-09,1.24E-08,5.36E-06,1.46E-04,8.98E-04
0.22992,8.374,1.35,1.21E-03,7.49E-15,3.50E-04,2.04E-09,3.48E-05,7.73E-09,1.19E-08,5.24E-06,1.44E-04,8.91E-04
0.23033,8.362,1.348,1.20E-03,7.35E-15,3.46E-04,1.95E-09,3.36E-05,7.44E-09,1.14E-08,5.12E-06,1.42E-04,8.85E-04
0.23074,8.351,1.346,1.20E-03,7.22E-15,3.42E-04,1.86E-09,3.25E-05,7.16E-09,1.10E-08,5.00E-06,1.40E-04,8.79E-04
0.23115,8.339,1.345,1.20E-03,7.08E-15,3.38E-04,1.78E-09,3.14E-05,6.89E-09,1.05E-08,4.89E-06,1.38E-04,8.72E-04
0.23156,8.328,1.343,1.20E-03,6.95E-15,3.34E-04,1.70E-09,3.03E-05,6.63E-09,1.01E-08,4.78E-06,1.36E-04,8.66E-04
0.23197,8.316,1.341,1.20E-03,6.82E-15,3.30E-04,1.62E-09,2.92E-05,6.38E-09,9.68E-09,4.67E-06,1.34E-04,8.60E-04
0.23238,8.305,1.339,1.20E-03,6.70E-15,3.27E-04,1.55E-09,2.82E-05,6.14E-09,9.28E-09,4.56E-06,1.32E-04,8.54E-04
0.23279,8.294,1.337,1.20E-03,6.57E-15,3.23E-04,1.48E-09,2.73E-05,5.91E-09,8.90E-09,4.46E-06,1.30E-04,8.48E-04
0.2332,8.282,1.336,1.20E-03,6.45E-15,3.19E-04,1.41E-09,2.63E-05,5.68E-09,8.54E-09,4.36E-06,1.28E-04,8.41E-04
0.23361,8.271,1.334,1.20E-03,6.33E-15,3.16E-04,1.35E-09,2.54E-05,5.47E-09,8.19E-09,4.26E-06,1.26E-04,8.35E-04
0.23402,8.259,1.332,1.20E-03,6.21E-15,3.12E-04,1.29E-09,2.46E-05,5.26E-09,7.85E-09,4.16E-06,1.24E-04,8.29E-04
0.23443,8.248,1.33,1.20E-03,6.10E-15,3.08E-04,1.23E-09,2.37E-05,5.06E-09,7.53E-09,4.07E-06,1.22E-04,8.23E-04
0.23484,8.237,1.328,1.19E-03,5.99E-15,3.05E-04,1.18E-09,2.29E-05,4.87E-09,7.22E-09,3.98E-06,1.20E-04,8.17E-04
0.23525,8.226,1.326,1.19E-03,5.87E-15,3.01E-04,1.12E-09,2.21E-05,4.69E-09,6.92E-09,3.89E-06,1.18E-04,8.12E-04
0.23566,8.214,1.324,1.19E-03,5.77E-15,2.98E-04,1.07E-09,2.13E-05,4.51E-09,6.64E-09,3.80E-06,1.17E-04,8.06E-04
0.23607,8.203,1.323,1.19E-03,5.66E-15,2.94E-04,1.03E-09,2.06E-05,4.34E-09,6.37E-09,3.71E-06,1.15E-04,8.00E-04
0.23648,8.192,1.321,1.19E-03,5.56E-15,2.91E-04,9.79E-10,1.99E-05,4.18E-09,6.11E-09,3.63E-06,1.13E-04,7.94E-04
0.23689,8.181,1.319,1.19E-03,5.46E-15,2.88E-04,9.35E-10,1.92E-05,4.02E-09,5.85E-09,3.54E-06,1.11E-04,7.88E-04
0.2373,8.169,1.317,1.19E-03,5.36E-15,2.84E-04,8.94E-10,1.86E-05,3.87E-09,5.62E-09,3.46E-06,1.10E-04,7.83E-04
0.2377,8.158,1.315,1.19E-03,5.26E-15,2.81E-04,8.54E-10,1.79E-05,3.72E-09,5.39E-09,3.39E-06,1.08E-04,7.77E-04
0.23811,8.147,1.313,1.19E-03,5.17E-15,2.78E-04,8.16E-10,1.73E-05,3.58E-09,5.17E-09,3.31E-06,1.06E-04,7.71E-04
0.23852,8.136,1.312,1.19E-03,5.07E-15,2.74E-04,7.79E-10,1.67E-05,3.44E-09,4.95E-09,3.23E-06,1.05E-04,7.66E-04
0.23893,8.125,1.31,1.18E-03,4.98E-15,2.71E-04,7.44E-10,1.61E-05,3.31E-09,4.75E-09,3.16E-06,1.03E-04,7.60E-04
0.23934,8.114,1.308,1.18E-03,4.88E-15,2.68E-04,7.10E-10,1.56E-05,3.19E-09,4.55E-09,3.09E-06,1.01E-04,7.55E-04
0.23975,8.103,1.306,1.18E-03,4.80E-15,2.65E-04,6.78E-10,1.50E-05,3.06E-09,4.37E-09,3.02E-06,9.98E-05,7.49E-04
0.24016,8.092,1.304,1.18E-03,4.71E-15,2.62E-04,6.48E-10,1.45E-05,2.95E-09,4.19E-09,2.95E-06,9.83E-05,7.44E-04
0.24057,8.081,1.302,1.18E-03,4.63E-15,2.59E-04,6.19E-10,1.40E-05,2.84E-09,4.01E-09,2.88E-06,9.68E-05,7.39E-04
0.24098,8.07,1.3,1.18E-03,4.54E-15,2.56E-04,5.91E-10,1.35E-05,2.73E-09,3.85E-09,2.82E-06,9.53E-05,7.33E-04
0.24139,8.059,1.299,1.18E-03,4.46E-15,2.53E-04,5.65E-10,1.30E-05,2.62E-09,3.69E-09,2.75E-06,9.38E-05,7.28E-04
0.2418,8.048,1.297,1.18E-03,4.37E-15,2.50E-04,5.39E-10,1.26E-05,2.52E-09,3.54E-09,2.69E-06,9.23E-05,7.23E-04
0.24221,8.037,1.295,1.18E-03,4.29E-15,2.47E-04,5.15E-10,1.22E-05,2.43E-09,3.39E-09,2.63E-06,9.09E-05,7.17E-04
0.24262,8.026,1.293,1.17E-03,4.22E-15,2.44E-04,4.92E-10,1.17E-05,2.34E-09,3.25E-09,2.57E-06,8.95E-05,7.12E-04
0.24303,8.015,1.291,1.17E-03,4.14E-15,2.41E-04,4.70E-10,1.13E-05,2.25E-09,3.12E-09,2.51E-06,8.81E-05,7.07E-04
0.24344,8.004,1.289,1.17E-03,4.06E-15,2.38E-04,4.49E-10,1.09E-05,2.16E-09,2.99E-09,2.45E-06,8.67E-05,7.02E-04
0.24385,7.993,1.287,1.17E-03,3.99E-15,2.35E-04,4.29E-10,1.05E-05,2.08E-09,2.86E-09,2.40E-06,8.54E-05,6.97E-04
0.24426,7.982,1.286,1.17E-03,3.92E-15,2.33E-04,4.10E-10,1.02E-05,2.00E-09,2.75E-09,2.34E-06,8.40E-05,6.92E-04
0.24467,7.971,1.284,1.17E-03,3.85E-15,2.30E-04,3.91E-10,9.82E-06,1.92E-09,2.63E-09,2.29E-06,8.27E-05,6.87E-04
0.24508,7.961,1.282,1.17E-03,3.78E-15,2.27E-04,3.74E-10,9.48E-06,1.85E-09,2.52E-09,2.24E-06,8.14E-05,6.82E-04
0.24549,7.95,1.28,1.17E-03,3.71E-15,2.24E-04,3.57E-10,9.15E-06,1.78E-09,2.42E-09,2.19E-06,8.02E-05,6.77E-04
0.2459,7.939,1.278,1.17E-03,3.64E-15,2.22E-04,3.41E-10,8.83E-06,1.71E-09,2.32E-09,2.14E-06,7.89E-05,6.72E-04
0.24631,7.928,1.276,1.16E-03,3.58E-15,2.19E-04,3.26E-10,8.52E-06,1.65E-09,2.22E-09,2.09E-06,7.77E-05,6.67E-04
0.24672,7.918,1.274,1.16E-03,3.51E-15,2.16E-04,3.11E-10,8.23E-06,1.58E-09,2.13E-09,2.04E-06,7.65E-05,6.62E-04
0.24713,7.907,1.272,1.16E-03,3.45E-15,2.14E-04,2.97E-10,7.94E-06,1.52E-09,2.04E-09,2.00E-06,7.52E-05,6.57E-04
0.24754,7.896,1.271,1.16E-03,3.39E-15,2.11E-04,2.84E-10,7.66E-06,1.47E-09,1.96E-09,1.95E-06,7.41E-05,6.52E-04
0.24795,7.886,1.269,1.16E-03,3.32E-15,2.09E-04,2.71E-10,7.40E-06,1.41E-09,1.88E-09,1.91E-06,7.29E-05,6.47E-04
0.24836,7.875,1.267,1.16E-03,3.26E-15,2.06E-04,2.59E-10,7.14E-06,1.36E-09,1.80E-09,1.86E-06,7.17E-05,6.42E-04
0.24877,7.864,1.265,1.16E-03,3.20E-15,2.04E-04,2.47E-10,6.89E-06,1.30E-09,1.73E-09,1.82E-06,7.06E-05,6.38E-04
0.24918,7.854,1.263,1.16E-03,3.15E-15,2.01E-04,2.36E-10,6.65E-06,1.25E-09,1.65E-09,1.78E-06,6.95E-05,6.33E-04
0.24959,7.843,1.261,1.15E-03,3.09E-15,1.99E-04,2.25E-10,6.42E-06,1.21E-09,1.59E-09,1.74E-06,6.84E-05,6.28E-04
0.25,7.833,1.259,1.15E-03,3.03E-15,1.96E-04,2.15E-10,6.19E-06,1.16E-09,1.52E-09,1.70E-06,6.73E-05,6.23E-04
0.25041,7.822,1.257,1.15E-03,2.98E-15,1.94E-04,2.05E-10,5.97E-06,1.12E-09,1.46E-09,1.66E-06,6.63E-05,6.19E-04
0.25082,7.811,1.256,1.15E-03,2.92E-15,1.92E-04,1.96E-10,5.77E-06,1.07E-09,1.40E-09,1.62E-06,6.52E-05,6.14E-04
0.25123,7.801,1.254,1.15E-03,2.87E-15,1.89E-04,1.87E-10,5.56E-06,1.03E-09,1.34E-09,1.58E-06,6.42E-05,6.09E-04
0.25164,7.79,1.252,1.15E-03,2.82E-15,1.87E-04,1.79E-10,5.37E-06,9.92E-10,1.28E-09,1.55E-06,6.31E-05,6.04E-04
0.25205,7.78,1.25,1.15E-03,2.77E-15,1.85E-04,1.71E-10,5.18E-06,9.54E-10,1.23E-09,1.51E-06,6.21E-05,6.00E-04
0.25246,7.77,1.248,1.14E-03,2.72E-15,1.83E-04,1.63E-10,5.00E-06,9.18E-10,1.18E-09,1.48E-06,6.12E-05,5.95E-04
0.25287,7.759,1.246,1.14E-03,2.67E-15,1.80E-04,1.56E-10,4.83E-06,8.83E-10,1.13E-09,1.44E-06,6.02E-05,5.90E-04
0.25328,7.749,1.244,1.14E-03,2.62E-15,1.78E-04,1.49E-10,4.66E-06,8.50E-10,1.08E-09,1.41E-06,5.92E-05,5.86E-04
0.25369,7.738,1.242,1.14E-03,2.57E-15,1.76E-04,1.42E-10,4.50E-06,8.17E-10,1.04E-09,1.38E-06,5.83E-05,5.81E-04
0.2541,7.728,1.24,1.14E-03,2.53E-15,1.74E-04,1.36E-10,4.34E-06,7.86E-10,9.97E-10,1.34E-06,5.73E-05,5.76E-04
0.25451,7.718,1.238,1.14E-03,2.48E-15,1.72E-04,1.30E-10,4.19E-06,7.55E-10,9.55E-10,1.31E-06,5.64E-05,5.72E-04
0.25492,7.707,1.237,1.14E-03,2.43E-15,1.70E-04,1.24E-10,4.04E-06,7.26E-10,9.15E-10,1.28E-06,5.55E-05,5.67E-04
0.25533,7.697,1.235,1.14E-03,2.38E-15,1.68E-04,1.18E-10,3.90E-06,6.98E-10,8.76E-10,1.25E-06,5.46E-05,5.62E-04
0.25574,7.687,1.233,1.13E-03,2.34E-15,1.66E-04,1.12E-10,3.76E-06,6.71E-10,8.39E-10,1.22E-06,5.38E-05,5.58E-04
0.25615,7.676,1.231,1.13E-03,2.29E-15,1.64E-04,1.07E-10,3.63E-06,6.46E-10,8.05E-10,1.19E-06,5.29E-05,5.53E-04
0.25656,7.666,1.229,1.13E-03,2.25E-15,1.62E-04,1.02E-10,3.50E-06,6.21E-10,7.72E-10,1.16E-06,5.20E-05,5.48E-04
0.25697,7.656,1.227,1.13E-03,2.21E-15,1.60E-04,9.78E-11,3.38E-06,5.97E-10,7.40E-10,1.14E-06,5.12E-05,5.44E-04
0.25738,7.646,1.225,1.13E-03,2.17E-15,1.58E-04,9.33E-11,3.26E-06,5.75E-10,7.10E-10,1.11E-06,5.04E-05,5.39E-04
0.25779,7.635,1.223,1.13E-03,2.13E-15,1.56E-04,8.90E-11,3.15E-06,5.52E-10,6.80E-10,1.08E-06,4.96E-05,5.34E-04
0.2582,7.625,1.221,1.13E-03,2.09E-15,1.54E-04,8.48E-11,3.03E-06,5.31E-10,6.51E-10,1.06E-06,4.88E-05,5.29E-04
0.25861,7.615,1.219,1.12E-03,2.05E-15,1.52E-04,8.08E-11,2.93E-06,5.10E-10,6.24E-10,1.03E-06,4.80E-05,5.24E-04
0.25902,7.605,1.217,1.12E-03,2.00E-15,1.50E-04,7.70E-11,2.82E-06,4.91E-10,5.98E-10,1.01E-06,4.72E-05,5.20E-04
0.25943,7.595,1.216,1.12E-03,1.96E-15,1.48E-04,7.33E-11,2.72E-06,4.71E-10,5.72E-10,9.80E-07,4.65E-05,5.15E-04
0.25984,7.585,1.214,1.12E-03,1.93E-15,1.46E-04,7.00E-11,2.63E-06,4.54E-10,5.49E-10,9.56E-07,4.57E-05,5.10E-04
0.26025,7.575,1.212,1.12E-03,1.89E-15,1.45E-04,6.68E-11,2.54E-06,4.37E-10,5.27E-10,9.33E-07,4.50E-05,5.05E-04
0.26066,7.565,1.21,1.12E-03,1.85E-15,1.43E-04,6.37E-11,2.45E-06,4.20E-10,5.05E-10,9.09E-07,4.42E-05,5.00E-04
0.26107,7.555,1.208,1.12E-03,1.82E-15,1.41E-04,6.07E-11,2.36E-06,4.04E-10,4.84E-10,8.86E-07,4.35E-05,4.95E-04
0.26148,7.545,1.206,1.11E-03,1.78E-15,1.39E-04,5.78E-11,2.28E-06,3.88E-10,4.64E-10,8.64E-07,4.28E-05,4.90E-04
0.26189,7.534,1.204,1.11E-03,1.74E-15,1.38E-04,5.50E-11,2.20E-06,3.73E-10,4.44E-10,8.42E-07,4.21E-05,4.85E-04
0.2623,7.525,1.202,1.11E-03,1.71E-15,1.36E-04,5.24E-11,2.12E-06,3.59E-10,4.25E-10,8.20E-07,4.14E-05,4.80E-04
0.2627,7.515,1.2,1.11E-03,1.67E-15,1.34E-04,4.98E-11,2.04E-06,3.45E-10,4.07E-10,7.99E-07,4.07E-05,4.75E-04
0.26311,7.505,1.198,1.11E-03,1.63E-15,1.33E-04,4.74E-11,1.97E-06,3.31E-10,3.90E-10,7.79E-07,4.01E-05,4.70E-04
0.26352,7.495,1.196,1.11E-03,1.60E-15,1.31E-04,4.51E-11,1.90E-06,3.19E-10,3.74E-10,7.58E-07,3.94E-05,4.65E-04
0.26393,7.485,1.194,1.10E-03,1.57E-15,1.29E-04,4.30E-11,1.84E-06,3.07E-10,3.59E-10,7.38E-07,3.88E-05,4.60E-04
0.26434,7.475,1.193,1.10E-03,1.53E-15,1.28E-04,4.10E-11,1.77E-06,2.95E-10,3.44E-10,7.19E-07,3.82E-05,4.54E-04
0.26475,7.465,1.191,1.10E-03,1.50E-15,1.26E-04,3.90E-11,1.71E-06,2.84E-10,3.30E-10,7.00E-07,3.75E-05,4.49E-04
0.26516,7.455,1.189,1.10E-03,1.47E-15,1.25E-04,3.71E-11,1.65E-06,2.73E-10,3.16E-10,6.81E-07,3.69E-05,4.44E-04
0.26557,7.445,1.187,1.10E-03,1.44E-15,1.23E-04,3.52E-11,1.59E-06,2.62E-10,3.03E-10,6.62E-07,3.63E-05,4.39E-04
0.26598,7.435,1.185,1.10E-03,1.40E-15,1.21E-04,3.35E-11,1.53E-06,2.52E-10,2.90E-10,6.44E-07,3.57E-05,4.33E-04
0.26639,7.426,1.183,1.10E-03,1.37E-15,1.20E-04,3.18E-11,1.48E-06,2.42E-10,2.78E-10,6.26E-07,3.51E-05,4.28E-04
0.2668,7.416,1.181,1.09E-03,1.34E-15,1.18E-04,3.02E-11,1.43E-06,2.32E-10,2.66E-10,6.09E-07,3.46E-05,4.22E-04
0.26721,7.406,1.179,1.09E-03,1.31E-15,1.17E-04,2.87E-11,1.38E-06,2.24E-10,2.55E-10,5.92E-07,3.40E-05,4.17E-04
0.26762,7.396,1.177,1.09E-03,1.28E-15,1.16E-04,2.73E-11,1.33E-06,2.15E-10,2.44E-10,5.75E-07,3.34E-05,4.12E-04
0.26803,7.387,1.175,1.09E-03,1.25E-15,1.14E-04,2.59E-11,1.28E-06,2.07E-10,2.34E-10,5.59E-07,3.29E-05,4.06E-04
0.26844,7.377,1.173,1.09E-03,1.22E-15,1.13E-04,2.46E-11,1.24E-06,1.99E-10,2.25E-10,5.43E-07,3.24E-05,4.01E-04
0.26885,7.367,1.171,1.09E-03,1.19E-15,1.11E-04,2.34E-11,1.19E-06,1.91E-10,2.15E-10,5.27E-07,3.18E-05,3.95E-04
0.26926,7.357,1.169,1.08E-03,1.17E-15,1.10E-04,2.22E-11,1.15E-06,1.84E-10,2.06E-10,5.12E-07,3.13E-05,3.89E-04
0.26967,7.348,1.167,1.08E-03,1.14E-15,1.08E-04,2.10E-11,1.11E-06,1.77E-10,1.97E-10,4.97E-07,3.08E-05,3.84E-04
0.27008,7.338,1.165,1.08E-03,1.11E-15,1.07E-04,1.99E-11,1.07E-06,1.70E-10,1.89E-10,4.82E-07,3.03E-05,3.78E-04
0.27049,7.329,1.163,1.08E-03,1.08E-15,1.06E-04,1.89E-11,1.03E-06,1.63E-10,1.81E-10,4.68E-07,2.98E-05,3.73E-04
0.2709,7.319,1.162,1.08E-03,1.05E-15,1.04E-04,1.79E-11,9.95E-07,1.57E-10,1.73E-10,4.54E-07,2.93E-05,3.67E-04
0.27131,7.309,1.16,1.08E-03,1.03E-15,1.03E-04,1.70E-11,9.61E-07,1.51E-10,1.66E-10,4.40E-07,2.88E-05,3.62E-04
0.27172,7.3,1.158,1.08E-03,1.00E-15,1.02E-04,1.61E-11,9.27E-07,1.45E-10,1.59E-10,4.27E-07,2.83E-05,3.56E-04
0.27213,7.29,1.156,1.07E-03,9.77E-16,1.01E-04,1.53E-11,8.95E-07,1.40E-10,1.53E-10,4.14E-07,2.79E-05,3.50E-04
0.27254,7.281,1.154,1.07E-03,9.53E-16,9.92E-05,1.45E-11,8.63E-07,1.34E-10,1.47E-10,4.01E-07,2.74E-05,3.45E-04
0.27295,7.271,1.152,1.07E-03,9.28E-16,9.80E-05,1.37E-11,8.32E-07,1.29E-10,1.40E-10,3.88E-07,2.69E-05,3.39E-04
0.27336,7.262,1.15,1.07E-03,9.04E-16,9.67E-05,1.30E-11,8.03E-07,1.24E-10,1.34E-10,3.76E-07,2.65E-05,3.33E-04
0.27377,7.252,1.148,1.07E-03,8.79E-16,9.55E-05,1.23E-11,7.74E-07,1.19E-10,1.29E-10,3.64E-07,2.61E-05,3.28E-04
