m,r,T,rho,P,l,X,Y,He3,C12,N14,O16,n_e,7Be,nu pp,nu B8,nu N13,nu O15,nu F17,nu Be7,nu pep,nu hep
0.9773738,0.71235,2150000,0.177,5.27E+13,0.99892,0.75062,0.23623,0.000104,0.00227,0.000656,0.0057,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9774212,0.71259,2150000,0.177,5.25E+13,0.99892,0.75072,0.23613,0.000104,0.00227,0.000655,0.0057,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9774685,0.71284,2150000,0.176,5.24E+13,0.99892,0.75083,0.23603,0.000104,0.00227,0.000655,0.0057,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9775158,0.71309,2150000,0.176,5.22E+13,0.99892,0.75094,0.23592,0.000104,0.00227,0.000655,0.00569,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9775631,0.71334,2140000,0.175,5.20E+13,0.99892,0.75105,0.23582,0.000104,0.00226,0.000654,0.00569,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9776105,0.71359,2140000,0.175,5.19E+13,0.99892,0.75116,0.23572,0.000104,0.00226,0.000654,0.00569,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9776578,0.71384,2140000,0.175,5.17E+13,0.99892,0.75128,0.23561,0.000104,0.00226,0.000654,0.00568,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9777051,0.71409,2140000,0.174,5.16E+13,0.99892,0.75139,0.23551,0.000104,0.00226,0.000653,0.00568,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9777525,0.71434,2130000,0.174,5.14E+13,0.99892,0.7515,0.2354,0.000104,0.00226,0.000653,0.00568,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9777998,0.71459,2130000,0.174,5.13E+13,0.99892,0.75161,0.2353,0.000104,0.00226,0.000652,0.00568,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9778471,0.71484,2130000,0.173,5.11E+13,0.99892,0.75173,0.23519,0.000104,0.00226,0.000652,0.00567,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9778944,0.71509,2130000,0.173,5.09E+13,0.99892,0.75184,0.23509,0.000104,0.00226,0.000652,0.00567,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9779381,0.71532,2130000,0.172,5.08E+13,0.99892,0.75194,0.23499,0.000104,0.00225,0.000651,0.00567,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9779817,0.71556,2120000,0.172,5.06E+13,0.99892,0.75205,0.23489,0.000103,0.00225,0.000651,0.00566,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9780253,0.71579,2120000,0.172,5.05E+13,0.99892,0.75216,0.23479,0.000103,0.00225,0.000651,0.00566,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.978069,0.71602,2120000,0.171,5.04E+13,0.99892,0.75226,0.23469,0.000103,0.00225,0.00065,0.00566,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9781126,0.71626,2120000,0.171,5.02E+13,0.99892,0.75237,0.23459,0.000103,0.00225,0.00065,0.00565,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9781563,0.71649,2120000,0.171,5.01E+13,0.99892,0.75248,0.23449,0.000103,0.00225,0.00065,0.00565,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9781999,0.71672,2110000,0.17,4.99E+13,0.99892,0.75259,0.23439,0.000103,0.00225,0.000649,0.00565,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9782435,0.71696,2110000,0.17,4.98E+13,0.99892,0.75269,0.23429,0.000103,0.00225,0.000649,0.00564,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9782872,0.71719,2110000,0.17,4.96E+13,0.99892,0.7528,0.23419,0.000103,0.00225,0.000649,0.00564,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9783308,0.71743,2110000,0.169,4.95E+13,0.99892,0.75291,0.23408,0.000103,0.00224,0.000648,0.00564,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9783744,0.71766,2100000,0.169,4.93E+13,0.99892,0.75302,0.23398,0.000103,0.00224,0.000648,0.00564,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9784181,0.7179,2100000,0.169,4.92E+13,0.99892,0.75313,0.23388,0.000103,0.00224,0.000648,0.00563,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9784617,0.71813,2100000,0.168,4.90E+13,0.99892,0.75324,0.23378,0.000103,0.00224,0.000647,0.00563,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9785054,0.71837,2100000,0.168,4.89E+13,0.99892,0.75335,0.23367,0.000103,0.00224,0.000647,0.00563,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.978549,0.71861,2100000,0.168,4.88E+13,0.99892,0.75346,0.23357,0.000103,0.00224,0.000647,0.00562,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9785926,0.71884,2090000,0.167,4.86E+13,0.99892,0.75358,0.23346,0.000103,0.00224,0.000646,0.00562,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9786363,0.71908,2090000,0.167,4.85E+13,0.99892,0.75369,0.23336,0.000103,0.00224,0.000646,0.00562,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9786799,0.71932,2090000,0.167,4.83E+13,0.99892,0.7538,0.23325,0.000103,0.00223,0.000645,0.00561,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9787235,0.71955,2090000,0.166,4.82E+13,0.99892,0.75391,0.23315,0.000103,0.00223,0.000645,0.00561,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9787672,0.71979,2090000,0.166,4.80E+13,0.99892,0.75403,0.23304,0.000103,0.00223,0.000645,0.00561,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9788108,0.72003,2080000,0.166,4.79E+13,0.99892,0.75414,0.23293,0.000103,0.00223,0.000644,0.0056,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9788545,0.72027,2080000,0.165,4.78E+13,0.99892,0.75426,0.23282,0.000103,0.00223,0.000644,0.0056,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9788981,0.72051,2080000,0.165,4.76E+13,0.99892,0.75437,0.23272,0.000103,0.00223,0.000644,0.0056,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9789417,0.72075,2080000,0.165,4.75E+13,0.99892,0.75449,0.23261,0.000103,0.00223,0.000643,0.00559,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9789854,0.72099,2070000,0.164,4.73E+13,0.99892,0.75461,0.2325,0.000103,0.00223,0.000643,0.00559,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.979029,0.72123,2070000,0.164,4.72E+13,0.99892,0.75472,0.23239,0.000103,0.00222,0.000643,0.00559,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9790726,0.72147,2070000,0.164,4.71E+13,0.99892,0.75484,0.23228,0.000103,0.00222,0.000642,0.00558,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9791163,0.72171,2070000,0.163,4.69E+13,0.99892,0.75496,0.23217,0.000102,0.00222,0.000642,0.00558,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9791599,0.72195,2070000,0.163,4.68E+13,0.99892,0.75508,0.23206,0.000102,0.00222,0.000641,0.00558,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9792036,0.72219,2060000,0.163,4.66E+13,0.99892,0.7552,0.23195,0.000102,0.00222,0.000641,0.00557,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9792472,0.72243,2060000,0.163,4.65E+13,0.99892,0.75531,0.23184,0.000102,0.00222,0.000641,0.00557,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9792908,0.72267,2060000,0.162,4.64E+13,0.99892,0.75544,0.23172,0.000102,0.00222,0.00064,0.00557,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9793312,0.7229,2060000,0.162,4.62E+13,0.99892,0.75555,0.23162,0.000102,0.00222,0.00064,0.00556,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9793716,0.72312,2050000,0.162,4.61E+13,0.99892,0.75566,0.23151,0.000102,0.00221,0.00064,0.00556,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.979412,0.72335,2050000,0.161,4.60E+13,0.99892,0.75577,0.23141,0.000102,0.00221,0.000639,0.00556,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9794523,0.72357,2050000,0.161,4.58E+13,0.99892,0.75589,0.2313,0.000102,0.00221,0.000639,0.00556,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9794927,0.7238,2050000,0.161,4.57E+13,0.99892,0.756,0.2312,0.000102,0.00221,0.000638,0.00555,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9795331,0.72402,2050000,0.16,4.56E+13,0.99892,0.75611,0.23109,0.000102,0.00221,0.000638,0.00555,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9795734,0.72425,2040000,0.16,4.54E+13,0.99892,0.75623,0.23098,0.000102,0.00221,0.000638,0.00555,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9796138,0.72447,2040000,0.16,4.53E+13,0.99892,0.75635,0.23087,0.000102,0.00221,0.000637,0.00554,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9796542,0.7247,2040000,0.16,4.52E+13,0.99892,0.75646,0.23076,0.000102,0.0022,0.000637,0.00554,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9796946,0.72492,2040000,0.159,4.51E+13,0.99892,0.75658,0.23066,0.000102,0.0022,0.000637,0.00554,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9797349,0.72515,2030000,0.159,4.49E+13,0.99892,0.7567,0.23055,0.000102,0.0022,0.000636,0.00553,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9797753,0.72538,2030000,0.159,4.48E+13,0.99892,0.75682,0.23044,0.000102,0.0022,0.000636,0.00553,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9798157,0.72561,2030000,0.158,4.47E+13,0.99892,0.75693,0.23033,0.000102,0.0022,0.000635,0.00553,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.979856,0.72583,2030000,0.158,4.45E+13,0.99892,0.75705,0.23021,0.000102,0.0022,0.000635,0.00552,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9798964,0.72606,2030000,0.158,4.44E+13,0.99892,0.75717,0.2301,0.000102,0.0022,0.000635,0.00552,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9799368,0.72629,2020000,0.157,4.43E+13,0.99892,0.75729,0.22999,0.000102,0.0022,0.000634,0.00551,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9799772,0.72652,2020000,0.157,4.42E+13,0.99892,0.75741,0.22988,0.000102,0.00219,0.000634,0.00551,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9800175,0.72675,2020000,0.157,4.40E+13,0.99892,0.75753,0.22977,0.000102,0.00219,0.000633,0.00551,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9800983,0.7272,2010000,0.156,4.38E+13,0.99892,0.75776,0.22955,0.000101,0.00219,0.000633,0.0055,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9801386,0.72743,2010000,0.156,4.37E+13,0.99892,0.75788,0.22944,0.000101,0.00219,0.000632,0.0055,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9802194,0.72789,2010000,0.155,4.34E+13,0.99892,0.75812,0.22922,0.000101,0.00219,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9802799,0.72824,2000000,0.155,4.32E+13,0.99892,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9803405,0.72859,2000000,0.155,4.30E+13,0.99892,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9804011,0.72893,2000000,0.154,4.28E+13,0.99892,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9804616,0.72928,1990000,0.154,4.27E+13,0.99892,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9805424,0.72974,1990000,0.153,4.24E+13,0.99892,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9806572,0.73041,1980000,0.153,4.20E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.980769,0.73105,1980000,0.152,4.17E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9808435,0.73148,1970000,0.151,4.15E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9809553,0.73213,1960000,0.151,4.11E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9810298,0.73257,1960000,0.15,4.09E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9811416,0.73322,1950000,0.149,4.06E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9811788,0.73344,1950000,0.149,4.05E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9812906,0.73409,1950000,0.148,4.01E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9813651,0.73453,1940000,0.148,3.99E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9814769,0.73519,1930000,0.147,3.96E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9815887,0.73585,1930000,0.146,3.92E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9816632,0.7363,1920000,0.146,3.90E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9817749,0.73696,1920000,0.145,3.87E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9818476,0.7374,1910000,0.145,3.84E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9819567,0.73805,1910000,0.144,3.81E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9820294,0.73849,1900000,0.143,3.79E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9821384,0.73914,1900000,0.143,3.76E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9822838,0.74002,1890000,0.142,3.72E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9823565,0.74046,1880000,0.141,3.69E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9824655,0.74113,1880000,0.14,3.66E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9825746,0.74179,1870000,0.14,3.63E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9826473,0.74224,1870000,0.139,3.61E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9827563,0.7429,1860000,0.138,3.58E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.982829,0.74335,1850000,0.138,3.56E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9829381,0.74403,1850000,0.137,3.53E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9830797,0.7449,1840000,0.136,3.48E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9832214,0.74579,1830000,0.135,3.44E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.983363,0.74667,1820000,0.134,3.40E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9834574,0.74726,1820000,0.134,3.38E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9835991,0.74816,1810000,0.133,3.34E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9837564,0.74916,1800000,0.132,3.29E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9838823,0.74996,1790000,0.131,3.26E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9839965,0.75069,1780000,0.13,3.23E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9840991,0.75135,1780000,0.129,3.20E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9842016,0.75201,1770000,0.129,3.17E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9843555,0.753,1760000,0.128,3.13E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.984458,0.75367,1760000,0.127,3.10E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9846119,0.75467,1750000,0.126,3.06E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9847657,0.75568,1740000,0.125,3.02E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
0.9848825,0.75645,1730000,0.124,2.98E+13,0.99891,0.7583,0.22905,0.000101,0.00218,0.000631,0.00549,0,1.07E-23,6.67E-08,2.29E-19,2.90E-15,2.67E-21,6.37E-19,1.44E-16,2.01E-09,3.41E-10
