r,l,log10(n_eN_A),m,nu B8,nu Be7,nu F17,nu hep,nu N13,nu O15,nu pep,nu pp,P,rho,T,X_7Be,X_C12,X_H,X_He3,X_He4,X_N14,X_N16
0.228556517,0.97325349,1.356235049,0.421110802,2.38E-09,5.65E-06,1.37E-08,0.000912132,3.92E-05,8.78E-09,0.000151746,0.000363465,3.01E+16,26.41540654,8414966.894,7.94E-15,0.00245295,0.713603703,0.001194637,0.271025639,0.000710744,0.006160181
0.229538969,0.974063981,1.351881989,0.42393721,2.13E-09,5.35E-06,1.24E-08,0.000896787,3.60E-05,8.01E-09,0.000146366,0.000353679,2.97E+16,26.14744478,8387179.702,7.59E-15,0.002454456,0.713895737,0.001225868,0.270705687,0.000710416,0.006159224
0.230521421,0.974852561,1.347519717,0.426759528,1.91E-09,5.06E-06,1.12E-08,0.000881668,3.32E-05,7.31E-09,0.00014116,0.000344124,2.93E+16,25.88182922,8359511.294,7.26E-15,0.002455842,0.714181443,0.001258012,0.270391122,0.000710103,0.006158271
0.231503874,0.975619737,1.343148313,0.429577645,1.71E-09,4.79E-06,1.01E-08,0.000866767,3.05E-05,6.66E-09,0.000136124,0.000334796,2.89E+16,25.61854578,8331961.353,6.95E-15,0.002457111,0.714460953,0.001291096,0.270081805,0.000709804,0.006157324
0.232486326,0.976366004,1.338767857,0.432391453,1.53E-09,4.54E-06,9.18E-09,0.000852078,2.81E-05,6.08E-09,0.000131254,0.000325692,2.85E+16,25.35758033,8304529.558,6.64E-15,0.002458268,0.714734401,0.001325148,0.269777601,0.000709518,0.006156383
0.233468779,0.977091848,1.334378433,0.435200844,1.37E-09,4.30E-06,8.31E-09,0.000837595,2.58E-05,5.54E-09,0.000126543,0.000316806,2.81E+16,25.09891878,8277215.584,6.36E-15,0.002459317,0.715001922,0.001360196,0.269478382,0.000709245,0.006155446
0.234451231,0.977797747,1.329980123,0.438005712,1.23E-09,4.07E-06,7.51E-09,0.000823311,2.37E-05,5.05E-09,0.000121989,0.000308136,2.78E+16,24.84254702,8250019.104,6.08E-15,0.002460261,0.715263648,0.001396265,0.269184027,0.000708984,0.006154515
0.235433684,0.978484168,1.325573012,0.44080595,1.10E-09,3.85E-06,6.80E-09,0.000809226,2.18E-05,4.61E-09,0.000117585,0.000299677,2.74E+16,24.58845093,8222939.784,5.82E-15,0.002461105,0.715519713,0.001433381,0.268894418,0.000708736,0.006153588
0.236416136,0.979151568,1.321157184,0.443601457,9.86E-10,3.65E-06,6.15E-09,0.000795335,2.01E-05,4.20E-09,0.000113329,0.000291425,2.70E+16,24.33661642,8195977.287,5.57E-15,0.002461852,0.71577025,0.001471566,0.268609446,0.000708499,0.006152667
0.237398589,0.979800396,1.316732727,0.446392128,8.84E-10,3.45E-06,5.56E-09,0.00078164,1.84E-05,3.83E-09,0.000109215,0.000283376,2.67E+16,24.08702939,8169131.272,5.33E-15,0.002462506,0.716015394,0.001510844,0.268329003,0.000708273,0.006151751
0.238381041,0.980431093,1.312299727,0.449177862,7.92E-10,3.27E-06,5.03E-09,0.000768142,1.69E-05,3.49E-09,0.000105239,0.000275526,2.63E+16,23.83967572,8142401.397,5.11E-15,0.00246307,0.716255278,0.001551232,0.268052992,0.000708058,0.00615084
0.239363493,0.981044089,1.307858273,0.451958559,7.09E-10,3.10E-06,4.54E-09,0.000754844,1.56E-05,3.18E-09,0.000101398,0.000267871,2.60E+16,23.59454134,8115787.312,4.89E-15,0.002463549,0.716490035,0.001592748,0.267781318,0.000707853,0.006149934
0.240345946,0.981639805,1.303408453,0.454734121,6.35E-10,2.93E-06,4.11E-09,0.00074175,1.43E-05,2.90E-09,9.77E-05,0.000260408,2.56E+16,23.35161214,8089288.666,4.68E-15,0.002463945,0.716719799,0.001635405,0.267513893,0.000707659,0.006149033
0.241328398,0.982218656,1.298950358,0.457504448,5.69E-10,2.77E-06,3.71E-09,0.000728863,1.31E-05,2.64E-09,9.41E-05,0.000253132,2.53E+16,23.11087405,8062905.105,4.48E-15,0.002464262,0.716944704,0.001679212,0.267250634,0.000707474,0.006148137
0.242310851,0.982781046,1.294484078,0.460269445,5.10E-10,2.63E-06,3.36E-09,0.000716185,1.21E-05,2.41E-09,9.06E-05,0.00024604,2.49E+16,22.87231299,8036636.269,4.29E-15,0.002464503,0.717164883,0.001724174,0.266991466,0.000707298,0.006147246
0.243293303,0.98332737,1.290009704,0.463029017,4.57E-10,2.49E-06,3.04E-09,0.000703715,1.11E-05,2.19E-09,8.73E-05,0.000239127,2.46E+16,22.63591489,8010481.799,4.11E-15,0.002464673,0.717380469,0.00177029,0.266736316,0.000707131,0.006146359
0.244275756,0.983858017,1.285527328,0.465783069,4.09E-10,2.35E-06,2.74E-09,0.00069145,1.02E-05,2.00E-09,8.41E-05,0.000232391,2.43E+16,22.40166571,7984441.328,3.94E-15,0.002464772,0.717591597,0.001817555,0.266485121,0.000706972,0.006145478
0.245258208,0.984373367,1.281037042,0.468531507,3.66E-10,2.23E-06,2.48E-09,0.000679386,9.36E-06,1.82E-09,8.10E-05,0.000225827,2.39E+16,22.16955138,7958514.49,3.77E-15,0.002464807,0.7177984,0.001865955,0.266237819,0.000706821,0.006144602
0.246240661,0.984873791,1.276538939,0.471274241,3.28E-10,2.11E-06,2.24E-09,0.000667512,8.60E-06,1.66E-09,7.79E-05,0.000219432,2.36E+16,21.93955789,7932700.913,3.61E-15,0.002464778,0.718001011,0.001915469,0.265994357,0.000706679,0.00614373
0.247223113,0.985359653,1.272033112,0.47401118,2.94E-10,1.99E-06,2.03E-09,0.000655815,7.90E-06,1.51E-09,7.50E-05,0.000213202,2.33E+16,21.71167121,7907000.225,3.46E-15,0.002464689,0.718199564,0.001966068,0.265754687,0.000706543,0.006142864
0.248205566,0.985831309,1.267519656,0.476742233,2.63E-10,1.89E-06,1.83E-09,0.000644277,7.25E-06,1.38E-09,7.22E-05,0.000207134,2.30E+16,21.48587732,7881412.047,3.31E-15,0.002464543,0.718394193,0.002017713,0.265518767,0.000706415,0.006142002
0.249188018,0.986289109,1.262998663,0.479467314,2.35E-10,1.78E-06,1.65E-09,0.000632876,6.66E-06,1.25E-09,6.95E-05,0.000201223,2.27E+16,21.26216225,7855936.001,3.17E-15,0.002464344,0.71858503,0.002070355,0.265286559,0.000706293,0.006141145
0.25017047,0.986733393,1.258470229,0.482186335,2.11E-10,1.69E-06,1.49E-09,0.000621585,6.11E-06,1.14E-09,6.69E-05,0.000195468,2.24E+16,21.040512,7830571.706,3.03E-15,0.002464093,0.718772211,0.002123933,0.265058033,0.000706178,0.006140293
0.251152923,0.987164496,1.253934448,0.484899209,1.89E-10,1.59E-06,1.35E-09,0.000610377,5.61E-06,1.04E-09,6.44E-05,0.000189864,2.21E+16,20.82091263,7805318.776,2.90E-15,0.002463794,0.718955868,0.002178372,0.264833162,0.000706069,0.006139445
0.252135375,0.987582745,1.249391415,0.487605853,1.69E-10,1.51E-06,1.22E-09,0.000599222,5.15E-06,9.47E-10,6.20E-05,0.000184407,2.18E+16,20.60335019,7780176.824,2.77E-15,0.002463449,0.719136135,0.002233585,0.264611929,0.000705966,0.006138602
0.253117828,0.987988461,1.244841225,0.490306182,1.51E-10,1.42E-06,1.10E-09,0.000588088,4.73E-06,8.62E-10,5.96E-05,0.000179095,2.15E+16,20.38781076,7755145.462,2.64E-15,0.00246306,0.719313145,0.002289469,0.264394317,0.000705868,0.006137764
0.25410028,0.988381957,1.240283974,0.493000114,1.35E-10,1.34E-06,9.95E-10,0.000576946,4.34E-06,7.85E-10,5.74E-05,0.000173924,2.12E+16,20.17428043,7730224.296,2.53E-15,0.002462631,0.719487033,0.002345903,0.26418032,0.000705776,0.006136931
0.255082733,0.988763541,1.235719755,0.495687568,1.21E-10,1.27E-06,8.99E-10,0.000565764,3.98E-06,7.15E-10,5.52E-05,0.000168892,2.09E+16,19.96274532,7705412.932,2.41E-15,0.002462164,0.719657931,0.002402751,0.263969934,0.000705688,0.006136102
0.256065185,0.989133514,1.231148665,0.498368463,1.08E-10,1.20E-06,8.12E-10,0.000554515,3.66E-06,6.51E-10,5.31E-05,0.000163994,2.06E+16,19.75319157,7680710.975,2.30E-15,0.002461661,0.719825973,0.002459857,0.263763163,0.000705606,0.006135278
0.257047638,0.989492172,1.226570798,0.501042721,9.61E-11,1.13E-06,7.33E-10,0.000543172,3.35E-06,5.93E-10,5.11E-05,0.000159228,2.03E+16,19.54560535,7656118.026,2.20E-15,0.002461125,0.719991293,0.002517044,0.263560015,0.000705527,0.006134459
0.25803009,0.989839803,1.22198625,0.503710263,8.58E-11,1.06E-06,6.62E-10,0.000531712,3.08E-06,5.40E-10,4.91E-05,0.00015459,2.01E+16,19.33997284,7631633.684,2.09E-15,0.002460557,0.720154025,0.002574114,0.263360505,0.000705453,0.006133644
0.259012543,0.990176692,1.217395115,0.506371013,7.65E-11,1.00E-06,5.98E-10,0.000520112,2.82E-06,4.91E-10,4.73E-05,0.000150078,1.98E+16,19.13628025,7607257.545,1.99E-15,0.002459961,0.720314301,0.002630849,0.263164653,0.000705383,0.006132834
0.259994995,0.990503116,1.212797488,0.509024894,6.82E-11,9.43E-07,5.40E-10,0.000508357,2.59E-06,4.47E-10,4.54E-05,0.000145689,1.95E+16,18.93451382,7582989.207,1.90E-15,0.002459338,0.720472253,0.002687006,0.262972485,0.000705317,0.006132028
0.260977447,0.99081935,1.208193463,0.511671833,6.08E-11,8.87E-07,4.88E-10,0.000496434,2.38E-06,4.07E-10,4.37E-05,0.00014142,1.93E+16,18.73465981,7558828.261,1.81E-15,0.00245869,0.720627957,0.002742319,0.262784031,0.000705254,0.006131227
0.2619599,0.99112566,1.203583134,0.514311756,5.41E-11,8.34E-07,4.40E-10,0.000484334,2.18E-06,3.70E-10,4.20E-05,0.000137267,1.90E+16,18.53670451,7534774.3,1.72E-15,0.002458019,0.720781436,0.002796501,0.262599319,0.000705195,0.00613043
0.262942352,0.99142231,1.198966596,0.516944591,4.81E-11,7.83E-07,3.98E-10,0.000472053,2.00E-06,3.37E-10,4.04E-05,0.000133229,1.87E+16,18.34063424,7510826.913,1.63E-15,0.002457327,0.720932714,0.002849244,0.262418373,0.000705138,0.006129638
0.263924805,0.991709557,1.19434394,0.519570265,4.27E-11,7.35E-07,3.59E-10,0.000459592,1.84E-06,3.07E-10,3.88E-05,0.000129301,1.85E+16,18.14643536,7486985.69,1.55E-15,0.002456617,0.721081814,0.00290023,0.262241215,0.000705084,0.00612885
0.264907257,0.991987654,1.189715262,0.52218871,3.79E-11,6.89E-07,3.24E-10,0.000446955,1.68E-06,2.79E-10,3.73E-05,0.000125483,1.82E+16,17.95409424,7463250.215,1.47E-15,0.002455889,0.721228758,0.00294913,0.262067864,0.000705033,0.006128067
0.26588971,0.992256849,1.185080652,0.524799855,3.36E-11,6.45E-07,2.93E-10,0.000434151,1.54E-06,2.54E-10,3.59E-05,0.00012177,1.80E+16,17.76359729,7439620.075,1.39E-15,0.002455147,0.72137357,0.002995613,0.261898335,0.000704985,0.006127288
0.266872162,0.992517384,1.180440204,0.527403634,2.98E-11,6.03E-07,2.64E-10,0.000421193,1.42E-06,2.31E-10,3.45E-05,0.00011816,1.77E+16,17.57493095,7416094.853,1.32E-15,0.00245439,0.721516273,0.003039352,0.261732639,0.000704938,0.006126513
0.267854615,0.992769498,1.175794011,0.529999978,2.64E-11,5.63E-07,2.38E-10,0.000408097,1.30E-06,2.10E-10,3.31E-05,0.000114651,1.75E+16,17.38808171,7392674.131,1.25E-15,0.002453622,0.721656889,0.00308003,0.261570786,0.000704894,0.006125743
0.268837067,0.993013424,1.171142163,0.532588822,2.33E-11,5.26E-07,2.15E-10,0.000394884,1.19E-06,1.91E-10,3.19E-05,0.000111241,1.73E+16,17.20303608,7369357.49,1.18E-15,0.002452844,0.721795441,0.003117349,0.261412781,0.000704851,0.006124977
0.26981952,0.993249388,1.166484752,0.535170101,2.06E-11,4.90E-07,1.94E-10,0.000381578,1.09E-06,1.74E-10,3.06E-05,0.000107925,1.70E+16,17.01978059,7346144.509,1.11E-15,0.002452057,0.721931953,0.003151036,0.261258627,0.000704811,0.006124216
0.270801972,0.993477615,1.16182187,0.537743752,1.81E-11,4.56E-07,1.75E-10,0.000368204,1.00E-06,1.58E-10,2.94E-05,0.000104704,1.68E+16,16.83830184,7323034.767,1.05E-15,0.002451262,0.722066447,0.003180851,0.261108322,0.000704771,0.006123459
0.271784424,0.993698324,1.157153607,0.540309711,1.60E-11,4.24E-07,1.58E-10,0.000354792,9.19E-07,1.44E-10,2.83E-05,0.000101573,1.66E+16,16.65858643,7300027.84,9.88E-16,0.002450462,0.722198946,0.003206596,0.260961863,0.000704734,0.006122706
0.272766877,0.993911728,1.152480054,0.542867918,1.40E-11,3.93E-07,1.43E-10,0.000341372,8.43E-07,1.31E-10,2.72E-05,9.85E-05,1.63E+16,16.48062103,7277123.305,9.29E-16,0.002449657,0.722329473,0.00322812,0.260819242,0.000704697,0.006121957
0.273749329,0.994118035,1.1478013,0.54541831,1.23E-11,3.64E-07,1.29E-10,0.000327979,7.73E-07,1.19E-10,2.61E-05,9.56E-05,1.61E+16,16.30439233,7254320.735,8.73E-16,0.002448849,0.722458051,0.003245318,0.260680448,0.000704661,0.006121213
0.274731782,0.994317451,1.143117436,0.54796083,1.08E-11,3.37E-07,1.16E-10,0.000314644,7.09E-07,1.09E-10,2.51E-05,9.27E-05,1.59E+16,16.12988707,7231619.705,8.19E-16,0.002448039,0.722584703,0.003258133,0.260545468,0.000704627,0.006120473
0.275714234,0.994510176,1.138428551,0.550495418,9.44E-12,3.11E-07,1.05E-10,0.000301405,6.50E-07,9.88E-11,2.41E-05,8.99E-05,1.57E+16,15.957092,7209019.787,7.67E-16,0.002447228,0.722709452,0.003266549,0.260414285,0.000704593,0.006119737
0.276696687,0.994696404,1.133734733,0.553022017,8.24E-12,2.87E-07,9.48E-11,0.000288294,5.96E-07,8.98E-11,2.31E-05,8.72E-05,1.54E+16,15.78599396,7186520.554,7.18E-16,0.002446418,0.722832321,0.003270593,0.260286878,0.00070456,0.006119005
0.277679139,0.994876327,1.129036071,0.555540569,7.19E-12,2.64E-07,8.55E-11,0.000275348,5.47E-07,8.17E-11,2.22E-05,8.46E-05,1.52E+16,15.6165798,7164121.576,6.70E-16,0.002445609,0.722953333,0.003270323,0.260163225,0.000704527,0.006118277
0.278661592,0.995050131,1.124332653,0.558051021,6.26E-12,2.43E-07,7.72E-11,0.0002626,5.01E-07,7.43E-11,2.13E-05,8.20E-05,1.50E+16,15.44883641,7141822.423,6.25E-16,0.002444803,0.72307251,0.003265833,0.260043298,0.000704495,0.006117553
0.279644044,0.995217997,1.119624568,0.560553317,5.44E-12,2.23E-07,6.96E-11,0.000250083,4.60E-07,6.76E-11,2.05E-05,7.95E-05,1.48E+16,15.28275073,7119622.665,5.83E-16,0.002444,0.723189875,0.00325724,0.259927068,0.000704463,0.006116834
0.280626496,0.995380104,1.114911902,0.563047404,4.73E-12,2.05E-07,6.28E-11,0.000237829,4.21E-07,6.15E-11,1.97E-05,7.71E-05,1.46E+16,15.11830976,7097521.87,5.42E-16,0.002443203,0.723305453,0.003244681,0.259814502,0.000704431,0.006116118
0.281608949,0.995536625,1.110194742,0.565533229,4.10E-12,1.88E-07,5.67E-11,0.000225866,3.86E-07,5.59E-11,1.89E-05,7.48E-05,1.44E+16,14.95550051,7075519.606,5.03E-16,0.00244241,0.723419264,0.003228313,0.259705563,0.0007044,0.006115407
0.282591401,0.995687729,1.105473176,0.568010741,3.55E-12,1.71E-07,5.12E-11,0.000214222,3.54E-07,5.09E-11,1.81E-05,7.25E-05,1.42E+16,14.79431007,7053615.441,4.67E-16,0.002441625,0.723531333,0.003208306,0.259600211,0.000704368,0.0061147
0.283573854,0.99583358,1.100747288,0.57047989,3.06E-12,1.57E-07,4.62E-11,0.000202921,3.25E-07,4.63E-11,1.74E-05,7.03E-05,1.40E+16,14.63472556,7031808.94,4.32E-16,0.002440846,0.723641682,0.003184845,0.259498405,0.000704337,0.006113996
0.284556306,0.995974339,1.096017164,0.572940626,2.65E-12,1.43E-07,4.17E-11,0.000191982,2.98E-07,4.21E-11,1.67E-05,6.82E-05,1.38E+16,14.47673415,7010099.671,4.00E-16,0.002440076,0.723750335,0.003158123,0.259400097,0.000704305,0.006113297
0.285538759,0.996110164,1.091282891,0.5753929,2.28E-12,1.30E-07,3.76E-11,0.000181423,2.73E-07,3.83E-11,1.61E-05,6.61E-05,1.36E+16,14.32032305,6988487.199,3.69E-16,0.002439314,0.723857313,0.003128346,0.25930524,0.000704272,0.006112602
0.286521211,0.996241206,1.086544552,0.577836665,1.96E-12,1.18E-07,3.39E-11,0.000171256,2.50E-07,3.48E-11,1.54E-05,6.41E-05,1.34E+16,14.16547952,6966971.089,3.41E-16,0.002438561,0.723962641,0.003095722,0.25921378,0.00070424,0.00611191
0.287503664,0.996367615,1.081802232,0.580271874,1.69E-12,1.08E-07,3.06E-11,0.000161492,2.29E-07,3.16E-11,1.48E-05,6.21E-05,1.33E+16,14.01219089,6945550.907,3.14E-16,0.002437819,0.72406634,0.003060468,0.259125662,0.000704207,0.006111223
0.288486116,0.996489535,1.077056015,0.582698483,1.45E-12,9.77E-08,2.76E-11,0.000152138,2.10E-07,2.88E-11,1.42E-05,6.02E-05,1.31E+16,13.8604445,6924226.215,2.89E-16,0.002437088,0.724168434,0.0030228,0.259040826,0.000704173,0.006110539
0.289468569,0.996607106,1.072305984,0.585116445,1.25E-12,8.87E-08,2.49E-11,0.000143195,1.93E-07,2.62E-11,1.36E-05,5.83E-05,1.29E+16,13.71022778,6902996.58,2.66E-16,0.002436368,0.724268946,0.002982936,0.258959212,0.000704139,0.006109859
0.290451021,0.996720466,1.067552222,0.587525719,1.07E-12,8.04E-08,2.25E-11,0.000134664,1.77E-07,2.38E-11,1.31E-05,5.66E-05,1.27E+16,13.56152819,6881861.564,2.45E-16,0.002435659,0.724367899,0.002941095,0.258880754,0.000704104,0.006109184
0.291433473,0.996829748,1.062794811,0.58992626,9.16E-13,7.28E-08,2.03E-11,0.000126543,1.62E-07,2.16E-11,1.26E-05,5.48E-05,1.25E+16,13.41433324,6860820.731,2.25E-16,0.002434964,0.724465316,0.002897489,0.258805383,0.000704069,0.006108511
0.292415926,0.996935081,1.058033835,0.592318027,7.85E-13,6.59E-08,1.83E-11,0.000118825,1.49E-07,1.97E-11,1.21E-05,5.31E-05,1.24E+16,13.2686305,6839873.645,2.06E-16,0.00243428,0.724561219,0.002852331,0.258733027,0.000704033,0.006107843
0.293398378,0.997036593,1.053269373,0.594700979,6.72E-13,5.97E-08,1.65E-11,0.000111503,1.36E-07,1.79E-11,1.16E-05,5.15E-05,1.22E+16,13.12440759,6819019.869,1.89E-16,0.002433611,0.724655632,0.002805825,0.258663612,0.000703996,0.006107179
0.294380831,0.997134404,1.048501508,0.597075077,5.75E-13,5.40E-08,1.49E-11,0.000104567,1.25E-07,1.63E-11,1.11E-05,4.99E-05,1.20E+16,12.98165218,6798258.966,1.73E-16,0.002432954,0.724748577,0.00275817,0.258597059,0.000703958,0.006106518
0.295363283,0.997228633,1.04373032,0.599440281,4.92E-13,4.88E-08,1.34E-11,9.80E-05,1.14E-07,1.48E-11,1.06E-05,4.84E-05,1.19E+16,12.84035201,6777590.5,1.59E-16,0.002432312,0.724840077,0.002709556,0.258533287,0.000703919,0.006105861
0.296345736,0.997319397,1.038955888,0.601796553,4.20E-13,4.41E-08,1.21E-11,9.18E-05,1.05E-07,1.35E-11,1.02E-05,4.69E-05,1.17E+16,12.70049484,6757014.033,1.45E-16,0.002431685,0.724930156,0.002660166,0.258472212,0.000703879,0.006105208
0.297328188,0.997406807,1.034178293,0.604143856,3.59E-13,3.98E-08,1.09E-11,8.60E-05,9.62E-08,1.22E-11,9.80E-06,4.54E-05,1.15E+16,12.56206853,6736529.128,1.33E-16,0.002431071,0.725018836,0.002610173,0.258413745,0.000703839,0.006104558
0.298310641,0.997490972,1.029397612,0.606482155,3.07E-13,3.59E-08,9.86E-12,8.04E-05,8.82E-08,1.11E-11,9.41E-06,4.40E-05,1.14E+16,12.42506095,6716135.348,1.22E-16,0.002430473,0.72510614,0.002559741,0.258357796,0.000703797,0.006103912
0.299293093,0.997571996,1.024613926,0.608811413,2.62E-13,3.24E-08,8.89E-12,7.53E-05,8.08E-08,1.01E-11,9.03E-06,4.26E-05,1.12E+16,12.28946006,6695832.257,1.11E-16,0.00242989,0.725192091,0.002509023,0.25830427,0.000703754,0.00610327
0.300275546,0.997649983,1.019827311,0.611131597,2.24E-13,2.92E-08,8.02E-12,7.04E-05,7.41E-08,9.20E-12,8.66E-06,4.13E-05,1.11E+16,12.15525386,6675619.418,1.02E-16,0.002429322,0.725276712,0.002458161,0.25825307,0.000703711,0.006102632
0.301257998,0.997725031,1.015037846,0.613442672,1.92E-13,2.64E-08,7.24E-12,6.58E-05,6.79E-08,8.36E-12,8.31E-06,4.00E-05,1.09E+16,12.02243041,6655496.395,9.30E-17,0.00242877,0.725360026,0.002407287,0.258204096,0.000703666,0.006101997
0.30224045,0.997797236,1.010245607,0.615744607,1.64E-13,2.38E-08,6.53E-12,6.15E-05,6.23E-08,7.60E-12,7.97E-06,3.88E-05,1.08E+16,11.89097783,6635462.75,8.50E-17,0.002428233,0.725442056,0.002356524,0.258157242,0.00070362,0.006101365
0.303222903,0.997866691,1.00545067,0.618037369,1.40E-13,2.14E-08,5.89E-12,5.74E-05,5.71E-08,6.91E-12,7.64E-06,3.76E-05,1.06E+16,11.7608843,6615518.048,7.77E-17,0.002427712,0.725522824,0.00230598,0.258112405,0.000703573,0.006100738
0.304205355,0.997933485,1.000653111,0.620320928,1.19E-13,1.93E-08,5.31E-12,5.36E-05,5.23E-08,6.29E-12,7.33E-06,3.64E-05,1.05E+16,11.63213805,6595661.852,7.10E-17,0.002427207,0.725602354,0.002255755,0.258069479,0.000703524,0.006100113
0.305187808,0.997997706,0.995853006,0.622595253,1.02E-13,1.74E-08,4.79E-12,5.01E-05,4.80E-08,5.72E-12,7.03E-06,3.53E-05,1.03E+16,11.50472738,6575893.728,6.48E-17,0.002426718,0.725680669,0.002205941,0.258028364,0.000703475,0.006099492
0.30617026,0.998059438,0.991050429,0.624860316,8.71E-14,1.57E-08,4.32E-12,4.67E-05,4.40E-08,5.20E-12,6.75E-06,3.42E-05,1.02E+16,11.37864063,6556213.239,5.92E-17,0.002426245,0.725757792,0.002156616,0.25798896,0.000703425,0.006098875
0.307152713,0.998118763,0.986245455,0.627116089,7.44E-14,1.41E-08,3.90E-12,4.36E-05,4.03E-08,4.73E-12,6.47E-06,3.31E-05,1.00E+16,11.25386622,6536619.95,5.41E-17,0.002425787,0.725833745,0.002107852,0.257951172,0.000703373,0.006098261
0.308135165,0.998175758,0.981438156,0.629362543,6.35E-14,1.27E-08,3.52E-12,4.07E-05,3.70E-08,4.30E-12,6.21E-06,3.21E-05,9.89297E+15,11.13039262,6517113.427,4.94E-17,0.002425346,0.725908551,0.002059712,0.257914906,0.00070332,0.006097651
0.309117618,0.9982305,0.976628606,0.631599654,5.43E-14,1.14E-08,3.17E-12,3.80E-05,3.39E-08,3.91E-12,5.95E-06,3.11E-05,9.75553E+15,11.00820837,6497693.235,4.51E-17,0.002424921,0.725982233,0.002012252,0.257880072,0.000703266,0.006097044
0.31010007,0.998283061,0.971816877,0.633827394,4.63E-14,1.03E-08,2.86E-12,3.54E-05,3.11E-08,3.55E-12,5.71E-06,3.01E-05,9.61998E+15,10.88730206,6478358.94,4.12E-17,0.002424511,0.726054815,0.001965518,0.25784658,0.000703211,0.006096441
0.311082523,0.998333514,0.967003042,0.636045739,3.95E-14,9.27E-09,2.58E-12,3.30E-05,2.85E-08,3.23E-12,5.48E-06,2.91E-05,9.4863E+15,10.76766234,6459110.109,3.76E-17,0.002424117,0.726126319,0.001919551,0.257814346,0.000703155,0.006095841
0.312064975,0.998381926,0.962187171,0.638254666,3.37E-14,8.34E-09,2.33E-12,3.08E-05,2.61E-08,2.94E-12,5.25E-06,2.82E-05,9.35445E+15,10.64927793,6439946.31,3.44E-17,0.002423739,0.726196768,0.001874385,0.257783286,0.000703097,0.006095244
0.313047427,0.998428363,0.957369334,0.64045415,2.87E-14,7.50E-09,2.10E-12,2.87E-05,2.39E-08,2.67E-12,5.04E-06,2.73E-05,9.22443E+15,10.53213761,6420867.108,3.14E-17,0.002423377,0.726266185,0.00183005,0.257753319,0.000703039,0.006094651
0.31402988,0.998472889,0.952549603,0.642644171,2.45E-14,6.75E-09,1.90E-12,2.68E-05,2.19E-08,2.43E-12,4.83E-06,2.65E-05,9.0962E+15,10.41623022,6401872.073,2.87E-17,0.002423029,0.726334593,0.001786568,0.257724369,0.000702979,0.006094061
0.315012332,0.998515565,0.947728045,0.644824705,2.09E-14,6.07E-09,1.71E-12,2.49E-05,2.01E-08,2.21E-12,4.63E-06,2.57E-05,8.96974E+15,10.30154465,6382960.773,2.62E-17,0.002422698,0.726402015,0.001743958,0.257696359,0.000702919,0.006093474
0.315994785,0.998556451,0.942904731,0.646995734,1.78E-14,5.46E-09,1.54E-12,2.33E-05,1.84E-08,2.01E-12,4.44E-06,2.48E-05,8.84503E+15,10.18806989,6364132.776,2.39E-17,0.002422381,0.726468474,0.001702232,0.257669217,0.000702857,0.00609289
0.316977237,0.998595602,0.938079728,0.649157236,1.52E-14,4.91E-09,1.39E-12,2.17E-05,1.69E-08,1.83E-12,4.26E-06,2.41E-05,8.72204E+15,10.07579495,6345387.654,2.18E-17,0.002422079,0.726533992,0.001661402,0.257642873,0.000702794,0.00609231
0.31795969,0.998633075,0.933253103,0.651309193,1.29E-14,4.42E-09,1.26E-12,2.02E-05,1.55E-08,1.66E-12,4.08E-06,2.33E-05,8.60076E+15,9.964708919,6326724.976,1.99E-17,0.002421792,0.726598593,0.001621471,0.257617259,0.00070273,0.006091733
0.318942142,0.998668922,0.928424924,0.653451587,1.10E-14,3.97E-09,1.13E-12,1.88E-05,1.42E-08,1.51E-12,3.91E-06,2.26E-05,8.48115E+15,9.854800965,6308144.313,1.82E-17,0.00242152,0.7266623,0.001582444,0.257592311,0.000702665,0.00609116
0.319924595,0.998703193,0.923595256,0.655584401,9.34E-15,3.57E-09,1.02E-12,1.75E-05,1.30E-08,1.37E-12,3.75E-06,2.19E-05,8.3632E+15,9.746060301,6289645.237,1.66E-17,0.002421261,0.726725135,0.001544318,0.257567967,0.000702599,0.006090589
0.320907047,0.998735938,0.918764166,0.657707616,7.95E-15,3.21E-09,9.22E-13,1.63E-05,1.19E-08,1.25E-12,3.60E-06,2.12E-05,8.24689E+15,9.638476212,6271227.32,1.51E-17,0.002421017,0.726787121,0.001507092,0.257544166,0.000702532,0.006090022
0.321889499,0.998767204,0.913931718,0.659821219,6.77E-15,2.89E-09,8.32E-13,1.52E-05,1.09E-08,1.14E-12,3.45E-06,2.05E-05,8.13219E+15,9.532038044,6252890.136,1.38E-17,0.002420787,0.726848282,0.00147076,0.257520853,0.000702465,0.006089457
0.322871952,0.998797037,0.909097976,0.661925194,5.76E-15,2.60E-09,7.51E-13,1.42E-05,1.00E-08,1.03E-12,3.31E-06,1.98E-05,8.01909E+15,9.42673521,6234633.258,1.26E-17,0.00242057,0.72690864,0.001435314,0.257497971,0.000702396,0.006088896
0.323854404,0.99882548,0.904263004,0.664019526,4.91E-15,2.34E-09,6.77E-13,1.32E-05,9.19E-09,9.39E-13,3.17E-06,1.92E-05,7.90756E+15,9.322557187,6216456.262,1.15E-17,0.002420366,0.726968218,0.001400744,0.257475471,0.000702326,0.006088338
