r,l,log10(n_eN_A),m,nu B8,nu Be7,nu F17,nu hep,nu N13,nu O15,nu pep,nu pp,P,rho,T,X_7Be,X_C12,X_H,X_He3,X_He4,X_N14,X_N16
0.445678509,0.998712204,0.312410046,0.85103516,2.29E-19,1.07E-14,5.82E-19,4.56E-09,2.09E-13,8.06E-18,1.63E-08,3.37E-07,1.43935E+15,2.363694509,4454954.716,3.65E-22,0.002414496,0.731720555,0.000161612,0.254387337,0.000694368,0.006036273
0.446660961,0.998711712,0.307789949,0.852016593,2.29E-19,9.80E-15,5.89E-19,4.32E-09,1.92E-13,7.34E-18,1.56E-08,3.27E-07,1.42039E+15,2.338433612,4443813.789,3.40E-22,0.002414241,0.731746579,0.000160252,0.254359906,0.000694333,0.006035936
0.447643413,0.998711401,0.303168885,0.852991058,2.29E-19,8.97E-15,6.01E-19,4.09E-09,1.76E-13,6.69E-18,1.50E-08,3.16E-07,1.40169E+15,2.313463053,4432709.398,3.16E-22,0.002413982,0.731772497,0.000158925,0.254332481,0.000694298,0.006035599
0.448625866,0.998711268,0.298546644,0.853958596,2.29E-19,8.21E-15,6.15E-19,3.87E-09,1.61E-13,6.09E-18,1.44E-08,3.06E-07,1.38325E+15,2.288779439,4421641.294,2.93E-22,0.002413718,0.731798311,0.000157632,0.254305064,0.000694263,0.006035263
0.449608318,0.998711312,0.293923051,0.854919251,2.29E-19,7.51E-15,6.28E-19,3.66E-09,1.48E-13,5.54E-18,1.38E-08,2.96E-07,1.36507E+15,2.264379415,4410609.231,2.73E-22,0.00241345,0.731824022,0.000156371,0.254277656,0.000694228,0.006034927
0.450590771,0.998711532,0.289297961,0.855873066,2.29E-19,6.88E-15,6.38E-19,3.47E-09,1.36E-13,5.05E-18,1.32E-08,2.87E-07,1.34714E+15,2.24025966,4399612.963,2.54E-22,0.002413177,0.731849634,0.000155141,0.254250257,0.000694194,0.006034591
0.451573223,0.998711928,0.284671272,0.856820083,2.29E-19,6.30E-15,6.45E-19,3.29E-09,1.25E-13,4.59E-18,1.27E-08,2.78E-07,1.32947E+15,2.216416891,4388652.248,2.36E-22,0.002412901,0.731875147,0.000153942,0.25422287,0.00069416,0.006034256
0.452555676,0.998712496,0.280042922,0.857760346,2.29E-19,5.77E-15,6.48E-19,3.11E-09,1.14E-13,4.18E-18,1.21E-08,2.69E-07,1.31203E+15,2.192847861,4377726.842,2.20E-22,0.00241262,0.731900565,0.000152773,0.254195495,0.000694126,0.006033921
0.453538128,0.998713235,0.275412896,0.858693897,2.29E-19,5.28E-15,6.49E-19,2.95E-09,1.05E-13,3.80E-18,1.16E-08,2.60E-07,1.29484E+15,2.169549358,4366836.507,2.04E-22,0.002412336,0.731925888,0.000151633,0.254168134,0.000694093,0.006033586
0.454520581,0.998714144,0.270781229,0.859620781,2.29E-19,4.84E-15,6.48E-19,2.80E-09,9.64E-14,3.46E-18,1.12E-08,2.52E-07,1.27789E+15,2.146518207,4355981.003,1.90E-22,0.002412047,0.73195112,0.000150522,0.254140788,0.00069406,0.006033252
0.455503033,0.998715221,0.266148011,0.86054104,2.29E-19,4.43E-15,6.46E-19,2.65E-09,8.85E-14,3.15E-18,1.07E-08,2.44E-07,1.26117E+15,2.123751266,4345160.093,1.77E-22,0.002411755,0.731976263,0.000149438,0.254113458,0.000694027,0.006032918
0.456485485,0.998716463,0.26151339,0.861454718,2.29E-19,4.06E-15,6.43E-19,2.51E-09,8.12E-14,2.86E-18,1.03E-08,2.36E-07,1.24468E+15,2.101245428,4334373.542,1.65E-22,0.002411459,0.732001317,0.000148382,0.254086146,0.000693994,0.006032585
0.457467938,0.998717869,0.256877576,0.862361858,2.29E-19,3.72E-15,6.41E-19,2.38E-09,7.45E-14,2.60E-18,9.85E-09,2.29E-07,1.22842E+15,2.078997622,4323621.115,1.53E-22,0.002411159,0.732026286,0.000147353,0.254058852,0.000693961,0.006032251
0.45845039,0.998719437,0.252240844,0.863262504,2.29E-19,3.41E-15,6.39E-19,2.26E-09,6.84E-14,2.37E-18,9.45E-09,2.21E-07,1.21239E+15,2.057004808,4312902.579,1.43E-22,0.002410856,0.732051172,0.000146349,0.254031579,0.000693929,0.006031918
0.459432843,0.998721164,0.24760354,0.8641567,2.29E-19,3.13E-15,6.37E-19,2.14E-09,6.27E-14,2.17E-18,9.06E-09,2.14E-07,1.19657E+15,2.035263984,4302217.704,1.33E-22,0.002410549,0.732075976,0.000145371,0.254004327,0.000693897,0.006031585
0.460415295,0.998723048,0.242966083,0.865044489,2.29E-19,2.87E-15,6.36E-19,2.03E-09,5.76E-14,2.00E-18,8.69E-09,2.08E-07,1.18098E+15,2.013772177,4291566.26,1.24E-22,0.002410239,0.732100702,0.000144417,0.253977098,0.000693865,0.006031252
0.461397748,0.998725086,0.23832897,0.865925915,2.29E-19,2.63E-15,6.35E-19,1.93E-09,5.28E-14,1.84E-18,8.33E-09,2.01E-07,1.1656E+15,1.99252645,4280948.02,1.15E-22,0.002409925,0.73212535,0.000143488,0.253949893,0.000693833,0.006030919
0.4623802,0.998727277,0.233692779,0.866801022,2.29E-19,2.41E-15,6.34E-19,1.83E-09,4.85E-14,1.68E-18,7.99E-09,1.95E-07,1.15044E+15,1.971523898,4270362.757,1.07E-22,0.002409608,0.732149923,0.000142583,0.253922713,0.000693801,0.006030587
0.463362653,0.998729617,0.229058173,0.867669854,2.29E-19,2.21E-15,6.34E-19,1.74E-09,4.45E-14,1.52E-18,7.66E-09,1.88E-07,1.13548E+15,1.950761648,4259810.245,9.98E-23,0.002409288,0.732174423,0.0001417,0.25389556,0.00069377,0.006030254
0.464345105,0.998732104,0.224425907,0.868532455,2.29E-19,2.03E-15,6.33E-19,1.65E-09,4.09E-14,1.35E-18,7.35E-09,1.82E-07,1.12073E+15,1.93023686,4249290.263,9.29E-23,0.002408965,0.732198852,0.00014084,0.253868434,0.000693738,0.006029922
0.465327558,0.998734736,0.219796825,0.869388868,2.29E-19,1.86E-15,6.33E-19,1.56E-09,3.75E-14,1.18E-18,7.05E-09,1.77E-07,1.10618E+15,1.909946725,4238802.587,8.65E-23,0.002408639,0.732223212,0.000140003,0.253841338,0.000693707,0.00602959
0.46631001,0.998737509,0.21517187,0.870239138,2.29E-19,1.71E-15,6.33E-19,1.48E-09,3.44E-14,1.05E-18,6.76E-09,1.71E-07,1.09183E+15,1.889888465,4228346.999,8.06E-23,0.00240831,0.732247505,0.000139186,0.253814273,0.000693676,0.006029257
0.467292462,0.99874042,0.210552088,0.871083308,2.29E-19,1.57E-15,6.33E-19,1.41E-09,3.16E-14,9.62E-19,6.48E-09,1.66E-07,1.07768E+15,1.870059336,4217923.279,7.51E-23,0.002407979,0.732271734,0.000138391,0.253787239,0.000693645,0.006028925
0.468274915,0.998743468,0.205938626,0.871921423,2.29E-19,1.44E-15,6.33E-19,1.34E-09,2.90E-14,9.26E-19,6.22E-09,1.60E-07,1.06373E+15,1.850456621,4207531.21,7.00E-23,0.002407644,0.7322959,0.000137616,0.253760239,0.000693614,0.006028593
0.469257367,0.998746648,0.201332741,0.872753527,2.29E-19,1.32E-15,6.33E-19,1.27E-09,2.67E-14,9.30E-19,5.96E-09,1.55E-07,1.04996E+15,1.831077638,4197170.576,6.52E-23,0.002407308,0.732320006,0.000136861,0.253733273,0.000693583,0.006028261
0.47023982,0.998749958,0.196735806,0.873579663,2.29E-19,1.21E-15,6.34E-19,1.20E-09,2.45E-14,9.36E-19,5.72E-09,1.50E-07,1.03639E+15,1.811919731,4186841.164,6.08E-23,0.002406968,0.732344053,0.000136126,0.253706343,0.000693552,0.006027929
0.471222272,0.998753394,0.192149305,0.874399876,2.29E-19,1.11E-15,6.34E-19,1.14E-09,2.25E-14,8.87E-19,5.48E-09,1.45E-07,1.023E+15,1.792980278,4176542.761,5.66E-23,0.002406626,0.732368045,0.00013541,0.25367945,0.000693521,0.006027596
0.472204725,0.998756954,0.187574846,0.87521421,2.29E-19,1.02E-15,6.34E-19,1.09E-09,2.07E-14,7.36E-19,5.25E-09,1.41E-07,1.00979E+15,1.774256683,4166275.156,5.28E-23,0.002406283,0.732391981,0.000134712,0.253652596,0.00069349,0.006027264
0.473187177,0.998760634,0.18301416,0.876022708,2.29E-19,9.38E-16,6.34E-19,1.03E-09,1.90E-14,5.07E-19,5.04E-09,1.36E-07,9.96771E+14,1.755746382,4156038.139,4.92E-23,0.002405936,0.732415866,0.000134033,0.253625782,0.000693459,0.006026932
0.47416963,0.998764432,0.178469107,0.876825415,2.29E-19,8.61E-16,6.35E-19,9.80E-10,1.75E-14,2.85E-19,4.83E-09,1.32E-07,9.83926E+14,1.73744684,4145831.502,4.58E-23,0.002405588,0.732439701,0.000133372,0.253599008,0.000693429,0.006026599
0.475152082,0.998768343,0.173941679,0.877622375,2.29E-19,7.90E-16,6.35E-19,9.31E-10,1.61E-14,1.35E-19,4.63E-09,1.28E-07,9.71256E+14,1.71935555,4135655.04,4.27E-23,0.002405238,0.732463487,0.000132728,0.253572278,0.000693398,0.006026266
0.476134535,0.998772364,0.169434002,0.878413631,2.29E-19,7.25E-16,6.35E-19,8.84E-10,1.48E-14,5.66E-20,4.44E-09,1.24E-07,9.5876E+14,1.701470034,4125508.547,3.98E-23,0.002404886,0.732487228,0.000132101,0.253545591,0.000693367,0.006025933
0.477116987,0.998776493,0.164948345,0.879199228,2.29E-19,6.65E-16,6.36E-19,8.40E-10,1.36E-14,2.30E-20,4.25E-09,1.20E-07,9.46435E+14,1.683787841,4115391.819,3.71E-23,0.002404533,0.732510925,0.00013149,0.253518949,0.000693336,0.0060256
0.478099439,0.998780725,0.160487119,0.879979209,2.29E-19,6.10E-16,6.36E-19,7.98E-10,1.25E-14,9.88E-21,4.08E-09,1.16E-07,9.34278E+14,1.666306552,4105304.656,3.46E-23,0.002404177,0.73253458,0.000130896,0.253492354,0.000693306,0.006025267
0.479081892,0.998785057,0.156052882,0.880753619,2.29E-19,5.60E-16,6.36E-19,7.58E-10,1.15E-14,4.84E-21,3.91E-09,1.12E-07,9.22287E+14,1.64902377,4095246.855,3.23E-23,0.002403821,0.732558196,0.000130317,0.253465807,0.000693275,0.006024934
0.480064344,0.998789485,0.151648345,0.881522501,2.29E-19,5.14E-16,6.37E-19,7.20E-10,1.05E-14,2.87E-21,3.75E-09,1.08E-07,9.10459E+14,1.63193713,4085218.219,3.01E-23,0.002403462,0.732581774,0.000129754,0.253439309,0.000693244,0.0060246
0.481046797,0.998794007,0.147276373,0.882285899,2.29E-19,4.71E-16,6.37E-19,6.84E-10,9.68E-15,2.12E-21,3.59E-09,1.05E-07,8.98793E+14,1.615044292,4075218.551,2.80E-23,0.002403103,0.732605316,0.000129206,0.253412862,0.000693213,0.006024266
0.482029249,0.998798618,0.142939991,0.883043857,2.29E-19,4.32E-16,6.37E-19,6.50E-10,8.89E-15,1.91E-21,3.44E-09,1.02E-07,8.87286E+14,1.598342944,4065247.654,2.61E-23,0.002402743,0.732628825,0.000128673,0.253386467,0.000693182,0.006023932
0.483011702,0.998803315,0.138642389,0.883796418,2.29E-19,3.96E-16,6.37E-19,6.18E-10,8.16E-15,1.98E-21,3.30E-09,9.82E-08,8.75936E+14,1.581830799,4055305.334,2.44E-23,0.002402381,0.732652303,0.000128154,0.253360126,0.000693151,0.006023597
0.483994154,0.998808094,0.13438692,0.884543625,2.29E-19,3.63E-16,6.37E-19,5.88E-10,7.48E-15,2.23E-21,3.16E-09,9.51E-08,8.6474E+14,1.565505599,4045391.398,2.27E-23,0.002402019,0.732675752,0.000127649,0.253333839,0.00069312,0.006023263
0.484976607,0.998812951,0.130177112,0.885285524,2.29E-19,3.32E-16,6.38E-19,5.59E-10,6.86E-15,2.52E-21,3.03E-09,9.20E-08,8.53696E+14,1.549365109,4035505.655,2.12E-23,0.002401655,0.732699173,0.000127158,0.253307608,0.000693088,0.006022927
0.485959059,0.998817883,0.126016649,0.886022156,2.29E-19,3.04E-16,6.38E-19,5.32E-10,6.28E-15,2.73E-21,2.91E-09,8.90E-08,8.42802E+14,1.533407122,4025647.914,1.98E-23,0.002401292,0.732722569,0.00012668,0.253281435,0.000693057,0.006022592
0.486941512,0.998822886,0.121907662,0.886753565,2.29E-19,2.79E-16,6.38E-19,5.06E-10,5.74E-15,2.81E-21,2.79E-09,8.61E-08,8.32056E+14,1.517629456,4015817.989,1.84E-23,0.002400927,0.732745943,0.000126215,0.253255321,0.000693026,0.006022256
0.487923964,0.998827956,0.117840338,0.887479795,2.29E-19,2.55E-16,6.38E-19,4.82E-10,5.25E-15,2.77E-21,2.67E-09,8.33E-08,8.21456E+14,1.502029954,4006015.691,1.72E-23,0.002400562,0.732769295,0.000125763,0.253229267,0.000692994,0.00602192
0.488906416,0.99883309,0.11377594,0.888200889,2.29E-19,2.34E-16,6.38E-19,4.60E-10,4.79E-15,2.71E-21,2.56E-09,8.06E-08,8.11E+14,1.486606484,3996240.836,1.60E-23,0.002400197,0.732792629,0.000125323,0.253203274,0.000692962,0.006021583
0.489888869,0.998838283,0.109629178,0.888916889,2.29E-19,2.14E-16,6.38E-19,4.37E-10,4.37E-15,2.66E-21,2.46E-09,7.81E-08,8.00686E+14,1.47135694,3986493.239,1.49E-23,0.002399832,0.732815946,0.000124895,0.253177345,0.00069293,0.006021246
0.490871321,0.998843532,0.105250571,0.88962784,2.29E-19,1.96E-16,6.38E-19,4.15E-10,3.99E-15,2.64E-21,2.36E-09,7.56E-08,7.90511E+14,1.456279237,3976772.718,1.39E-23,0.002399466,0.732839249,0.000124479,0.253151481,0.000692898,0.006020908
0.491853774,0.998848833,0.10040882,0.890333782,2.29E-19,1.81E-16,6.38E-19,3.94E-10,3.66E-15,2.64E-21,2.27E-09,7.33E-08,7.80473E+14,1.441371318,3967079.093,1.30E-23,0.002399101,0.732862538,0.000124074,0.253125682,0.000692866,0.00602057
0.492836226,0.998854183,0.094776995,0.891034761,2.29E-19,1.68E-16,6.38E-19,3.73E-10,3.37E-15,2.65E-21,2.19E-09,7.13E-08,7.70572E+14,1.426631149,3957412.183,1.21E-23,0.002398736,0.732885818,0.000123681,0.25309995,0.000692834,0.006020231
0.493818679,0.998859576,0.087972465,0.891730817,2.29E-19,1.57E-16,6.38E-19,3.55E-10,3.14E-15,2.66E-21,2.12E-09,6.95E-08,7.60804E+14,1.412056719,3947771.811,1.14E-23,0.002398371,0.732909089,0.000123298,0.253074288,0.000692801,0.006019892
0.494801131,0.99886501,0.079687233,0.892421995,2.29E-19,1.49E-16,6.38E-19,3.41E-10,2.96E-15,2.67E-21,2.07E-09,6.80E-08,7.51168E+14,1.397646041,3938157.801,1.08E-23,0.002398007,0.732932354,0.000122926,0.253048695,0.000692768,0.006019552
0.495783584,0.998870481,0.069838759,0.893108335,2.29E-19,1.43E-16,6.38E-19,3.31E-10,2.84E-15,2.67E-21,2.02E-09,6.68E-08,7.41662E+14,1.383397151,3928569.977,1.05E-23,0.002397643,0.732955614,0.000122565,0.253023174,0.000692735,0.006019212
0.496766036,0.998875985,0.058660768,0.893789881,2.29E-19,1.39E-16,6.38E-19,3.25E-10,2.77E-15,2.68E-21,1.99E-09,6.59E-08,7.32284E+14,1.369308107,3919008.165,1.03E-23,0.00239728,0.732978872,0.000122214,0.252997726,0.000692702,0.006018871
0.497748488,0.998881517,0.046655166,0.894466674,2.29E-19,1.38E-16,6.38E-19,3.24E-10,2.74E-15,2.68E-21,1.96E-09,6.54E-08,7.23032E+14,1.355376992,3909472.195,1.02E-23,0.002396918,0.733002131,0.000121872,0.252972352,0.000692669,0.00601853
0.498730941,0.998887075,0.034494499,0.895138756,2.29E-19,1.37E-16,6.38E-19,3.26E-10,2.74E-15,2.68E-21,1.95E-09,6.51E-08,7.13905E+14,1.34160191,3899961.894,1.02E-23,0.002396557,0.733025391,0.00012154,0.252947054,0.000692635,0.006018188
0.499713393,0.998892654,0.022922786,0.89580617,2.29E-19,1.38E-16,6.38E-19,3.30E-10,2.77E-15,2.68E-21,1.94E-09,6.50E-08,7.04901E+14,1.327980987,3890477.095,1.03E-23,0.002396197,0.733048656,0.000121217,0.252921833,0.000692601,0.006017845
0.500695846,0.99889825,0.012656351,0.896468957,2.29E-19,1.40E-16,6.38E-19,3.35E-10,2.81E-15,2.68E-21,1.95E-09,6.50E-08,6.96017E+14,1.314512372,3881017.628,1.04E-23,0.002395838,0.733071926,0.000120904,0.252896691,0.000692567,0.006017502
0.501678298,0.99890386,0.004284663,0.897127159,2.29E-19,1.42E-16,6.38E-19,3.40E-10,2.85E-15,2.68E-21,1.95E-09,6.52E-08,6.87253E+14,1.301194235,3871583.329,1.06E-23,0.00239548,0.733095205,0.000120599,0.252871629,0.000692533,0.006017158
0.502660751,0.99890948,-0.001828225,0.897780816,2.29E-19,1.44E-16,6.38E-19,3.44E-10,2.90E-15,2.68E-21,1.96E-09,6.54E-08,6.78606E+14,1.288024769,3862174.032,1.07E-23,0.002395124,0.733118495,0.000120303,0.252846648,0.000692498,0.006016813
0.503643203,0.998915106,-0.005614895,0.898429971,2.29E-19,1.45E-16,6.38E-19,3.47E-10,2.93E-15,2.68E-21,1.97E-09,6.57E-08,6.70076E+14,1.275002185,3852789.574,1.07E-23,0.00239477,0.733141797,0.000120015,0.252821751,0.000692463,0.006016467
0.504625656,0.998920734,-0.007280025,0.899074664,2.29E-19,1.46E-16,6.38E-19,3.47E-10,2.96E-15,2.67E-21,1.97E-09,6.59E-08,6.61659E+14,1.262124719,3843429.793,1.08E-23,0.002394417,0.733165113,0.000119735,0.252796937,0.000692428,0.006016121
0.505608108,0.99892636,-0.0072243,0.899714936,2.29E-19,1.47E-16,6.38E-19,3.47E-10,2.97E-15,2.67E-21,1.98E-09,6.62E-08,6.53356E+14,1.249390626,3834094.529,1.08E-23,0.002394066,0.733188446,0.000119464,0.25277221,0.000692393,0.006015774
0.506590561,0.998931981,-0.005965139,0.900350828,2.29E-19,1.47E-16,6.38E-19,3.45E-10,2.97E-15,2.67E-21,1.99E-09,6.64E-08,6.45163E+14,1.23679818,3824783.623,1.08E-23,0.002393717,0.733211798,0.000119199,0.25274757,0.000692357,0.006015426
0.507573013,0.998937593,-0.004057422,0.90098238,2.29E-19,1.46E-16,6.38E-19,3.43E-10,2.96E-15,2.67E-21,2.00E-09,6.65E-08,6.3708E+14,1.22434568,3815496.916,1.08E-23,0.002393371,0.73323517,0.000118943,0.252723019,0.000692321,0.006015078
0.508555465,0.998943193,-0.002014215,0.901609633,2.29E-19,1.46E-16,6.38E-19,3.41E-10,2.95E-15,2.67E-21,2.00E-09,6.67E-08,6.29104E+14,1.21203144,3806234.254,1.08E-23,0.002393026,0.733258566,0.000118693,0.252698557,0.000692285,0.006014728
0.509537918,0.998948776,-0.000228919,0.902232626,2.29E-19,1.45E-16,6.38E-19,3.40E-10,2.93E-15,2.67E-21,2.01E-09,6.68E-08,6.21235E+14,1.199853797,3796995.481,1.08E-23,0.002392684,0.733281986,0.000118451,0.252674188,0.000692249,0.006014378
0.51052037,0.998954339,0.001073182,0.902851399,2.29E-19,1.44E-16,6.38E-19,3.39E-10,2.91E-15,2.67E-21,2.01E-09,6.69E-08,6.13471E+14,1.187811107,3787780.444,1.08E-23,0.002392345,0.733305434,0.000118216,0.252649912,0.000692212,0.006014027
0.511502823,0.998959879,0.001818921,0.903465993,2.29E-19,1.44E-16,6.38E-19,3.38E-10,2.90E-15,2.67E-21,2.01E-09,6.70E-08,6.05811E+14,1.175901745,3778588.991,1.08E-23,0.002392008,0.73332891,0.000117987,0.25262573,0.000692175,0.006013674
0.512485275,0.998965391,0.002049377,0.904076447,2.29E-19,1.43E-16,6.38E-19,3.39E-10,2.88E-15,2.67E-21,2.02E-09,6.71E-08,5.98252E+14,1.164124107,3769420.973,1.07E-23,0.002391674,0.733352418,0.000117764,0.252601644,0.000692137,0.006013321
0.513467728,0.998970873,0.001881335,0.904682799,2.29E-19,1.43E-16,6.38E-19,3.39E-10,2.87E-15,2.67E-21,2.02E-09,6.71E-08,5.90794E+14,1.152476606,3760276.239,1.07E-23,0.002391343,0.733375959,0.000117548,0.252577656,0.0006921,0.006012967
0.51445018,0.99897632,0.001468756,0.905285089,2.29E-19,1.43E-16,6.38E-19,3.40E-10,2.87E-15,2.67E-21,2.02E-09,6.71E-08,5.83435E+14,1.140957674,3751154.642,1.07E-23,0.002391015,0.733399536,0.000117338,0.252553767,0.000692062,0.006012613
0.515432633,0.99898173,0.000964266,0.905883356,2.29E-19,1.43E-16,6.38E-19,3.41E-10,2.87E-15,2.67E-21,2.02E-09,6.72E-08,5.76173E+14,1.129565765,3742056.037,1.07E-23,0.002390691,0.73342315,0.000117134,0.252529978,0.000692023,0.006012257
0.516415085,0.998987099,0.000484304,0.906477638,2.29E-19,1.43E-16,6.38E-19,3.42E-10,2.87E-15,2.67E-21,2.02E-09,6.72E-08,5.69008E+14,1.118299346,3732980.278,1.07E-23,0.002390369,0.733446803,0.000116935,0.252506291,0.000691985,0.0060119
0.517397538,0.998992424,9.69E-05,0.907067974,2.29E-19,1.43E-16,6.38E-19,3.42E-10,2.87E-15,2.67E-21,2.02E-09,6.72E-08,5.61938E+14,1.107156908,3723927.222,1.07E-23,0.002390051,0.733470499,0.000116742,0.252482708,0.000691946,0.006011542
0.51837999,0.998997701,-0.000170247,0.907654401,2.29E-19,1.43E-16,6.38E-19,3.42E-10,2.87E-15,2.67E-21,2.02E-09,6.72E-08,5.54962E+14,1.096136955,3714896.728,1.07E-23,0.002389737,0.733494237,0.000116554,0.25245923,0.000691907,0.006011183
0.519362442,0.999002927,-0.000319522,0.908236958,2.29E-19,1.43E-16,6.37E-19,3.42E-10,2.88E-15,2.67E-21,2.02E-09,6.72E-08,5.48077E+14,1.085238011,3705888.654,1.07E-23,0.002389427,0.733518022,0.000116372,0.252435858,0.000691867,0.006010823
0.520344895,0.999008099,-0.000372736,0.908815681,2.29E-19,1.44E-16,6.37E-19,3.42E-10,2.88E-15,2.67E-21,2.02E-09,6.71E-08,5.41284E+14,1.07445862,3696902.862,1.07E-23,0.00238912,0.733541855,0.000116194,0.252412594,0.000691827,0.006010462
0.521327347,0.999013213,-0.000360776,0.909390609,2.29E-19,1.44E-16,6.37E-19,3.42E-10,2.89E-15,2.67E-21,2.02E-09,6.71E-08,5.34581E+14,1.063797339,3687939.214,1.07E-23,0.002388817,0.733565737,0.000116021,0.252389439,0.000691787,0.0060101
0.5223098,0.999018267,-0.000313359,0.909961778,2.29E-19,1.44E-16,6.37E-19,3.42E-10,2.90E-15,2.67E-21,2.02E-09,6.71E-08,5.27965E+14,1.053252746,3678997.574,1.07E-23,0.002388519,0.733589672,0.000115853,0.252366396,0.000691746,0.006009737
0.523292252,0.999023258,-0.00025239,0.910529226,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.90E-15,2.67E-21,2.02E-09,6.71E-08,5.21438E+14,1.042823433,3670077.806,1.07E-23,0.002388225,0.733613661,0.00011569,0.252343465,0.000691705,0.006009372
0.524274705,0.999028182,-0.000191785,0.911092987,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.70E-08,5.14996E+14,1.032508012,3661179.778,1.07E-23,0.002387935,0.733637706,0.00011553,0.252320648,0.000691664,0.006009007
0.525257157,0.999033037,-0.000139076,0.9116531,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.70E-08,5.08639E+14,1.022305108,3652303.356,1.07E-23,0.00238765,0.733661809,0.000115375,0.252297946,0.000691622,0.00600864
0.52623961,0.99903782,-9.71E-05,0.912209599,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.70E-08,5.02365E+14,1.012213367,3643448.411,1.07E-23,0.002387369,0.733685973,0.000115224,0.252275361,0.000691581,0.006008272
0.527222062,0.999042528,-6.54E-05,0.91276252,2.29E-19,1.45E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.69E-08,4.96174E+14,1.002231447,3634614.813,1.07E-23,0.002387093,0.733710199,0.000115077,0.252252895,0.000691538,0.006007903
0.528204515,0.999047158,-4.24E-05,0.913311899,2.29E-19,1.45E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.69E-08,4.90064E+14,0.992358025,3625802.433,1.07E-23,0.002386822,0.73373449,0.000114933,0.252230549,0.000691496,0.006007532
0.529186967,0.999051708,-2.60E-05,0.913857771,2.29E-19,1.45E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.69E-08,4.84034E+14,0.982591793,3617011.146,1.07E-23,0.002386557,0.733758848,0.000114794,0.252208324,0.000691453,0.006007161
0.530169419,0.999056175,-1.48E-05,0.914400169,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.68E-08,4.78084E+14,0.972931458,3608240.825,1.07E-23,0.002386296,0.733783274,0.000114657,0.252186223,0.00069141,0.006006788
0.531151872,0.999060557,-7.29E-06,0.91493913,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.68E-08,4.72211E+14,0.963375743,3599491.347,1.07E-23,0.002386041,0.733807771,0.000114524,0.252164246,0.000691366,0.006006414
0.532134324,0.999064851,-2.49E-06,0.915474686,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.68E-08,4.66415E+14,0.953923388,3590762.59,1.07E-23,0.002385791,0.733832341,0.000114395,0.252142395,0.000691323,0.006006038
0.533116777,0.999069055,4.58E-07,0.916006872,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.68E-08,4.60695E+14,0.944573146,3582054.432,1.07E-23,0.002385547,0.733856986,0.000114268,0.252120672,0.000691278,0.006005661
0.534099229,0.999073166,2.21E-06,0.916535721,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.67E-08,4.55049E+14,0.935323786,3573366.753,1.07E-23,0.002385308,0.733881708,0.000114145,0.252099078,0.000691234,0.006005283
0.535081682,0.999077184,3.23E-06,0.917061265,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.67E-08,4.49477E+14,0.926174092,3564699.435,1.07E-23,0.002385075,0.733906509,0.000114024,0.252077615,0.000691189,0.006004903
0.536064134,0.999081104,3.85E-06,0.917583539,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.67E-08,4.43978E+14,0.917122863,3556052.361,1.07E-23,0.002384849,0.733931392,0.000113906,0.252056284,0.000691144,0.006004522
0.537046587,0.999084927,4.26E-06,0.918102573,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.67E-08,4.3855E+14,0.908168911,3547425.414,1.07E-23,0.002384628,0.733956357,0.00011379,0.252035087,0.000691099,0.00600414
0.538029039,0.999088648,4.59E-06,0.918618401,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.67E-08,4.33193E+14,0.899311064,3538818.481,1.07E-23,0.002384414,0.733981409,0.000113678,0.252014026,0.000691053,0.006003756
0.539011491,0.999092268,4.87E-06,0.919131054,2.29E-19,1.44E-16,6.37E-19,3.41E-10,2.91E-15,2.67E-21,2.02E-09,6.66E-08,4.27905E+14,0.890548163,3530231.448,1.07E-23,0.002384206,0.734006547,0.000113567,0.251993102,0.000691007,0.006003371
